date	HL_CI4_T_op	HL_CI4_T_air	HL_CI4_theta_c	HL_CE2_T_op	HL_CE2_T_air	HL_CE2_theta_c	HL_CJ1_T_op	HL_CJ1_T_air	HL_CJ1_theta_c	HL_CL1_T_op	HL_CL1_T_air	HL_CL1_theta_c	HL_CI3_T_op	HL_CI3_T_air	HL_CI3_theta_c
2025-01-01 03:40:00	17.74350649	0	0	17.50392927	0	0	17.50754815	0	0	17.68249534	0	0	16.93586168	0	0
2025-01-01 03:50:00	17.74350649	0	0	17.50392927	0	0	17.50754815	0	0	17.68249534	0	0	16.93586168	0	0
2025-01-01 04:00:00	17.74350649	0	0	17.50392927	0	0	17.50754815	0	0	17.68249534	0	0	16.93586168	0	0
2025-01-01 04:10:00	17.74350649	0	0	17.50392927	0	0	17.50754815	0	0	17.68249534	0	0	16.93586168	0	0
2025-01-01 04:20:00	17.74350649	0	0	17.50392927	0	0	17.50754815	0	0	17.68249534	0	0	16.93586168	0	0
2025-01-01 04:30:00	17.74350649	0	0	17.50392927	0	0	17.50754815	0	0	17.68249534	0	0	16.93586168	0	0
2025-01-01 04:40:00	17.74350649	0	0	17.50392927	0	0	17.50754815	0	0	17.68249534	0	0	16.93586168	0	0
2025-01-01 04:50:00	17.74350649	0	0	17.50392927	0	0	17.50754815	0	0	17.68249534	0	0	16.93586168	0	0
2025-01-01 05:00:00	17.74350649	0	0	17.50392927	0	0	17.50754815	0	0	17.68249534	0	0	16.93586168	0	0
2025-01-01 05:10:00	17.74350649	0	0	17.50392927	0	0	17.50754815	0	0	17.68249534	0	0	16.93586168	0	0
2025-01-01 05:20:00	17.74350649	0	0	17.50392927	0	0	17.50754815	0	0	17.68249534	0	0	16.93586168	0	0
2025-01-01 05:30:00	17.74350649	0	0	17.50392927	0	0	17.50754815	0	0	17.68249534	0	0	16.93586168	0	0
2025-01-01 05:40:00	17.74350649	0	0	17.50392927	0	0	17.50754815	0	0	17.68249534	0	0	16.93586168	0	0
2025-01-01 05:50:00	17.74350649	0	0	17.50392927	0	0	17.50754815	0	0	17.68249534	0	0	16.93586168	0	0
2025-01-01 06:00:00	18.7775974	0	0	18.61787819	0	0	17.93857366	0	0	18.65875233	0	0	17.98326827	0	0
2025-01-01 06:10:00	18.85064935	0	0	18.82563851	0	0	18.10567413	0	0	18.65875233	0	0	18.19074177	0	0
2025-01-01 06:20:00	18.9788961	0	0	19.03339882	0	0	18.24622592	0	0	18.48556797	0	0	18.42665923	0	0
2025-01-01 06:30:00	18.9788961	0	0	19.42387033	0	0	18.31650182	0	0	18.79283054	0	0	18.53039598	0	0
2025-01-01 06:40:00	19.10714286	0	0	19.51522593	0	0	18.67725143	0	0	18.76908752	0	0	18.79475739	0	0
2025-01-01 06:50:00	19.25324675	0	0	19.78929273	0	0	19.16137428	0	0	19.2886406	0	0	19.20970441	0	0
2025-01-01 07:00:00	19.42694805	0	0	19.69793713	0	0	19.35502343	0	0	19.33612663	0	0	19.18126046	0	0
2025-01-01 07:10:00	19.5	0	0	19.81434185	0	0	19.451848	0	0	19.55679702	0	0	19.18126046	0	0
2025-01-01 07:20:00	19.7012987	0	0	19.93074656	0	0	19.451848	0	0	19.88780261	0	0	19.18126046	0	0
2025-01-01 07:30:00	19.875	0	0	19.93074656	0	0	19.74232171	0	0	20.14757914	0	0	19.28499721	0	0
2025-01-01 07:40:00	19.875	0	0	19.93074656	0	0	19.90942218	0	0	20.23417132	0	0	19.28499721	0	0
2025-01-01 07:50:00	19.97564935	0	0	19.81434185	0	0	19.78604893	0	0	20.18668529	0	0	19.10596765	0	0
2025-01-01 08:00:00	20.0487013	0	0	19.74803536	0	0	19.73295159	0	0	20.18668529	0	0	19.10596765	0	0
2025-01-01 08:10:00	19.97564935	0	0	19.63163065	0	0	19.75950026	0	0	19.8556797	0	0	18.73786949	0	0
2025-01-01 08:20:00	19.4724026	0	0	19.42387033	0	0	19.68922436	0	0	19.48556797	0	0	18.91689905	0	0
2025-01-01 08:30:00	19.3262987	0	0	19.25736739	0	0	19.75950026	0	0	19.63500931	0	0	18.8131623	0	0
2025-01-01 08:40:00	19.4724026	0	0	19.2824165	0	0	19.81259761	0	0	19.74534451	0	0	18.91689905	0	0
2025-01-01 08:50:00	19.4724026	0	0	19.39882122	0	0	19.81259761	0	0	19.8556797	0	0	18.99219186	0	0
2025-01-01 09:00:00	19.4724026	0	0	19.2824165	0	0	19.61894846	0	0	19.74534451	0	0	18.8884551	0	0
2025-01-01 09:10:00	19.54545455	0	0	19.16601179	0	0	19.71577303	0	0	19.74534451	0	0	18.945343	0	0
2025-01-01 09:20:00	19.34415584	0	0	19.07465619	0	0	19.3815721	0	0	19.54841713	0	0	18.6809816	0	0
2025-01-01 09:30:00	19.4724026	0	0	18.98330059	0	0	19.28474753	0	0	19.54841713	0	0	18.6809816	0	0
2025-01-01 09:40:00	19.2987013	0	0	18.98330059	0	0	19.21447163	0	0	19.35148976	0	0	18.6809816	0	0
2025-01-01 09:50:00	19.2711039	0	0	19.07465619	0	0	19.3112962	0	0	19.35148976	0	0	18.8131623	0	0
2025-01-01 10:00:00	19.2711039	0	0	19.07465619	0	0	19.14419573	0	0	19.2886406	0	0	18.70942554	0	0
2025-01-01 10:10:00	19.14285714	0	0	19.1910609	0	0	19.11764706	0	0	19.2886406	0	0	18.50195204	0	0
2025-01-01 10:20:00	19.14285714	0	0	18.93320236	0	0	19.21447163	0	0	19.2886406	0	0	18.16229782	0	0
2025-01-01 10:30:00	19.14285714	0	0	18.93320236	0	0	19.11764706	0	0	19.1783054	0	0	18.16229782	0	0
2025-01-01 10:40:00	19.21590909	0	0	18.93320236	0	0	19.11764706	0	0	19.1783054	0	0	18.16229782	0	0
2025-01-01 10:50:00	19.16071429	0	0	18.86689587	0	0	19.14419573	0	0	19.0679702	0	0	18.08700502	0	0
2025-01-01 11:00:00	19.13311688	0	0	18.86689587	0	0	18.89744925	0	0	19.0679702	0	0	18.08700502	0	0
2025-01-01 11:10:00	19.23376623	0	0	18.86689587	0	0	18.92399792	0	0	19.02048417	0	0	18.08700502	0	0
2025-01-01 11:20:00	19.23376623	0	0	18.89194499	0	0	18.85372202	0	0	19.02048417	0	0	18.08700502	0	0
2025-01-01 11:30:00	19.16071429	0	0	19.07465619	0	0	18.82717335	0	0	19.02048417	0	0	18.08700502	0	0
2025-01-01 11:40:00	19.16071429	0	0	19.1910609	0	0	18.78344612	0	0	19.02048417	0	0	17.98326827	0	0
2025-01-01 11:50:00	19.33441558	0	50.0	19.42387033	0	50.0	18.88027069	0	50.0	18.91014898	0	50.0	17.98326827	0	50.0
2025-01-01 12:00:00	19.33441558	50.0	48.29635997011587	19.42387033	50.0	49.120055376506	18.88027069	50.0	49.110548530780704	18.91014898	50.0	49.052898960497714	18.11544897	50.0	48.56539963591541
2025-01-01 12:10:00	19.36201299	50.0	48.521692221705564	19.1910609	50.0	49.12651845387134	18.90681936	50.0	49.13035300236905	18.91014898	50.0	49.15181385942168	18.32292248	50.0	48.734578416507986
2025-01-01 12:20:00	19.36201299	50.0	48.71404000605338	19.33251473	50.0	49.13296253173033	19.05674128	50.0	49.1382602882	18.8235568	50.0	49.20927263600913	18.63413274	50.0	48.8700909572309
2025-01-01 12:30:00	19.59090909	50.0	48.87427327617735	19.12475442	50.0	49.131625823224624	19.05674128	50.0	49.130429797734024	18.84729981	50.0	49.25057046321206	18.73786949	44.06193399311026	47.74816141876505
2025-01-01 12:40:00	19.49025974	44.00104233451099	48.00791365696705	19.00834971	44.54247017471209	48.20616013173881	18.7397189	44.78341883638573	48.24983827307216	18.52467412	44.63079699584178	48.51757258414085	18.63413274	43.28032872510419	46.97733521534059
2025-01-01 12:50:00	19.59090909	43.27412947513299	47.28861475261789	19.12475442	43.751446881115804	47.42150633995362	18.83654347	44.161351587492	47.52812662011223	18.63500931	44.142538136311934	47.86504732391555	18.66257669	42.50817997710127	46.21030847401721
2025-01-01 13:00:00	19.66396104	42.72605098939507	46.65121210050427	19.03339882	43.19244552484278	46.72359639450775	18.83654347	43.56680608622734	46.85766548543032	18.52467412	43.43551857900022	47.21230804704646	18.50195204	42.11845161323791	45.580188989048
2025-01-01 13:10:00	19.66396104	42.052350851942116	45.952424789770134	18.94204322	42.418592202517885	45.96415358660539	18.76626757	42.91955592453199	46.15778099686867	18.43808194	42.71736085244525	46.529359958452744	18.57724484	41.26566882305292	44.82005154939122
2025-01-01 13:20:00	19.51785714	41.34751639805909	45.25275656105481	19.12475442	41.65973987804306	45.21065959886707	18.76626757	42.09307252279028	45.4261049639459	18.52467412	42.0219367589616	45.85058554082613	18.57724484	40.52385970402726	44.0811623417689
2025-01-01 13:30:00	19.44480519	40.637824288438644	44.55555411959301	19.12475442	40.879002094298635	44.45672083467096	18.7397189	41.31685165850983	44.70160310873305	18.57216015	41.36811249100188	45.180671496848646	18.31288344	39.850138635027264	43.361995903982006
2025-01-01 13:40:00	19.2711039	39.94704314861328	43.863221092513754	19.1910609	40.21086765286459	43.72875741992655	18.64289433	40.83401243742312	44.039483197867355	18.50931099	40.744422499718326	44.52221310044317	18.44506414	39.1010930579358	42.63281356996151
2025-01-01 13:50:00	19.2711039	39.2933095832426	43.18168021334557	19.1910609	39.665545943396566	43.03605995255809	18.71317022	40.10920334691842	43.34485823608692	18.50931099	40.29287348674397	43.90187543217246	18.54880089	38.45615631173822	41.93161660772128
2025-01-01 14:00:00	19.31655844	38.72128300409997	42.59322785985958	19.2824165	38.8579928514239	42.347252917862804	18.80999479	39.42842523345823	42.703870872545295	18.75372439	39.74802359883076	43.31773942871175	18.54880089	37.928732632528714	41.33294235086109
2025-01-01 14:10:00	19.34415584	38.0302906005191	41.88721704680998	19.4651277	38.258966109091745	41.64175210294063	18.97709526	38.771983767556385	42.01224123557152	18.84031657	38.99374069621187	42.64722831064407	18.44506414	37.24894372774383	40.61286109214387
2025-01-01 14:20:00	19.31655844	37.333826555954595	41.184366694500255	19.3737721	37.60089930075941	40.93675746910817	18.97709526	38.11068508110072	41.32638162952672	18.68249534	38.4297413086059	42.00920744608146	18.23759063	36.31466243887885	39.839716558554585
2025-01-01 14:30:00	19.31655844	37.13302824132014	40.59121838415578	19.07465619	37.0537756364003	40.26275728818159	18.95054659	37.80475542615854	40.72261006227332	18.68249534	37.6357514638833	41.33380793225376	17.95482432	35.74329263307098	39.141625986964385
2025-01-01 14:40:00	19.38961039	36.32768087411358	39.906812824062996	19.04960707	36.28945559102962	39.557673901913105	18.66007288	37.12475116461637	40.06765502055897	18.70623836	37.109108107557084	40.70472724665672	17.95482432	35.050803872551654	38.429819160194484
2025-01-01 14:50:00	19.38961039	35.55210864898426	39.221455172345934	19.04960707	35.53062530739868	38.85176497958477	18.66007288	36.22354323897909	39.366544832544776	18.70623836	36.594434959511425	40.088607258800465	17.95482432	34.44663067782624	37.74513996294543
2025-01-01 15:00:00	19.21590909	34.8123287066762	38.675870581621155	19.25736739	34.779407877079734	38.20543993658072	18.73034878	35.36265080544738	38.72029026241897	18.92690875	35.77823081051892	39.4849620216769	18.16229782	33.448869392621184	37.0933427564855
2025-01-01 15:10:00	19.24350649	34.04408728353802	37.884839649795815	19.25736739	34.01109105790061	37.43077548115866	18.82717335	34.71877705296451	37.987194394678916	18.92690875	35.20280063529116	38.803170452823316	18.29447853	32.588966143767635	36.22848561954396
2025-01-01 15:20:00	19.44480519	33.449845400699594	37.13617597689273	19.49017682	33.32968900812774	36.68159258604037	18.92399792	34.059381822143806	37.263190408203364	18.95065177	34.485229291455994	38.10201650751155	18.55883993	31.842988808852056	35.39646238747851
2025-01-01 15:30:00	19.2711039	32.791356861903374	36.39029038079878	19.49017682	32.64487311547901	35.9429957504282	19.02082249	33.35607062339058	36.5406815002807	19.16294227	33.85385258913436	37.4193447638814	18.79475739	30.98757642921141	34.55186382289354
2025-01-01 15:40:00	19.22564935	31.990076806711812	35.62478958353311	19.30746562	32.10308672106231	35.243901276970526	19.02082249	32.62049775179092	35.817876580766665	19.18668529	33.103691713129066	36.72130783262551	18.79475739	30.207763286202002	33.728535328972725
2025-01-01 15:50:00	19.2987013	31.27376008135889	34.87898926229407	19.54027505	31.37540825202889	34.523299442578214	19.11764706	31.960694037653727	35.11425086438824	19.47020484	32.393324836221176	36.03026300398267	18.79475739	29.44253232080532	32.91735068817943
2025-01-01 16:00:00	19.2987013	30.599548279168715	34.142600097694874	19.54027505	30.710404645857107	33.8088070507284	19.11764706	31.237554518232642	34.39227370206572	19.47020484	31.77663450861199	35.35226643055959	18.69102064	28.676863920579144	32.10655666899374
2025-01-01 16:10:00	19.22564935	29.93628860548785	33.41292465670511	19.63163065	29.80254249687372	33.051189574567786	19.11764706	30.66518897153165	33.70744670572731	19.47020484	31.137687363782	34.6764763500447	18.69102064	27.75057932614158	31.26212009545275
2025-01-01 16:20:00	19.3262987	33.20750075882296	33.34698594876402	19.72298625	32.7464645868206	32.94796185678454	19.18792296	29.848547973931183	32.98599421725676	19.55679702	30.65463326907144	34.037307694026225	18.92693809	26.962396962053234	30.4479918442376
2025-01-01 16:30:00	19.3262987	33.04498756791638	33.195071437743785	19.65667976	32.46548789901602	32.73268132206167	19.3815721	32.682681132669366	32.88997463997437	19.55679702	33.53595232949417	33.88760124487494	18.92693809	26.08575831303467	29.6212413016082
2025-01-01 16:40:00	19.42694805	29.003118437870718	32.40057444678998	19.74803536	28.64509468756801	31.917413853743977	19.3815721	29.2920485222659	32.16313077736379	19.533054	29.997614215523825	33.265587166340985	18.92693809	25.48188347996163	28.856785073850922
2025-01-01 16:50:00	19.65584416	28.228433833613654	31.66769655882294	19.74803536	28.2055788055826	31.256284979069182	19.61894846	28.576066585204465	31.487325599290138	19.77746741	29.393431288236556	32.630987761888015	19.16285555	25.089148257557518	28.162100851697478
2025-01-01 17:00:00	19.7288961	27.273894761521998	30.883898428809744	19.88064833	27.56474265363469	30.563538556805494	19.61894846	28.064781664813076	30.842595907996532	19.77746741	28.633909818976772	31.96053174543009	19.16285555	24.212262605209588	27.371081375871942
2025-01-01 17:10:00	19.65584416	26.543990175301275	30.14723657933321	19.88064833	26.81145983972589	29.863131170387565	19.61894846	27.385008504716076	30.185346174782403	19.97439479	28.14000444688798	31.34418583235098	19.16285555	23.45567115948828	26.615402320527235
2025-01-01 17:20:00	19.9025974	25.94077172158644	29.439702197377642	19.88064833	25.949221522615662	29.13935183861621	19.78604893	26.811799289609795	29.553275102937725	20.14757914	27.60961005007234	30.73438736519398	19.03067485	23.029018612378543	25.942947775769706
2025-01-01 17:30:00	20.00324675	25.301184658482413	28.738073973475366	20.06335953	25.475213543348243	28.48967293799831	19.78604893	26.144403882462946	28.911071750746153	20.34450652	27.19131849822979	30.1558532083978	19.23814835	22.461389985202782	25.264197418278886
2025-01-01 17:40:00	20.00324675	24.797497152965605	28.072997111506723	20.06335953	24.849084603192217	27.827906119911358	19.68922436	25.5175595251195	28.278526757186967	20.34450652	26.69117704033697	29.57603569738935	19.34188511	21.747664597033943	24.564975179434565
2025-01-01 17:50:00	20.0762987	24.16008841552965	27.397217200278973	20.20481336	24.026523833302328	27.131772415675435	19.68922436	24.813594253707883	27.634535572054595	20.34450652	25.804587113592135	28.929380654548133	19.34188511	20.71422391874692	23.79209474350744
2025-01-01 18:00:00	20.17694805	23.298701989340664	26.672253331157847	20.20481336	23.439345991816808	26.469117653660263	19.52212389	24.436775582778978	27.04733120203396	20.40735568	25.166144569003116	28.308238506957707	19.34188511	19.982865538854035	23.059011243440708
2025-01-01 18:10:00	20.25	22.56995963032962	25.975164650766494	20.29616896	23.069564206816054	25.87001493653868	19.61894846	23.860406997669045	26.446657484749117	20.40735568	24.592075495298616	27.70709976107551	19.34188511	19.198367066403822	22.326341316771277
2025-01-01 18:20:00	20.32305195	21.98116686828432	25.30837859832723	20.29616896	22.36869547635748	25.22094354276556	19.61894846	23.46027626272017	25.889436562698982	20.49394786	24.084852025841847	27.123052284933642	19.34188511	22.525199722496865	22.449150794437116
2025-01-01 18:30:00	20.32305195	21.33534344249619	24.637388223685534	20.29616896	21.54084549159476	24.543961917232103	19.57522124	22.98158936500215	25.331936253953778	20.49394786	23.367377447368504	26.50467758070493	19.47406581	18.463181506425258	21.52935582157786
2025-01-01 18:40:00	20.2224026	20.734004512988164	23.980740320221173	20.29616896	20.892246881562837	23.89631795927803	19.71577303	22.212255432771546	24.722925735501995	20.40735568	22.860622012616915	25.92129797613193	19.47406581	17.789222533416314	20.83155621922024
2025-01-01 18:50:00	20.2224026	19.87587379641314	23.278422262691457	20.50392927	20.249052937535314	23.25488417070302	19.64549714	21.60458666871873	24.13784706513919	20.38361266	22.31250925504175	25.34028974615447	19.57780257	17.063229945305153	20.127349965245088
2025-01-01 19:00:00	20.2224026	19.237089112325826	22.602683254117046	20.41257367	19.6329577195738	22.61376683946732	19.64549714	21.04138140902144	23.55364053648995	20.44646182	21.757146353746258	24.7559483601715	19.65309537	16.64210280773148	19.48724126878953
2025-01-01 19:10:00	20.2224026	18.577340988733308	21.935472853966935	20.41257367	19.0437428846999	21.989290968545692	19.71577303	20.426988712755623	22.96925211893891	20.44646182	21.40562281125461	24.222013824362662	19.65309537	16.016160923243014	18.830668150957912
2025-01-01 19:20:00	20.2775974	17.926051790290344	21.27334227877909	20.41257367	18.47385695320372	21.375979073087645	19.68922436	19.969143228525898	22.419204888325513	20.35986965	20.727220915000373	23.63855128897672	19.65309537	15.531476842589033	18.21438796651973
2025-01-01 19:30:00	20.35064935	17.442664354182043	20.650677996826097	20.41257367	17.828939558806994	20.753036620476664	19.75950026	19.458614110716695	21.868952222213217	20.24953445	20.10337362777797	23.060306759489336	19.78527607	14.997115646471576	17.60197297556362
2025-01-01 19:40:00	20.35064935	16.79132735473139	20.00793456603268	20.32121807	17.306793115163963	20.15724350382689	19.75950026	18.798360096399257	21.29369209377408	20.24953445	19.72634923878107	22.528929235484867	19.78527607	14.218508175707516	16.942676900207996
2025-01-01 19:50:00	20.35064935	20.229511149563802	20.055263274453708	20.32121807	16.776312947661395	19.569751959417573	19.92660073	18.231012133307885	20.73422802284268	20.31238361	19.223231296656856	21.98645579844373	19.78527607	13.746679515157382	16.34802927387689
2025-01-01 20:00:00	20.35064935	16.245629293006463	19.34114199883477	20.32121807	19.862192216000082	19.590702500001868	20.0234253	17.62544806254496	20.156389717085244	20.31238361	18.506360168792735	21.398993770127255	19.78527607	17.162556964686683	16.56054630491645
2025-01-01 20:10:00	20.4237013	15.701050650141024	18.733909604131156	20.08840864	16.348168629645784	18.948239400251758	20.0234253	17.002385830353944	19.583761759638598	20.31238361	17.751361213996578	20.80131896696099	19.78527607	12.971071426155744	15.686490958774717
2025-01-01 20:20:00	20.4237013	15.059046863087211	18.113961762715356	20.02210216	17.770819818114326	18.709606299082033	20.12024987	16.560269059861362	19.048302913924466	20.24953445	17.242663806565364	20.24260335959265	19.78527607	13.603435001489094	15.317391840461076
2025-01-01 20:30:00	20.4237013	14.378197388187925	17.486363448434844	20.02210216	18.893836234591006	18.668248894214834	20.12024987	15.976683404978946	18.49360551866344	20.35986965	16.72169373405032	19.687645241369204	19.65309537	15.718242331907069	15.421682335842073
2025-01-01 20:40:00	20.4237013	13.934158883343214	16.90742502444847	20.11345776	18.86500478751012	18.610985655864454	20.12024987	18.962827595648847	18.551283608832662	20.35986965	16.37243493828017	19.17243102078843	19.65309537	15.795568468241735	15.420123269217571
2025-01-01 20:50:00	20.4237013	13.15911148056607	16.272960500322608	20.22986248	18.80381313545023	18.549337546343665	20.12024987	15.43769977940676	17.915467910254648	20.55679702	15.631370093525554	18.593605720597004	19.65309537	15.798173375348446	15.40853962124602
2025-01-01 21:00:00	20.32305195	12.66346759989376	15.672345323715259	20.29616896	18.639684285897168	18.44859573602603	20.12024987	15.012188562796535	17.384301979843244	20.61964618	15.430457250417394	18.079134011224426	19.65309537	15.65630438175132	15.34455958437747
2025-01-01 21:10:00	20.32305195	12.085736715834717	15.077523068145492	20.29616896	18.549691909259106	18.36879030833431	20.12024987	16.23340254342279	17.13892390085548	20.61964618	18.220911405922557	18.05424507154096	19.65309537	15.680814557740806	15.326288285860356
2025-01-01 21:20:00	20.25	11.382222931039193	14.459421571229047	20.29616896	18.500855655276112	18.298351124909857	20.04997397	17.453809846085072	17.131824753564203	20.533054	18.254615358341347	18.034293872414352	19.65309537	15.610062100509085	15.289814952764024
2025-01-01 21:30:00	20.25	14.92088957730521	14.556444928979257	20.38752456	18.45426869965512	18.2305759674811	20.04997397	17.333545833926273	17.066311275743857	20.533054	18.192114424829246	17.99983766993836	19.65309537	15.556282294092178	15.254352776323858
2025-01-01 21:40:00	20.17694805	10.801011970031194	13.858617344605992	20.20481336	18.325601933492358	18.147673052521405	19.9531494	17.13886361100148	16.98163354272321	20.44646182	18.06762623816175	17.950919489244853	19.72838818	15.570190678315672	15.23331333029835
2025-01-01 21:50:00	20.14935065	10.209634169418338	13.26403015775411	19.99705305	18.252949711962714	18.07348009309218	19.59239979	17.24074343263323	16.949024832997118	20.18668529	18.138523615411383	17.934320027341688	19.28499721	15.508969306382665	15.197766744720772
2025-01-01 22:00:00	20.0762987	9.638748928605064	12.67298276633003	19.99705305	18.371593581160628	18.03640967185784	19.59239979	17.110371549296566	16.87465844496547	20.18668529	18.48399058115897	17.978610448501822	19.28499721	15.492158708646835	15.165571342410926
2025-01-01 22:10:00	20.14935065	9.035770678325676	12.082600481831019	19.99705305	14.600177896471342	17.345696028520237	19.39875065	16.915113886891003	16.78468609882373	20.12383613	18.123351378878603	17.909147816113094	19.28499721	15.41922258231951	15.12493878028391
2025-01-01 22:20:00	20.0211039	8.386845045073512	11.484094624858372	19.88064833	13.976422477323114	16.75266220125878	19.39875065	16.810132906942208	16.704984499915	19.95065177	18.01156516991372	17.866472328082185	19.28499721	15.359064478285768	15.08448652664302
2025-01-01 22:30:00	19.92045455	7.765299072896925	10.889165062334353	19.88064833	13.31282684689369	16.15177587740417	19.27537741	16.687669658950167	16.618818575519054	19.6433892	17.903978529178474	17.818050753099403	19.28499721	15.280841307353164	15.0379227456598
2025-01-01 22:40:00	19.6737013	9.197235588574298	10.641885927341153	19.62278978	12.75668113884816	15.571024311079777	19.08172827	16.618257064303226	16.541336087369203	19.38361266	17.9080443390702	17.786417451920077	19.04907975	15.167674874168055	14.979730726438705
2025-01-01 22:50:00	19.17045455	10.998214640515046	10.696789540228634	19.41502947	15.791224963264824	15.60141641163296	18.58042686	16.570939559542822	16.470127490909487	19.14757914	17.86329932558713	17.74838185506595	18.66257669	15.110000440284615	14.929784316272558
2025-01-01 23:00:00	19.17045455	10.937177455184433	10.682892955038428	19.41502947	15.627356460505602	15.51468081780108	18.60697553	16.51167520953958	16.3934397916688	18.95065177	14.07347709227205	17.155504444484375	18.39821528	15.210564664821371	14.909931047265944
2025-01-01 23:10:00	18.96915584	10.96029246526797	10.68686684856983	18.90815324	15.538847307304225	15.441002163633987	18.60697553	13.003018176206131	15.736735815333006	18.86405959	13.520123381189777	16.590670992495564	18.29447853	15.146631562800911	14.86680714730826
2025-01-01 23:20:00	18.81331169	10.888807152106939	10.67192179459501	18.70039293	15.428702658732568	15.361864554263343	18.41332639	12.451031738766831	15.174583794394582	18.91154562	13.003360149419478	16.036822503683002	18.29447853	14.897611093459439	14.777908441910716
2025-01-01 23:30:00	18.46590909	50.0	17.235722483679986	18.84184676	15.521248625818115	15.322779671053683	18.34305049	15.324484025259531	15.196564618618066	18.80121043	12.477674131728579	15.48514414735082	17.98326827	14.92578910801745	14.7406029390509
2025-01-01 23:40:00	18.29220779	12.233692254673212	15.57438113376894	18.51768173	15.367171840521014	15.243237154843166	18.2024987	15.240193111520922	15.127353469861774	18.49394786	15.628311734290394	15.472985733403753	18.01171221	14.898677704218894	14.696345675846112
2025-01-01 23:50:00	18.29220779	50.0	21.38651022787011	18.33497053	50.0	21.016051576045065	17.96512233	50.0	20.941636469553767	18.27327747	50.0	20.47934916183624	17.64361405	50.0	21.99460900236344
2025-01-02 00:00:00	18.74350649	16.375775417232852	19.80726972559105	18.503929270000004	16.38519869205351	19.45582271806292	18.50754815	16.517234579080498	19.401747000702976	18.682495339999996	16.450003033146835	19.68549913003547	17.935861679999995	15.643791008308188	18.965632561484718
2025-01-02 00:10:00	18.743506489999998	17.28843342059606	19.397234970456843	18.50392927	17.23737167266834	19.072962393438864	18.507548149999998	17.331940486103775	19.035719709141784	18.68249533999999	17.30256852980225	19.302462457625058	17.935861679999995	16.527284462046083	18.5687007199503
