date	HL_CI4	HL_CI4	HL_CI4
2018-01-08 00:00:00	20.0	20.280860411493375	19.873816336865296
2018-01-08 00:10:00	20.0	20.276501637090185	19.875774626814554
2018-01-08 00:20:00	20.0	20.27363667318252	19.8770617845122
2018-01-08 00:30:00	20.0	20.271751297272004	19.877908837457504
2018-01-08 00:40:00	20.0	20.270510571920877	19.878466264789175
2018-01-08 00:50:00	20.0	20.2696940772386	19.878833095733384
2018-01-08 01:00:00	20.0	20.269156759640012	19.879074499292173
2018-01-08 01:10:00	20.0	20.268803162478847	19.87923336178487
2018-01-08 01:20:00	20.0	20.268570467788198	19.879337905776318
2018-01-08 01:30:00	20.0	20.268417336414426	19.879406703929753
2018-01-08 01:40:00	20.0	20.268316563949163	19.87945197851559
2018-01-08 01:50:00	20.0	20.26825024775603	19.879481772747294
2018-01-08 02:00:00	20.0	20.295131428959	19.86740472032277
2018-01-08 02:10:00	20.0	20.291019687598435	19.869252024412297
2018-01-08 02:20:00	20.0	20.288343818174912	19.87045422661707
2018-01-08 02:30:00	20.0	20.28658284631453	19.871245387887676
2018-01-08 02:40:00	20.0	20.285423989633777	19.871766033642796
2018-01-08 02:50:00	20.0	20.284661371614387	19.87210865912976
2018-01-08 03:00:00	20.0	20.284002119849756	19.87240484470518
2018-01-08 03:10:00	20.0	20.283806318103043	19.872492813605874
2018-01-08 03:20:00	20.0	20.283677137941755	19.872550851069644
2018-01-08 03:30:00	20.0	20.28359212776593	19.87258904404719
2018-01-08 03:40:00	20.0	20.283536184436365	19.872614178006845
2018-01-08 03:50:00	20.0	20.28349936936027	19.872630718113502
2018-01-08 04:00:00	20.0	20.28343586307066	19.872659249924773
2018-01-08 04:10:00	20.0	20.283453476969374	19.87265133643405
2018-01-08 04:20:00	20.0	20.283464986595895	19.872646165442422
2018-01-08 04:30:00	20.0	20.28347256094084	19.872642762475852
2018-01-08 04:40:00	20.0	20.28347754545084	19.872640523058315
2018-01-08 04:50:00	20.0	20.283480825647462	19.87263904934679
2018-01-08 05:00:00	20.0	20.28348298427289	19.87263807952957
2018-01-08 05:10:00	20.0	20.28348440481688	19.872637441314158
2018-01-08 05:20:00	20.0	20.28348533964568	19.872637021318607
2018-01-08 05:30:00	20.0	20.283485954836042	19.872636744928734
2018-01-08 05:40:00	20.0	20.283486359679266	19.872636563042647
2018-01-08 05:50:00	20.0	20.28348662609768	19.872636443347417
2018-01-08 06:00:00	20.0	20.28348680142184	19.872636364578593
2018-01-08 06:10:00	20.0	20.289629648674676	19.869876534653407
2018-01-08 06:20:00	20.0	20.2876730925527	19.870755567114003
2018-01-08 06:30:00	20.0	20.28040319323858	19.874021753762378
