date	HL_CI4	HL_CI4	HL_CI4	HL_CE2	HL_CE2	HL_CE2	HL_CK3	HL_CK3	HL_CK3	HL_CJ1	HL_CJ1	HL_CJ1	HL_CL1	HL_CL1	HL_CL1	HL_CL21	HL_CL21	HL_CL21	HL_CL3	HL_CL3	HL_CL3
2018-01-01 12:20:00	0	42.09175987928851	46.25299872885278	0	42.5441381029636	46.29387698648308	0	30.9562745330258	31.303134472208754	0	42.80057621025059	46.38745714720369	0	43.32292413702247	47.385705893658105	0	42.640815511986865	45.146661856086546	0	44.741047422254454	46.42979236004326
2018-01-01 12:30:00	0	41.27086788572961	45.40404277152157	0	41.70949290355628	45.43110027358069	0	30.780749706693623	31.118620148331914	0	41.995700859634184	45.55536108404283	0	42.59255692798335	46.6282847842045	0	41.39480731312083	43.87187241980203	0	43.99223448450201	45.65311096427586
2018-01-01 12:40:00	0	40.457769154797255	44.563089124034214	0	40.884006485894844	44.57775027464273	0	30.60761279490852	30.93656458689469	0	41.199618692467865	44.73231513791076	0	41.868385860715286	45.87721949436172	0	40.1749673202795	42.62377954976473	0	43.256846412654724	44.890281915328224
2018-01-01 12:50:00	0	39.65238420034615	43.73006913324184	0	40.06758516671211	43.73373048661466	0	30.436839675572816	30.756943162679825	0	40.41224055036719	43.91822734168891	0	41.15035916694841	45.132483314163856	0	38.98075223888128	41.401837933909746	0	42.53466316976467	44.1410779956492
2018-01-01 13:00:00	0	38.88084233618942	42.9116779547585	0	39.28754218674209	42.90908019514006	0	30.29580977531745	30.589623856469764	0	39.66087139042194	43.12314308960007	0	44.18906994726074	44.9468522039924	0	37.83845248935165	40.21990823919971	0	41.86043797833661	43.42173999861659
2018-01-01 13:10:00	0	38.06809003074618	42.09696496754292	0	38.46579698975972	42.08515118394088	0	30.106111484473423	30.416441222882007	0	38.86745675121538	42.328381698359884	0	40.23785804910319	44.191730333492494	0	36.68021282319313	39.05401438059388	0	41.14061335229463	42.7027065950148
2018-01-01 13:20:00	0	37.259622885432066	41.28673830337118	0	37.64975396012325	41.26709497879585	0	29.915624670865384	30.242449831998023	0	38.07939690089099	41.539135191563	0	39.50439988609269	43.458697494438915	0	35.5426017148487	37.909237028274916	0	40.427787076506	41.990897629905945
2018-01-01 13:30:00	0	36.45547150408619	40.48095905902984	0	36.83935130531481	40.45484383393499	0	29.724352694464194	30.067649891980075	0	37.296633715207314	40.755339771378864	0	38.7737741112823	42.728580701722656	0	34.425253306455375	36.78514541300098	0	39.72183962239324	41.28618538702223
2018-01-01 13:40:00	0	35.65562020041652	39.67959175963324	0	36.03453142749692	39.64833857702101	0	29.532303189780155	29.892049425337696	0	36.51911360464206	39.976940305943636	0	38.04599451188953	42.00138115638496	0	33.32777280732189	35.68132248596062	0	39.02265797149797	40.58845373684527
2018-01-01 13:50:00	0	34.86004983729555	38.882603323282794	0	35.23523735441083	38.847520619961756	0	29.33948409048384	29.71565640218408	0	35.74678342789211	39.203882192100956	0	37.32105876702103	41.277082129718075	0	32.2497706864771	34.597361143931344	0	38.33013119112524	39.89758840282656
2018-01-01 14:00:00	0	34.12259788563367	38.11813007712392	0	34.494969105762834	38.0794007818416	0	29.19979457829293	29.565524778761272	0	35.03309406168553	38.463167929284374	0	36.64944343545841	40.57751958889212	0	31.237124540805294	33.55986820512683	0	37.7069899483191	39.247812801887406
2018-01-01 14:10:00	0	50.0	40.13553368039386	0	50.0	40.04252657474483	0	29.03624605121426	29.400899956463206	0	50.0	40.36600478158325	0	35.95950604517703	39.87005675021853	0	30.23405358449573	32.538910944666	0	37.0666377791145	38.59112931873619
2018-01-01 14:20:00	0	38.98719803088817	39.6342965738519	0	38.813825095306	39.46239687730382	0	28.873683683260676	29.237304286461324	0	39.13287417610894	39.78946541204994	0	35.274102896588	39.16727992781686	0	29.250719242910243	31.538107633566398	0	36.43562074010948	37.94409216254573
2018-01-01 14:30:00	0	34.723953760803724	38.74860466429547	0	34.97780073046597	38.587458038303495	0	28.71208752235461	29.074703510120315	0	35.490869590734775	38.945404469279616	0	34.59320258445864	38.46914148534723	0	28.286726090455094	30.557043300057664	0	35.81377781097562	37.30652072125277
2018-01-01 14:40:00	0	38.020041801543265	38.646613043825454	0	34.21343312621191	37.8045584654015	0	28.551448070273388	28.913087797878077	0	34.75300385849402	38.189807694699475	0	33.91677310254097	37.77560753612892	0	27.341680912513624	29.595316194886514	0	36.33334675808455	36.97139787771658
2018-01-01 14:50:00	0	33.763597893292435	37.76762712954783	0	33.45616117435583	37.028885608275225	0	28.39175583719031	28.75244737850177	0	34.02190901315955	37.441105346542194	0	33.2447825096659	37.08664453014285	0	26.415198654423627	28.652532860208886	0	34.82925844378717	36.29874427199536
2018-01-01 15:00:00	0	33.006033128358744	37.001292664136926	0	32.705036657044765	36.265515136822266	0	28.23232652825079	28.598136444550832	0	33.29661846393406	36.704362178328445	0	32.576974551937234	36.40735911874124	0	25.501316930118417	27.726955420047354	0	34.225031204563535	35.685831291312
2018-01-01 15:10:00	0	32.24975248860136	36.22274993510426	0	31.961275385313073	35.50000466727928	0	28.07396390944373	28.435069404236643	0	32.57837573292612	35.96514821935073	0	31.91414763033633	35.723773239012885	0	24.609967430980532	26.817136716739093	0	33.631213381223645	35.07311654974754
2018-01-01 15:20:00	0	31.50004563770523	35.4509691735247	0	31.22510384139191	34.742314993527884	0	27.917178356382813	28.273636096473602	0	31.867407485385456	35.233430420727764	0	31.256340999433704	35.04534688693326	0	23.736814162667113	25.92588323218861	0	33.04712494261027	34.47045012266631
2018-01-01 15:30:00	0	30.756825181518234	34.68586473965243	0	30.496438722172154	33.99235118628468	0	27.761948164741185	28.113804228399125	0	31.16363415094468	34.50911760990159	0	30.603491030692453	34.37203128474029	0	22.88147231896352	25.052809947327525	0	32.47260221581902	33.87765383502874
2018-01-01 15:40:00	0	30.020032671407606	33.927378666916184	0	29.775203497394262	33.250034484738535	0	27.608257993591454	27.95555795318237	0	30.466983076347788	33.79213488214676	0	29.95555782815091	33.7037877428656	0	22.043577107693544	24.197545669123755	0	31.907488585261774	33.294566029229145
2018-01-01 15:50:00	0	29.28961064392428	33.17545323132428	0	29.061322457236162	32.515286917299605	0	27.45609242378994	27.798881529283484	0	29.77738216186782	33.08240805828757	0	29.312502176630495	33.040577575594455	0	21.222771055879388	23.3597265474721	0	31.35163016373876	32.72102773541292
2018-01-01 16:00:00	0	28.550928946414352	32.43778879132512	0	28.33725433283793	31.78749248983523	0	27.288249756707028	27.643745384108392	0	29.077278508774604	32.379312082881505	0	28.658801356455825	32.3835709916382	0	20.396415351713472	22.52885796251408	0	30.778117884142087	32.14814920934384
2018-01-01 16:10:00	0	27.845749562062537	31.689934447156975	0	27.654349937073487	31.0627806762877	0	27.155899993535346	27.48532271932359	0	28.41803564631192	31.67900970862906	0	28.044825801818885	31.72712200729047	0	19.61802365581185	21.71802212483187	0	30.253965284761975	31.58363018688831
2018-01-01 16:20:00	0	31.21105890982974	31.633387025319845	0	30.54662065866114	30.948547894667648	0	27.027542536978718	27.33101783971273	0	27.768147498991848	30.988341538122604	0	31.163415396354928	31.623578792272603	0	18.85843959523361	20.926370998066524	0	29.743196326425437	31.032925881473044
2018-01-01 16:30:00	0	31.088317855448608	31.48504003990902	0	30.37870901144279	30.753811764771328	0	26.90313363120525	27.180778412574305	0	27.127515332746132	30.30719950407149	0	31.070427359209596	31.504413907574097	0	18.117270609805043	20.153513215236607	0	29.245589326218024	30.49580230685937
2018-01-01 16:40:00	0	30.969359996382188	31.34065229563311	0	30.215241672822494	30.563726606384023	0	26.782633983221192	27.034564123630098	0	29.867387838783312	30.20498854523975	0	30.98080622725057	31.388727823233275	0	17.39414196972138	19.399066241561428	0	29.893317088223487	30.265174957069735
2018-01-01 16:50:00	0	26.792380044140767	30.51778405687626	0	26.49059552520886	29.777574117278668	0	26.66600469349303	26.89233502303026	0	26.342759506735412	29.455840115514583	0	27.16925392054288	30.73108105670455	0	16.688687432415655	18.662655595932783	0	28.52124619862699	29.700998196357382
2018-01-01 17:00:00	0	26.079712959771765	29.796322020932642	0	25.801053793079138	29.075023619873356	0	26.51443591966431	26.743445243338815	0	25.68571651463894	28.78677706101479	0	26.54413428296357	30.092591199998882	0	15.959488224796182	17.922910012078873	0	28.005956369666773	29.17701556717074
2018-01-01 17:10:00	0	25.372653721849886	29.06458630506188	0	25.123850306934603	28.374285654206794	0	26.369556930191766	26.59047958578331	0	25.040674642323836	28.11917426479188	0	25.927825882362704	29.45285249631966	0	15.249365133015973	17.19514025743637	0	28.638921052551183	28.950789514613433
2018-01-01 17:20:00	0	28.734116995170965	29.022126270165167	0	28.01972998650505	28.281872731566864	0	26.226765258861853	26.4396690911674	0	27.774153825215645	28.02846669746259	0	29.04212290577844	29.363994242708902	0	14.554469069498575	16.48290518802599	0	27.24869486133295	28.387518928979944
2018-01-01 17:30:00	0	28.605583741836856	28.885857073470966	0	24.287830417256227	27.50628385924429	0	26.08603669146165	26.290982738731454	0	24.24116520948097	27.288797443042093	0	28.94290127310982	29.257505732858544	0	13.874484804191693	15.78588339257889	0	26.7640209499192	27.88342201291347
2018-01-01 17:40:00	0	24.41719505159195	28.06928415167591	0	23.62805445991836	26.823565093570238	0	25.947350682491344	26.144399472479567	0	23.612737320324094	26.638373567184857	0	25.119854612693207	28.60710924216824	0	13.2091098222639	15.103766252073344	0	26.2884218605172	27.388645175812982
2018-01-01 17:50:00	0	23.72731258450184	27.355258688255017	0	22.9756025887549	26.14830766588851	0	25.810686799593636	25.999898404052914	0	22.99126709828138	25.99503585298622	0	24.51703671226543	27.981239485194973	0	15.368424703751122	15.254715881135848	0	25.82177283437975	26.90310313636993
2018-01-01 18:00:00	0	23.044343900759777	26.65128387497202	0	22.330161759911576	25.482133561122104	0	25.67581440867448	25.859135121673447	0	22.376437661157542	25.36040328636721	0	23.919370306365458	27.362338061375066	0	15.179895309654793	15.060105983549242	0	25.36229138875163	26.426968897109745
2018-01-01 18:10:00	0	22.31092173882881	25.943646686827915	0	21.636442370699662	24.815661975163856	0	25.48725730471205	25.713172354894226	0	21.712980214462	24.72504957210034	0	23.27077100675961	26.743601879694584	0	12.132728320027743	14.035081405250207	0	24.839413632297823	25.939002171446013
2018-01-01 18:20:00	0	21.570577444330894	25.228850947335342	0	20.936392122552256	24.142668945203326	0	25.287180926664238	25.555343283394848	0	21.042835526786043	24.08280798447055	0	22.61372774479966	26.11612706151632	0	11.436595493737066	13.360212961041302	0	25.433424830876707	25.72817814628474
2018-01-01 18:30:00	0	20.823345272555336	24.506963081744953	0	20.230079353090176	23.463230462936416	0	25.07570446556102	25.385776138324367	0	20.36607527115805	23.4337577412821	0	21.948285174609065	25.479988853027958	0	10.740813146435572	12.68513672634398	0	23.979660219714983	25.15493795554569
2018-01-01 18:40:00	0	20.06928566919701	23.77804477716173	0	19.51756810502226	22.777412250122516	0	24.852941199325663	25.204587393901768	0	19.682766233396308	22.777967706149095	0	24.999774576948425	25.38064703089616	0	10.04529108268509	12.0103256799047	0	23.407267980162935	24.61592237245973
2018-01-01 18:50:00	0	19.30846119479001	23.042157717463784	0	18.79892154865486	22.085279366965203	0	24.6190026689386	25.011892300148943	0	18.992974887605268	22.115506107830697	0	21.098924740207266	24.704308873155668	0	12.160403426459807	12.154239144622574	0	22.8201666319779	24.061686422059005
2018-01-01 19:00:00	0	18.535570654145324	22.296778187686908	0	18.068829813618635	21.384280338008093	0	24.368598649650558	24.80519867934155	0	18.29139944410749	21.44382538923672	0	20.39981596519663	24.036576524935484	0	11.91097705297026	11.9362539056696	0	22.212238357176705	23.48913271527642
2018-01-01 19:10:00	0	17.810308608145696	21.55007862475625	0	17.387065601367276	20.682581582962648	0	24.16168746646498	24.592147382713904	0	17.637806959950687	20.77115131359386	0	19.7471168963288	23.363331706574108	0	11.704201979373805	11.725146998789834	0	21.66069545021803	22.920044743634257
2018-01-01 19:20:00	0	17.091258931229977	20.809849132650992	0	16.712258826069537	19.988050122735576	0	23.956835991512804	24.381222921609037	0	16.990834811520767	20.105297065580572	0	22.824533793534997	23.240564222480067	0	11.50159875993799	11.518337498436294	0	22.250579320779053	22.653423464457354
2018-01-01 19:30:00	0	16.378426509961315	20.076023788202395	0	16.04433328584655	19.30060088506211	0	23.75401665750628	24.172390982179984	0	16.35041046790603	19.44618162008198	0	18.96275538746478	22.55436598754051	0	8.492750600150824	10.497283034202772	0	50.0	29.603843354138355
2018-01-01 19:40:00	0	15.671760745639972	19.348547204014462	0	15.3832186522848	18.620161661563635	0	23.553209528519435	23.965630839988968	0	15.716467512166794	18.793736781460233	0	18.320818151031077	21.892318597526863	0	7.84807444520769	9.839805443066629	0	26.273378162682192	27.678329364312425
2018-01-01 19:50:00	0	19.032918533790184	19.309635804392855	0	18.294372002866993	18.547203054225925	0	23.354394437886615	23.76092191613197	0	18.460282737812218	18.717396370085755	0	17.683707909903283	21.235238293015097	0	7.216634176820506	9.195272798196935	0	26.788328132061554	27.3355065106636
2018-01-01 20:00:00	0	14.847048551894574	18.49642644470373	0	14.582336611134384	17.792743567889232	0	23.16296849390873	23.560729907678976	0	14.942267561987244	17.993820994587594	0	17.056453335052677	20.585104231235487	0	6.603060713481405	8.566676765548678	0	25.28673242884543	26.658070115964392
2018-01-01 20:10:00	0	18.1942190595612	18.461272840270937	0	17.48066774288931	17.724766305359594	0	22.946746170045678	23.35645007884616	0	14.301597201290612	17.352606232687165	0	16.40662612624613	19.934068098339186	0	5.981085551137637	7.9452199800561125	0	24.661061970080485	26.032176409472292
2018-01-01 20:20:00	0	18.048801967111118	18.329573370005022	0	17.313991545175725	17.571247117826246	0	22.73064242810577	23.152296659378287	0	17.03667396902808	17.28535578277143	0	50.0	24.298951465686645	0	8.179988910300626	8.152944245593755	0	24.041980902793227	25.413043048833217
2018-01-01 20:30:00	0	13.841007221299183	17.51498393358336	0	13.58150594650969	16.816971608699575	0	22.514654194486095	22.948261931865936	0	13.502587960799998	16.56637010896045	0	19.770778970325924	23.441851573898322	0	8.029048470521372	8.01171680641255	0	23.42940289882009	24.80061981482168
2018-01-01 20:40:00	0	13.129215913153036	16.80037605051853	0	12.918417723718173	16.152683383938474	0	22.298780045038818	22.744344716048047	0	12.870394715868745	15.933883955383926	0	19.094640871938154	22.763770976481112	0	5.068531255857051	7.053406787909989	0	22.82322148721479	24.194796707137982
2018-01-01 20:50:00	0	12.42152679091667	16.089921708285964	0	12.260006501900987	15.493132132274694	0	22.08301881338614	22.540543833798992	0	12.242518304087854	15.305766042283965	0	18.421531784513625	22.088708942012815	0	4.469005041721683	6.455425548236759	0	22.22333202874461	23.59546564371558
2018-01-01 21:00:00	0	15.72608006761807	16.040502488723256	0	15.118014767393053	15.413124574353683	0	21.81330851201389	22.31115786067697	0	14.936567069888364	15.225791913566228	0	17.700969265517475	21.39626132950547	0	50.0	19.2853623019571	0	22.69787054685218	23.261581968470598
2018-01-01 21:10:00	0	11.548240763789282	15.234633957558966	0	11.415781889948102	14.668085656148845	0	21.614868037382465	22.103064632445466	0	11.43170609484643	14.515087504730088	0	20.77979215057187	21.27071316887206	0	10.651255161728319	12.788246358788571	0	21.225231399948395	22.613273545186427
2018-01-01 21:20:00	0	14.930626565262022	15.21362069768217	0	14.350885431598568	14.616119237834146	0	21.419030057943054	21.897635204287816	0	10.831109974341443	13.893306885975052	0	20.645415903349917	21.127819072164115	0	9.934220184609865	12.062593783398826	0	21.792033692683468	22.318687115751356
2018-01-01 21:30:00	0	10.761092176983858	14.416234819100225	0	10.657860258918678	13.88045361013666	0	21.225782032609946	21.694872010646925	0	10.237314506252408	13.278344053995882	0	16.787508392722955	20.44131577552324	0	12.044346372816051	12.163231785350542	0	20.336781300703873	21.688151342058294
2018-01-01 21:40:00	0	10.089994312447129	13.72139134078343	0	10.036662398196725	13.23727981763003	0	21.035226684985698	21.49476953118061	0	9.650256481840028	12.670262276355396	0	16.15012030785271	19.779635958794803	0	8.999022152087809	11.101327311302763	0	20.92060341846702	21.411081839786497
2018-01-01 21:50:00	0	9.425348635086575	13.033107576311021	0	9.42244095942289	12.601194487685719	0	20.847291297162744	21.297309314714983	0	9.069833011895039	12.068993266466407	0	15.518242811089278	19.12361361174625	0	11.129675706132574	11.223477858373888	0	19.48208541805834	20.79778341017027
2018-01-01 22:00:00	0	12.844952794066282	13.041357619986549	0	12.39684305608593	12.580520056443833	0	20.678130991082185	21.11015193239725	0	11.883443354562901	12.051690011069077	0	18.632273462638793	19.02477524713343	0	8.11891085822592	10.190390874173778	0	18.96925286209253	20.25475748188066
2018-01-01 22:10:00	0	8.694304873936167	12.267389500815678	0	8.725216700564552	11.870648023280802	0	20.493661816623607	20.920161982596145	0	8.412322532852423	11.379371148221324	0	14.789865828217215	18.358483140201923	0	7.4608934373128895	9.519252508353722	0	18.44638196452365	19.71519775944509
2018-01-01 22:20:00	0	12.102880716134056	12.277358050527042	0	11.689913789246498	11.85289188456739	0	20.31095761164329	20.732059793391617	0	11.21576607240689	11.36449117317931	0	17.89235676452866	18.261590005381343	0	50.0	21.43768725628093	0	17.932002576957856	19.184474274282863
2018-01-01 22:30:00	0	12.020305650707366	12.192277888313075	0	11.590946877907461	11.750979850665312	0	20.130054922921428	20.545819442654953	0	11.12266852792203	11.26862658747186	0	17.78071666132031	18.146444442262645	0	13.103427300069347	15.270056893029677	0	17.426033110392908	18.662436052127894
2018-01-01 22:40:00	0	11.938508286253947	12.108069149846045	0	11.49303375582757	11.650231214565872	0	19.950940445248065	20.361422255341814	0	11.030556470702681	11.17385246942964	0	17.66992293618442	18.032185206899207	0	15.152841321379341	15.32047211802673	0	16.92834170125743	18.14894075634441
2018-01-01 22:50:00	0	7.795711327913647	11.342318232493977	0	7.830590055834592	10.94996359052512	0	19.773600180694714	20.178850286305774	0	7.568031972030532	10.510531998808057	0	13.834698906993495	17.37339173634949	0	20.199254194397327	16.575172438630226	0	16.43879704919771	17.643849251392123
2018-01-01 23:00:00	0	7.134275928445954	10.670398689702736	0	7.222725903094339	10.333316180751824	0	19.581801342327118	19.990400830479587	0	6.992534259663628	9.927209068307329	0	13.20395165098687	16.73236972283827	0	15.412204338533453	15.589996683365436	0	18.92302748537813	17.909530673281576
2018-01-01 23:10:00	0	50.0	17.316657133654523	0	50.0	17.03075267300926	0	19.387187957553092	19.804689616798626	0	50.0	16.712518423967325	0	50.0	21.57585041723619	0	12.281461733739294	14.456322088533211	0	16.051365049200005	17.269351056416195
2018-01-01 23:20:00	0	11.872672330337137	15.576417918897	0	12.04708959948018	15.326690329516088	0	19.19290617587378	19.61929810754102	0	11.91223121081094	15.01841730854804	0	17.032349005628067	20.711259661314514	0	50.0	24.893796613532025	0	15.547851602414815	16.765605449416846
2018-01-01 23:30:00	0	11.169150334856171	14.86735522217257	0	11.388863798273732	14.664602392745513	0	18.99893986836928	19.434227230114665	0	11.285447284708578	14.388729853795114	0	16.368848503674684	20.042367393263145	0	19.740058725959152	20.033602268546602	0	15.049631562934053	16.26720257779496
