time_index,TIMESTAMP,AirTemp_Avg,Trosee_Avg,WSpd_Avg,WDir_Avg,Rain_Tot,Ray_Global_RSR2_Avg,Ray_Direct_RSR2_Avg,Ray_Diffus_RSR2_Avg,WM_Temp_Avg
28842,2025-07-20 07:00:00,21.38,16.74,1.989,139.3,,256.6,335.7,104.3,23.51
28843,2025-07-20 07:10:00,21.83,16.77,2.102,145.2,,356.0,525.4,103.4,23.45
28844,2025-07-20 07:20:00,22.22,16.87,1.999,148.2,,389.2,574.5,98.2,23.59
28845,2025-07-20 07:30:00,22.69,17.02,1.87,155.2,,416.7,582.8,106.3,23.67
28846,2025-07-20 07:40:00,22.87,17.1,1.769,150.8,,447.1,587.7,118.9,23.94
28847,2025-07-20 07:50:00,23.25,17.18,1.599,146.5,,447.5,536.2,134.7,24.34
28848,2025-07-20 08:00:00,23.37,17.0,2.076,144.8,,462.8,523.4,144.6,24.43
28849,2025-07-20 08:10:00,23.6,16.94,1.87,136.1,,524.1,576.7,159.5,24.79
28850,2025-07-20 08:20:00,24.08,16.97,1.987,149.3,,554.6,594.7,165.0,24.93
28851,2025-07-20 08:30:00,24.75,17.17,1.668,134.2,,647.0,646.2,209.5,25.38
28852,2025-07-20 08:40:00,25.1,17.37,1.725,158.1,,417.8,298.2,209.3,25.69
28853,2025-07-20 08:50:00,25.11,17.36,1.618,147.8,,537.9,449.3,214.4,25.87
28854,2025-07-20 09:00:00,25.61,17.19,1.507,152.8,,449.7,257.6,260.4,26.14
28855,2025-07-20 09:10:00,25.52,17.1,1.225,201.0,,411.6,112.7,326.1,26.1
28856,2025-07-20 09:20:00,25.82,17.1,1.406,204.0,,449.6,77.41,389.8,26.25
28857,2025-07-20 09:30:00,25.9,17.1,1.226,171.8,,470.2,66.31,417.6,25.95
28858,2025-07-20 09:40:00,26.15,17.08,1.025,209.5,,481.4,51.59,439.7,26.26
28859,2025-07-20 09:50:00,26.96,17.37,0.755,249.3,,458.6,23.8,439.0,26.71
28860,2025-07-20 10:00:00,27.05,17.19,0.68,292.5,,455.6,15.21,442.9,27.13
28861,2025-07-20 10:10:00,27.48,17.28,0.951,316.4,,393.5,1.877,391.9,27.3
28862,2025-07-20 10:20:00,27.54,17.45,1.45,344.2,,430.9,16.72,416.5,27.44
28863,2025-07-20 10:30:00,27.72,17.22,1.728,316.3,,747.2,373.2,421.7,27.65
28864,2025-07-20 10:40:00,28.43,17.21,1.906,343.0,,851.0,440.7,463.5,28.39
28865,2025-07-20 10:50:00,29.03,17.29,1.703,338.6,,582.1,89.4,502.8,28.53
28866,2025-07-20 11:00:00,29.04,17.54,2.06,1.353,,481.1,6.74,475.0,28.84
28867,2025-07-20 11:10:00,28.83,17.82,2.35,356.7,,462.2,12.74,450.8,28.92
28868,2025-07-20 11:20:00,29.21,18.17,2.178,346.3,,529.2,37.55,495.2,29.34
28869,2025-07-20 11:30:00,29.42,18.46,2.606,341.9,,548.4,83.8,472.4,29.42
28870,2025-07-20 11:40:00,29.79,18.66,2.109,338.5,,726.2,249.2,499.8,29.71
28871,2025-07-20 11:50:00,30.11,18.66,1.89,335.7,,459.7,54.31,410.3,29.97
28872,2025-07-20 12:00:00,29.99,18.79,2.104,345.1,,324.5,11.12,314.4,30.29
28873,2025-07-20 12:10:00,30.5,19.0,1.308,341.9,,432.8,93.3,348.2,30.92
28874,2025-07-20 12:20:00,31.35,19.02,1.531,326.4,,727.3,391.5,373.9,31.41
28875,2025-07-20 12:30:00,31.97,18.57,1.941,340.5,,778.2,495.7,333.0,31.49
28876,2025-07-20 12:40:00,32.24,18.73,1.846,326.6,,858.0,650.8,277.1,31.9
28877,2025-07-20 12:50:00,32.63,18.78,2.34,334.3,,755.7,483.8,327.4,32.03
28878,2025-07-20 13:00:00,31.89,18.62,2.126,323.2,,514.1,195.2,343.2,31.99
28879,2025-07-20 13:10:00,32.53,18.41,1.723,347.8,,668.8,387.2,333.3,32.07
28880,2025-07-20 13:20:00,32.71,18.52,1.99,301.0,,602.1,401.5,257.8,32.36
28881,2025-07-20 13:30:00,32.47,18.27,1.733,309.6,,574.8,340.2,287.9,32.56
28882,2025-07-20 13:40:00,32.19,18.04,2.416,277.8,,777.8,524.7,341.5,32.33
28883,2025-07-20 13:50:00,33.17,18.51,1.798,311.5,,601.3,363.5,303.1,33.17
28884,2025-07-20 14:00:00,33.01,18.61,2.019,347.4,,427.0,167.3,292.7,32.45
28885,2025-07-20 14:10:00,32.8,18.33,2.185,355.1,,541.9,337.5,277.1,32.46
28886,2025-07-20 14:20:00,33.07,18.57,2.855,336.6,,732.9,617.4,258.0,32.31
28887,2025-07-20 14:30:00,33.68,18.71,2.173,343.0,,701.1,671.2,196.7,33.06
28888,2025-07-20 14:40:00,33.39,17.88,2.659,350.4,,290.2,188.5,150.7,32.73
28889,2025-07-20 14:50:00,32.21,18.25,2.948,345.9,,102.4,0.0,102.4,32.36
28890,2025-07-20 15:00:00,31.7,18.41,3.304,328.9,,146.4,0.0,146.4,32.14
28891,2025-07-20 15:10:00,31.27,18.77,3.229,356.9,,192.9,11.22,185.5,32.11
28892,2025-07-20 15:20:00,31.66,18.96,2.968,342.8,,356.8,131.4,272.2,32.28
28893,2025-07-20 15:30:00,32.15,19.27,2.733,335.8,,320.7,136.9,235.3,32.61
28894,2025-07-20 15:40:00,32.18,19.68,3.399,354.0,,342.7,207.9,217.0,32.55
28895,2025-07-20 15:50:00,31.24,19.84,3.664,333.2,,323.0,237.0,187.9,31.95
28896,2025-07-20 16:00:00,30.01,19.97,4.541,305.2,,367.7,325.3,187.7,30.92
28897,2025-07-20 16:10:00,30.34,19.53,3.623,353.0,,111.3,9.51,106.4,31.68
28898,2025-07-20 16:20:00,30.37,19.5,3.701,2.097,,164.2,57.77,135.2,31.86
28899,2025-07-20 16:30:00,30.38,19.2,3.023,1.309,,76.82,0.0,76.82,31.75
28900,2025-07-20 16:40:00,29.87,19.24,2.729,347.2,,48.46,0.09,48.42,31.31
28901,2025-07-20 16:50:00,29.12,19.94,3.896,306.8,,26.83,0.398,26.66,30.85
28902,2025-07-20 17:00:00,25.5,18.75,6.971,328.5,,40.37,0.688,40.1,27.55
28903,2025-07-20 17:10:00,24.2,18.18,6.708,343.0,,47.21,0.389,47.07,26.82
28904,2025-07-20 17:20:00,23.32,18.23,6.956,8.4,,75.37,15.88,70.1,26.13
28905,2025-07-20 17:30:00,22.53,18.64,4.603,344.8,,99.1,17.32,94.0,25.28
28906,2025-07-20 17:40:00,21.7,18.66,5.312,347.1,,56.15,0.328,56.07,24.77
28907,2025-07-20 17:50:00,21.46,18.59,5.244,357.5,,21.45,0.832,21.25,24.88
28908,2025-07-20 18:00:00,21.96,18.21,5.626,358.3,,17.4,1.708,17.03,25.4
28909,2025-07-20 18:10:00,22.39,17.93,4.889,4.426,,14.74,2.21,14.32,25.62
28910,2025-07-20 18:20:00,22.39,17.78,3.774,10.04,,12.76,2.187,12.41,25.55
28911,2025-07-20 18:30:00,22.11,17.83,4.086,0.1,,12.45,2.413,12.13,25.26
28912,2025-07-20 18:40:00,21.7,17.93,4.617,353.5,,10.93,5.683,10.35,25.0
28913,2025-07-20 18:50:00,21.66,17.92,3.88,350.4,,6.246,8.26,5.625,25.04
28914,2025-07-20 19:00:00,21.87,17.75,3.928,10.52,,7.496,5.213,7.227,25.3
28915,2025-07-20 19:10:00,21.99,17.71,3.915,350.3,,4.513,0.103,4.51,25.22
28916,2025-07-20 19:20:00,20.85,18.35,2.847,357.6,,3.062,0.0,3.062,24.23
28917,2025-07-20 19:30:00,19.86,18.34,4.813,9.5,,7.905,0.0,7.905,24.09
28918,2025-07-20 19:40:00,19.66,18.24,4.407,357.7,,7.132,0.0,7.132,24.44
28919,2025-07-20 19:50:00,19.43,18.16,3.402,4.601,,5.016,0.0,5.016,24.45
28920,2025-07-20 20:00:00,19.34,18.23,3.441,2.67,,7.739,0.0,7.739,25.15
28921,2025-07-20 20:10:00,19.34,18.22,3.241,345.4,,7.198,0.0,7.198,23.6
28922,2025-07-20 20:20:00,19.19,18.24,2.627,356.5,,5.174,0.0,5.174,23.96
28923,2025-07-20 20:30:00,19.05,18.18,2.499,339.5,,7.076,0.0,7.076,23.78
28924,2025-07-20 20:40:00,18.9,18.17,2.213,356.3,,7.702,0.0,7.702,24.03
28925,2025-07-20 20:50:00,18.96,18.14,1.446,343.7,,5.263,0.0,5.263,23.97
28926,2025-07-20 21:00:00,19.09,18.17,1.634,317.1,,7.193,0.0,7.193,23.97
28927,2025-07-20 21:10:00,19.11,18.31,0.799,154.2,,7.549,0.0,7.549,24.16
28928,2025-07-20 21:20:00,19.14,18.41,0.82,240.2,,5.116,0.0,5.116,24.39
28929,2025-07-20 21:30:00,19.15,18.42,0.874,181.5,,7.168,0.0,7.168,24.34
28930,2025-07-20 21:40:00,19.24,18.51,0.773,15.93,,7.62,0.0,7.62,24.31
28931,2025-07-20 21:50:00,19.16,18.48,1.591,330.9,,4.966,0.0,4.966,23.51
28932,2025-07-20 22:00:00,18.99,18.25,3.387,347.2,,7.073,0.0,7.073,22.82
28933,2025-07-20 22:10:00,18.55,17.94,3.938,343.5,,7.254,0.0,7.254,22.44
28934,2025-07-20 22:20:00,18.24,17.72,4.023,351.6,,5.644,0.0,5.644,22.13
28935,2025-07-20 22:30:00,18.12,17.52,2.816,343.0,,6.877,0.0,6.877,22.61
28936,2025-07-20 22:40:00,18.05,17.37,2.656,355.1,,7.006,0.0,7.006,23.46
28937,2025-07-20 22:50:00,18.04,17.34,1.709,311.3,,5.673,0.0,5.673,22.99
28938,2025-07-20 23:00:00,18.03,17.32,0.893,112.2,,7.17,0.0,7.17,22.77
28939,2025-07-20 23:10:00,18.3,17.6,1.199,198.9,,6.985,0.0,6.985,22.06
28940,2025-07-20 23:20:00,18.2,17.39,1.405,247.0,,5.421,0.0,5.421,21.61
28941,2025-07-20 23:30:00,18.26,17.44,0.689,199.7,,7.233,0.0,7.233,20.81
28942,2025-07-20 23:40:00,18.24,17.47,0.806,20.39,,7.052,0.0,7.052,20.53
28943,2025-07-20 23:50:00,18.21,17.53,0.561,316.5,,4.968,0.0,4.968,20.9
28944,2025-07-21 00:00:00,18.32,17.7,0.958,130.9,,7.418,0.0,7.418,21.4
28945,2025-07-21 00:10:00,18.3,17.38,1.442,137.3,,7.069,0.0,7.069,20.7
28946,2025-07-21 00:20:00,18.18,17.06,0.584,124.5,,5.018,0.0,5.018,22.35
28947,2025-07-21 00:30:00,18.02,17.04,1.217,218.4,,7.426,0.0,7.426,22.71
28948,2025-07-21 00:40:00,17.96,16.98,1.368,184.8,,7.005,0.0,7.005,22.7
28949,2025-07-21 00:50:00,18.05,17.07,0.873,123.5,,5.075,0.0,5.075,22.65
28950,2025-07-21 01:00:00,18.05,17.13,0.913,172.4,,7.214,0.0,7.214,22.52
28951,2025-07-21 01:10:00,18.0,16.99,1.308,178.2,,7.384,0.0,7.384,22.47
28952,2025-07-21 01:20:00,18.06,16.82,1.286,182.3,,5.03,0.0,5.03,22.28
28953,2025-07-21 01:30:00,18.09,16.86,1.27,157.6,,6.983,0.0,6.983,22.25
28954,2025-07-21 01:40:00,17.94,16.95,1.214,202.8,,7.48,0.0,7.48,20.4
28955,2025-07-21 01:50:00,17.92,16.93,1.598,215.7,,5.072,0.0,5.072,22.04
28956,2025-07-21 02:00:00,18.0,16.83,2.06,147.3,,6.888,0.0,6.888,24.18
28957,2025-07-21 02:10:00,18.07,17.04,1.179,122.9,,7.502,0.0,7.502,25.67
28958,2025-07-21 02:20:00,18.19,17.02,1.362,134.3,,5.046,0.0,5.046,25.85
28959,2025-07-21 02:30:00,18.2,16.91,1.259,191.4,,7.121,0.0,7.121,24.59
28960,2025-07-21 02:40:00,18.14,17.08,1.433,144.9,,6.801,0.0,6.801,23.87
28961,2025-07-21 02:50:00,18.11,17.12,1.02,131.4,,5.522,0.0,5.522,23.58
28962,2025-07-21 03:00:00,18.11,17.07,0.72,120.0,,7.035,0.0,7.035,23.02
28963,2025-07-21 03:10:00,18.04,17.09,0.606,47.77,,7.033,0.0,7.033,24.17
28964,2025-07-21 03:20:00,17.86,17.14,0.872,17.69,,5.325,0.0,5.325,23.26
28965,2025-07-21 03:30:00,17.8,17.14,0.672,99.4,,6.943,0.0,6.943,22.69
28966,2025-07-21 03:40:00,17.72,17.08,0.512,29.17,,7.127,0.0,7.127,22.75
28967,2025-07-21 03:50:00,17.7,17.12,0.528,115.8,,5.559,0.0,5.559,22.06
28968,2025-07-21 04:00:00,17.77,17.23,1.476,119.1,,6.89,0.0,6.89,22.0
28969,2025-07-21 04:10:00,17.82,17.23,2.184,119.0,,7.165,0.0,7.165,22.43
28970,2025-07-21 04:20:00,17.81,17.22,1.524,129.2,,2.126,0.0,2.126,21.92
28971,2025-07-21 04:30:00,17.89,17.21,1.97,139.2,,5.662,1.429,5.603,21.7
28972,2025-07-21 04:40:00,17.9,17.07,2.148,128.7,,7.617,5.974,7.26,22.13
28973,2025-07-21 04:50:00,17.92,16.96,2.155,138.0,,9.03,7.029,8.46,22.29
28974,2025-07-21 05:00:00,17.91,16.76,1.821,126.0,,14.66,4.865,14.13,22.22
28975,2025-07-21 05:10:00,17.96,16.66,0.976,119.3,,15.96,2.078,15.67,21.36
28976,2025-07-21 05:20:00,17.92,16.54,0.932,75.52,,12.0,2.206,11.63,21.1
28977,2025-07-21 05:30:00,17.65,15.92,1.209,58.93,,12.03,1.948,11.65,20.53
28978,2025-07-21 05:40:00,17.84,15.5,2.707,117.7,,20.25,1.687,19.87,19.19
28979,2025-07-21 05:50:00,17.8,15.18,2.833,111.2,,25.57,1.678,25.14,18.96
28980,2025-07-21 06:00:00,17.93,14.94,1.667,91.9,,45.81,1.079,45.5,21.16
28981,2025-07-21 06:10:00,17.81,14.85,1.818,111.1,,70.49,0.23,70.42,21.47
28982,2025-07-21 06:20:00,17.87,14.58,1.284,72.53,,59.13,0.164,59.07,21.39
28983,2025-07-21 06:30:00,18.02,14.11,2.322,102.9,,99.5,14.85,94.1,21.61
28984,2025-07-21 06:40:00,18.71,14.47,0.97,80.0,,182.5,212.4,98.7,21.25
28985,2025-07-21 06:50:00,19.36,14.52,1.38,112.6,,314.4,578.4,69.09,21.03
28986,2025-07-21 07:00:00,20.16,14.55,1.258,100.5,,359.5,647.2,67.74,21.19
28987,2025-07-21 07:10:00,20.78,14.61,1.031,45.49,,387.8,667.2,68.99,21.48
28988,2025-07-21 07:20:00,21.55,14.56,1.01,110.8,,413.2,678.1,71.06,21.77
28989,2025-07-21 07:30:00,21.22,14.39,1.384,49.38,,440.9,689.3,75.09,21.78
28990,2025-07-21 07:40:00,21.76,14.42,1.11,69.72,,468.8,708.1,74.7,21.97
28991,2025-07-21 07:50:00,21.91,14.32,1.349,53.17,,494.9,722.2,74.86,22.26
28992,2025-07-21 08:00:00,22.32,14.36,1.282,123.4,,521.5,729.3,79.51,22.67
28993,2025-07-21 08:10:00,22.94,14.25,0.881,119.3,,545.9,739.2,80.2,22.82
28994,2025-07-21 08:20:00,23.24,14.28,1.072,98.8,,567.9,748.5,79.14,22.96
28995,2025-07-21 08:30:00,23.34,14.27,1.01,31.41,,592.3,754.3,83.0,23.38
28996,2025-07-21 08:40:00,23.87,14.07,1.021,38.35,,614.1,758.4,85.6,23.76
28997,2025-07-21 08:50:00,23.96,13.89,1.082,62.26,,633.8,763.8,85.8,24.11
28998,2025-07-21 09:00:00,24.17,13.55,0.971,25.91,,656.8,770.1,89.0,24.33
28999,2025-07-21 09:10:00,24.58,13.73,0.861,36.41,,675.9,773.2,91.3,23.9
29000,2025-07-21 09:20:00,24.99,13.64,0.904,227.7,,695.7,775.8,95.3,24.07
29001,2025-07-21 09:30:00,25.25,13.57,0.733,202.9,,716.2,778.2,100.8,24.19
29002,2025-07-21 09:40:00,25.74,14.29,0.817,260.8,,739.5,784.3,106.9,24.73
29003,2025-07-21 09:50:00,25.64,14.15,1.09,280.1,,775.2,788.1,127.9,24.8
29004,2025-07-21 10:00:00,25.75,14.13,1.437,344.3,,806.0,795.3,141.8,25.12
29005,2025-07-21 10:10:00,25.66,14.28,2.251,284.3,,839.0,797.6,162.5,25.64
29006,2025-07-21 10:20:00,25.68,15.0,2.268,356.6,,846.0,802.0,156.8,26.04
29007,2025-07-21 10:30:00,26.15,15.34,2.506,349.5,,857.0,805.0,157.0,25.98
29008,2025-07-21 10:40:00,26.27,15.21,3.237,319.0,,864.0,809.0,153.5,26.27
29009,2025-07-21 10:50:00,26.66,14.61,3.143,335.3,,866.0,809.0,148.9,26.48
29010,2025-07-21 11:00:00,27.29,14.22,2.276,9.97,,897.0,815.0,169.2,27.15
29011,2025-07-21 11:10:00,27.43,13.89,3.375,349.7,,936.0,818.0,200.7,27.09
29012,2025-07-21 11:20:00,27.21,13.83,3.008,1.518,,894.0,818.0,155.9,27.18
29013,2025-07-21 11:30:00,27.25,13.54,2.545,11.43,,591.3,454.2,180.2,27.32
29014,2025-07-21 11:40:00,27.38,13.32,2.499,5.392,,886.0,802.0,157.9,27.38
29015,2025-07-21 11:50:00,28.19,13.13,2.05,7.447,,912.0,819.0,168.3,27.58
29016,2025-07-21 12:00:00,28.36,13.25,2.348,1.879,,711.3,551.0,211.8,27.9
29017,2025-07-21 12:10:00,28.53,12.99,2.502,355.5,,706.7,529.6,227.7,27.72
29018,2025-07-21 12:20:00,27.54,13.14,3.756,9.56,,215.5,21.23,196.4,27.78
29019,2025-07-21 12:30:00,26.95,12.78,3.551,0.673,,384.8,166.7,235.4,27.61
29020,2025-07-21 12:40:00,26.97,12.79,3.364,15.19,,418.7,217.8,225.1,27.58
29021,2025-07-21 12:50:00,27.37,12.95,2.484,6.335,,628.7,477.4,207.0,27.82
29022,2025-07-21 13:00:00,27.74,13.18,3.124,10.39,,867.0,809.0,158.8,27.77
29023,2025-07-21 13:10:00,28.03,13.07,3.278,10.99,,849.0,805.0,152.1,27.93
29024,2025-07-21 13:20:00,28.51,12.93,2.55,350.7,,749.2,700.6,149.4,28.11
29025,2025-07-21 13:30:00,28.68,13.1,2.945,2.968,,821.0,796.3,148.7,28.13
29026,2025-07-21 13:40:00,28.28,12.45,3.253,8.81,,566.3,514.4,139.1,28.14
29027,2025-07-21 13:50:00,28.13,12.17,3.333,7.119,,713.6,688.1,152.1,28.0
29028,2025-07-21 14:00:00,28.13,11.45,3.26,6.141,,551.7,499.2,152.8,28.1
29029,2025-07-21 14:10:00,28.46,10.6,3.886,7.248,,756.5,759.2,160.2,28.1
29030,2025-07-21 14:20:00,28.51,10.23,3.904,12.42,,657.1,689.4,127.9,28.27
29031,2025-07-21 14:30:00,28.83,10.54,3.375,12.05,,720.3,790.8,127.1,28.42
29032,2025-07-21 14:40:00,29.0,10.61,3.337,7.347,,701.0,782.1,129.3,28.34
29033,2025-07-21 14:50:00,29.43,10.84,2.757,359.9,,724.1,778.0,171.1,28.62
29034,2025-07-21 15:00:00,29.8,11.28,2.159,347.4,,487.3,470.0,161.8,28.72
29035,2025-07-21 15:10:00,28.74,11.47,2.345,350.6,,146.3,17.22,134.8,28.6
29036,2025-07-21 15:20:00,28.51,11.41,2.698,350.5,,434.0,365.4,199.8,28.37
29037,2025-07-21 15:30:00,29.15,11.27,2.517,10.1,,622.2,721.9,173.2,28.3
29038,2025-07-21 15:40:00,29.54,10.34,3.61,303.1,,463.6,550.3,132.6,28.77
29039,2025-07-21 15:50:00,28.58,10.96,2.319,348.6,,128.3,40.63,105.4,28.45
29040,2025-07-21 16:00:00,28.86,10.86,2.379,337.2,,550.5,746.3,141.5,28.43
29041,2025-07-21 16:10:00,29.67,10.79,2.027,335.7,,415.1,562.7,119.5,28.59
29042,2025-07-21 16:20:00,28.88,10.69,2.438,5.863,,196.9,216.5,90.2,28.58
29043,2025-07-21 16:30:00,28.36,10.6,2.752,7.015,,302.1,443.9,95.2,28.34
29044,2025-07-21 16:40:00,28.44,10.92,2.447,1.092,,173.0,175.8,94.7,28.37
29045,2025-07-21 16:50:00,27.7,11.14,2.546,348.7,,73.23,0.0,73.23,28.34
29046,2025-07-21 17:00:00,27.22,11.17,2.45,3.934,,66.63,0.197,66.55,28.18
29047,2025-07-21 17:10:00,27.09,11.29,2.305,357.3,,79.08,0.039,79.06,28.16
29048,2025-07-21 17:20:00,27.01,11.46,2.064,356.6,,77.87,1.302,77.45,28.12
29049,2025-07-21 17:30:00,26.88,11.33,1.973,8.42,,69.59,0.078,69.56,28.1
29050,2025-07-21 17:40:00,26.72,11.26,2.237,354.5,,60.06,0.362,59.96,27.98
29051,2025-07-21 17:50:00,26.58,10.87,2.779,13.11,,68.42,0.692,68.24,27.96
29052,2025-07-21 18:00:00,26.55,10.82,2.257,24.94,,78.98,0.202,78.94,27.9
29053,2025-07-21 18:10:00,26.51,10.93,2.22,11.55,,71.51,0.0,71.51,27.85
29054,2025-07-21 18:20:00,26.34,11.52,1.901,349.5,,53.71,0.0,53.71,27.7
29055,2025-07-21 18:30:00,26.16,11.38,1.642,357.2,,44.27,0.875,44.16,27.68
29056,2025-07-21 18:40:00,25.86,11.82,1.8,337.9,,27.81,4.169,27.4,27.48
29057,2025-07-21 18:50:00,25.49,12.09,1.282,351.3,,18.12,7.712,17.56,27.23
29058,2025-07-21 19:00:00,25.11,12.29,1.529,346.4,,12.88,2.842,12.73,26.98
29059,2025-07-21 19:10:00,24.86,12.63,1.972,339.6,,5.667,0.0,5.667,26.78
29060,2025-07-21 19:20:00,24.57,12.96,1.992,343.3,,4.112,0.0,4.112,26.61
29061,2025-07-21 19:30:00,24.36,12.83,1.812,3.05,,8.8,0.0,8.8,26.63
29062,2025-07-21 19:40:00,24.41,12.73,1.93,348.8,,7.565,0.0,7.565,26.78
29063,2025-07-21 19:50:00,24.37,12.82,2.007,355.9,,5.341,0.0,5.341,26.64
29064,2025-07-21 20:00:00,24.35,12.75,3.14,3.383,,7.368,0.0,7.368,26.73
29065,2025-07-21 20:10:00,24.42,12.48,3.501,8.73,,7.694,0.0,7.694,26.75
29066,2025-07-21 20:20:00,24.52,12.2,3.86,19.47,,5.16,0.0,5.16,26.79
29067,2025-07-21 20:30:00,24.39,12.17,3.871,9.17,,7.306,0.0,7.306,26.66
29068,2025-07-21 20:40:00,24.28,12.16,3.46,14.32,,7.655,0.0,7.655,26.56
29069,2025-07-21 20:50:00,24.19,12.21,3.196,5.41,,5.051,0.0,5.051,26.51
29070,2025-07-21 21:00:00,24.14,12.25,3.272,10.95,,7.125,0.0,7.125,26.48
29071,2025-07-21 21:10:00,24.09,12.3,4.048,17.43,,7.521,0.0,7.521,26.45
29072,2025-07-21 21:20:00,23.98,12.44,3.164,18.57,,5.327,0.0,5.327,26.36
29073,2025-07-21 21:30:00,23.86,12.59,3.11,11.87,,7.101,0.0,7.101,26.24
29074,2025-07-21 21:40:00,23.72,12.7,3.294,4.074,,7.139,0.0,7.139,26.16
29075,2025-07-21 21:50:00,23.66,12.78,3.493,11.6,,5.861,0.0,5.861,26.15
29076,2025-07-21 22:00:00,23.48,12.9,4.497,6.408,,7.231,0.0,7.231,26.1
29077,2025-07-21 22:10:00,23.35,12.98,3.693,12.93,,6.998,0.0,6.998,26.0
29078,2025-07-21 22:20:00,23.21,13.09,3.258,19.44,,5.738,0.0,5.738,25.93
29079,2025-07-21 22:30:00,22.99,13.22,3.654,16.83,,7.211,0.0,7.211,25.76
29080,2025-07-21 22:40:00,22.83,13.35,2.584,12.76,,7.098,0.0,7.098,25.64
29081,2025-07-21 22:50:00,22.62,13.55,2.143,6.266,,4.96,0.0,4.96,25.46
29082,2025-07-21 23:00:00,22.45,13.65,3.294,8.35,,7.81,0.0,7.81,25.34
29083,2025-07-21 23:10:00,22.42,13.65,3.076,10.78,,7.272,0.0,7.272,25.31
29084,2025-07-21 23:20:00,22.18,13.84,2.552,4.25,,5.124,0.0,5.124,25.05
29085,2025-07-21 23:30:00,21.88,14.05,2.112,5.963,,7.463,0.0,7.463,24.87
29086,2025-07-21 23:40:00,21.76,14.08,1.728,355.6,,7.231,0.0,7.231,24.81
29087,2025-07-21 23:50:00,21.62,14.17,1.449,4.42,,5.177,0.0,5.177,24.75
29088,2025-07-22 00:00:00,21.53,14.24,1.66,356.8,,7.629,0.0,7.629,24.65
29089,2025-07-22 00:10:00,21.45,14.29,1.825,356.2,,7.123,0.0,7.123,24.63
29090,2025-07-22 00:20:00,21.37,14.38,2.375,8.22,,5.207,0.0,5.207,24.5
29091,2025-07-22 00:30:00,20.95,14.58,3.729,7.251,,7.074,0.0,7.074,24.22
29092,2025-07-22 00:40:00,20.99,14.43,2.773,5.884,,7.617,0.0,7.617,24.35
29093,2025-07-22 00:50:00,20.72,14.87,2.051,8.08,,5.061,0.0,5.061,24.2
29094,2025-07-22 01:00:00,20.03,15.6,2.339,342.9,,7.264,0.0,7.264,23.43
29095,2025-07-22 01:10:00,19.77,15.6,2.476,331.6,,7.71,0.0,7.71,23.32
29096,2025-07-22 01:20:00,19.5,15.68,2.708,338.4,,5.024,0.0,5.024,23.05
29097,2025-07-22 01:30:00,19.23,15.63,2.489,347.2,,7.006,0.0,7.006,23.0
29098,2025-07-22 01:40:00,19.19,15.63,1.843,358.4,,7.401,0.0,7.401,22.93
29099,2025-07-22 01:50:00,19.15,15.51,1.828,350.8,,5.395,0.0,5.395,22.97
29100,2025-07-22 02:00:00,19.27,14.98,2.535,357.4,,7.164,0.0,7.164,22.97
29101,2025-07-22 02:10:00,19.38,14.62,2.639,357.2,,6.992,0.0,6.992,22.9
29102,2025-07-22 02:20:00,19.19,14.7,2.725,352.6,,5.663,0.0,5.663,22.75
29103,2025-07-22 02:30:00,19.23,14.15,2.54,1.559,,7.159,0.0,7.159,22.83
29104,2025-07-22 02:40:00,19.41,13.37,2.301,358.8,,7.112,0.0,7.112,22.93
29105,2025-07-22 02:50:00,19.67,12.85,2.169,7.886,,5.523,0.0,5.523,23.16
29106,2025-07-22 03:00:00,19.4,12.99,2.237,359.4,,7.096,0.0,7.096,22.86
29107,2025-07-22 03:10:00,19.13,13.05,2.211,344.5,,7.102,0.0,7.102,22.66
29108,2025-07-22 03:20:00,18.93,13.16,1.394,26.68,,5.002,0.0,5.002,22.59
29109,2025-07-22 03:30:00,18.8,13.36,0.997,203.8,,7.394,0.0,7.394,22.64
29110,2025-07-22 03:40:00,18.88,13.08,0.84,126.9,,7.067,0.0,7.067,22.61
29111,2025-07-22 03:50:00,18.64,13.21,0.848,45.4,,5.357,0.0,5.357,22.34
29112,2025-07-22 04:00:00,18.62,13.02,0.682,95.0,,7.967,0.0,7.967,22.06
29113,2025-07-22 04:10:00,18.32,12.67,0.671,58.56,,8.34,0.0,8.34,22.09
29114,2025-07-22 04:20:00,18.26,12.44,0.661,119.2,,3.771,0.0,3.771,22.09
29115,2025-07-22 04:30:00,18.17,12.41,0.567,93.2,,8.71,0.0,8.71,22.04
29116,2025-07-22 04:40:00,17.94,12.58,0.352,42.96,,14.64,5.018,14.34,21.82
29117,2025-07-22 04:50:00,17.72,12.94,0.615,24.27,,20.14,5.537,19.69,21.79
29118,2025-07-22 05:00:00,17.88,13.12,0.445,48.76,,26.69,4.598,26.2,21.79
29119,2025-07-22 05:10:00,17.93,13.16,0.671,356.4,,31.63,1.864,31.38,22.08
29120,2025-07-22 05:20:00,18.07,13.3,0.731,340.9,,46.07,0.519,45.98,21.74
29121,2025-07-22 05:30:00,18.3,13.25,1.162,4.487,,56.29,0.601,56.17,21.76
29122,2025-07-22 05:40:00,18.46,12.98,1.776,327.7,,68.2,0.64,68.06,21.79
29123,2025-07-22 05:50:00,18.73,12.93,1.879,343.7,,73.52,0.611,73.37,21.99
29124,2025-07-22 06:00:00,19.19,12.73,2.001,0.535,,79.23,0.155,79.19,22.49
