time_index,TIMESTAMP,AirTemp_Avg,Trosee_Avg,WSpd_Avg,WDir_Avg,Rain_Tot,Ray_Global_RSR2_Avg,Ray_Direct_RSR2_Avg,Ray_Diffus_RSR2_Avg,WM_Temp_Avg
0,2025-01-01 00:00:00,-0.87,-1.385,0.78,164,,6.521,0.0,6.521,1.875
1,2025-01-01 00:10:00,-0.985,-1.515,0.399,72.11,,6.894,0.0,6.894,1.948
2,2025-01-01 00:20:00,-1.212,-1.708,0.633,13.11,,4.791,0.0,4.791,1.667
3,2025-01-01 00:30:00,-1.341,-1.77,0.705,359.4,,6.593,0.0,6.593,1.38
4,2025-01-01 00:40:00,-1.378,-1.726,0.552,8.25,,6.986,0.0,6.986,1.464
5,2025-01-01 00:50:00,-1.412,-1.715,0.424,14.2,,4.752,0.0,4.752,1.483
6,2025-01-01 01:00:00,-1.525,-1.8,0.406,349.1,,6.431,0.0,6.431,1.376
7,2025-01-01 01:10:00,-1.552,-1.781,0.363,165.8,,6.483,0.0,6.483,1.526
8,2025-01-01 01:20:00,-1.439,-1.649,0.647,138.1,,5.069,0.0,5.069,1.23
9,2025-01-01 01:30:00,-1.513,-1.791,0.578,147.7,,6.556,0.0,6.556,1.289
10,2025-01-01 01:40:00,-1.564,-1.894,0.365,118.4,,6.49,0.0,6.49,1.446
11,2025-01-01 01:50:00,-1.508,-1.856,0.358,110.4,,5.073,0.0,5.073,1.319
12,2025-01-01 02:00:00,-1.749,-2.146,0.555,162.8,,6.554,0.0,6.554,1.058
13,2025-01-01 02:10:00,-1.733,-2.115,0.62,141.3,,6.528,0.0,6.528,0.794
14,2025-01-01 02:20:00,-1.666,-2.063,0.698,138.4,,5.154,0.0,5.154,0.99
15,2025-01-01 02:30:00,-1.686,-2.166,0.472,133.2,,6.58,0.0,6.58,0.967
16,2025-01-01 02:40:00,-1.898,-2.404,0.415,53.57,,6.502,0.0,6.502,0.816
17,2025-01-01 02:50:00,-1.963,-2.385,0.727,355.7,,5.112,0.0,5.112,0.735
18,2025-01-01 03:00:00,-1.961,-2.29,1.168,335.3,,6.478,0.0,6.478,0.343
19,2025-01-01 03:10:00,-2.115,-2.401,1.253,327.3,,6.609,0.0,6.609,-0.029
20,2025-01-01 03:20:00,-2.253,-2.499,1.22,0.092,,4.686,0.0,4.686,-0.333
21,2025-01-01 03:30:00,-2.485,-2.707,0.425,19.77,,6.957,0.0,6.957,-0.527
22,2025-01-01 03:40:00,-2.64,-2.827,0.418,44.89,,6.417,0.0,6.417,-0.691
23,2025-01-01 03:50:00,-2.57,-2.707,0.221,4.989,,4.745,0.0,4.745,-0.357
24,2025-01-01 04:00:00,-2.645,-2.767,0.233,343.5,,6.931,0.0,6.931,-0.566
25,2025-01-01 04:10:00,-2.761,-2.877,0.242,339.1,,6.416,0.0,6.416,-0.717
26,2025-01-01 04:20:00,-2.753,-2.854,0.392,44.64,,4.621,0.0,4.621,-0.913
27,2025-01-01 04:30:00,-2.776,-2.87,0.856,1.366,,6.938,0.0,6.938,-1.284
28,2025-01-01 04:40:00,-2.962,-3.064,0.659,9.1,,6.405,0.0,6.405,-1.623
29,2025-01-01 04:50:00,-3.1,-3.194,0.574,6.723,,4.796,0.0,4.796,-1.844
30,2025-01-01 05:00:00,-3.084,-3.157,0.416,130.7,,6.857,0.0,6.857,-1.447
31,2025-01-01 05:10:00,-2.993,-3.044,0.447,54.53,,6.509,0.0,6.509,-1.407
32,2025-01-01 05:20:00,-2.931,-2.973,0.534,119.1,,4.675,0.0,4.675,-1.126
33,2025-01-01 05:30:00,-2.824,-2.859,0.549,149.3,,6.726,0.0,6.726,-0.946
34,2025-01-01 05:40:00,-2.692,-2.727,0.516,111.7,,6.623,0.0,6.623,-0.675
35,2025-01-01 05:50:00,-2.677,-2.716,0.494,62.02,,4.713,0.0,4.713,-0.642
36,2025-01-01 06:00:00,-2.452,-2.485,0.549,121.4,,6.448,0.0,6.448,-0.322
37,2025-01-01 06:10:00,-2.549,-2.601,0.512,157.8,,6.898,0.0,6.898,-0.515
38,2025-01-01 06:20:00,-2.441,-2.502,0.692,133,,4.784,0.0,4.784,-0.465
39,2025-01-01 06:30:00,-2.417,-2.5,0.441,132,,6.657,0.0,6.657,-0.353
40,2025-01-01 06:40:00,-2.318,-2.418,0.607,150.5,,6.826,0.0,6.826,-0.169
41,2025-01-01 06:50:00,-2.298,-2.444,0.681,149.3,,4.681,0.0,4.681,-0.022
42,2025-01-01 07:00:00,-2.234,-2.434,0.61,148.9,,7.036,0.0,7.036,-0.035
43,2025-01-01 07:10:00,-2.344,-2.603,0.368,139.1,,8.45,0.0,8.45,-0.039
44,2025-01-01 07:20:00,-2.497,-2.782,0.377,64.1,,6.157,0.0,6.157,-0.308
45,2025-01-01 07:30:00,-2.619,-2.908,0.787,352.2,,4.795,0.0,4.795,-0.696
46,2025-01-01 07:40:00,-2.633,-2.913,0.592,355.9,,10.97,1.322,10.91,-0.867
47,2025-01-01 07:50:00,-2.762,-3.04,0.397,325,,13.79,6.137,13.41,-0.869
48,2025-01-01 08:00:00,-2.708,-2.956,0.416,314.2,,21.93,8.89,21.18,-1.31
49,2025-01-01 08:10:00,-2.561,-2.794,0.409,113.5,,26.38,5.461,25.8,-1.747
50,2025-01-01 08:20:00,-2.2,-2.437,0.706,138.8,,29.87,3.345,29.44,-1.671
51,2025-01-01 08:30:00,-1.475,-1.761,0.83,137.1,,115.3,483.8,41.52,-1.223
52,2025-01-01 08:40:00,-0.487,-1.388,1.327,151.6,,142.0,571.7,43.72,-0.576
53,2025-01-01 08:50:00,0.141,-1.364,1.066,140,,163.3,593.4,49.37,-0.401
54,2025-01-01 09:00:00,0.658,-1.375,1.099,126.5,,211.5,730.8,57.02,-0.44
55,2025-01-01 09:10:00,0.729,-1.332,1.183,144.9,,228.2,733.5,60.21,-0.243
56,2025-01-01 09:20:00,0.747,-1.201,1.416,144.5,,245.3,750.9,60.31,0.304
57,2025-01-01 09:30:00,1.575,-0.777,1.279,149.4,,264.2,760.8,64.49,0.67
58,2025-01-01 09:40:00,2.822,-0.235,0.824,153.9,,278.8,767.5,65.6,1.127
59,2025-01-01 09:50:00,3.714,0.054,0.539,132.8,,292.2,773.8,66.32,1.152
60,2025-01-01 10:00:00,3.804,-0.063,0.806,128.4,,309.4,786.4,69.54,1.411
61,2025-01-01 10:10:00,4.035,0.103,0.515,107.6,,322.0,791.7,71.04,1.93
62,2025-01-01 10:20:00,4.19,0.045,0.561,119.3,,333.0,798.7,71.13,2.347
63,2025-01-01 10:30:00,4.609,0.132,0.563,123.1,,344.2,802.0,73.44,2.718
64,2025-01-01 10:40:00,4.713,0.349,0.446,330.9,,350.2,800.0,73.17,2.804
65,2025-01-01 10:50:00,5.032,0.428,0.652,297.8,,353.5,793.5,72.94,2.415
66,2025-01-01 11:00:00,4.828,0.39,0.842,289.1,,361.4,789.1,77.5,3.207
67,2025-01-01 11:10:00,4.916,0.462,0.868,305.5,,369.2,802.0,76.54,3.409
68,2025-01-01 11:20:00,5.308,1.032,0.763,349.6,,371.5,803.0,75.39,3.545
69,2025-01-01 11:30:00,5.457,1.446,0.859,352.7,,374.3,792.0,80.4,3.362
70,2025-01-01 11:40:00,5.29,1.417,1.189,334.3,,375.0,786.1,82.2,3.837
71,2025-01-01 11:50:00,5.199,1.36,1.374,346.6,,375.1,794.2,79.17,4.272
72,2025-01-01 12:00:00,5.566,1.467,1.371,329.5,,375.9,796.5,80.1,4.683
73,2025-01-01 12:10:00,5.593,1.063,1.21,335.9,,375.5,809.0,77.03,5.23
74,2025-01-01 12:20:00,6.08,0.972,1.208,337.9,,371.5,816.0,73.14,5.625
75,2025-01-01 12:30:00,6.253,1.433,1.61,294.8,,367.6,807.0,76.62,6.278
76,2025-01-01 12:40:00,6.578,1.613,1.34,322.7,,362.3,807.0,76.01,6.822
77,2025-01-01 12:50:00,6.734,1.605,1.712,353.6,,353.7,810.0,72.15,7.314
78,2025-01-01 13:00:00,7.155,1.792,1.415,326.4,,346.3,803.0,74.1,7.863
79,2025-01-01 13:10:00,7.358,2.326,1.498,325.2,,335.7,794.6,73.84,8.6
80,2025-01-01 13:20:00,7.687,2.683,1.397,329.1,,322.6,787.0,71.71,8.71
81,2025-01-01 13:30:00,7.804,2.973,1.45,330.9,,311.0,774.1,73.39,8.92
82,2025-01-01 13:40:00,8.02,3.279,1.392,321.7,,295.7,758.8,72.57,8.99
83,2025-01-01 13:50:00,8.0,3.547,1.425,346.9,,276.2,740.6,68.82,9.09
84,2025-01-01 14:00:00,8.21,3.831,1.357,344.7,,261.3,723.6,69.57,9.48
85,2025-01-01 14:10:00,8.25,3.942,1.455,340.5,,241.8,706.2,65.95,10.15
86,2025-01-01 14:20:00,8.21,3.848,1.56,330.2,,222.9,701.2,60.28,10.23
87,2025-01-01 14:30:00,8.08,3.798,1.638,331.4,,189.7,612.9,58.13,10.07
88,2025-01-01 14:40:00,7.612,3.699,1.468,332.3,,31.95,12.7,29.38,11.21
89,2025-01-01 14:50:00,7.16,3.629,1.278,301.8,,23.69,1.241,23.48,11.43
90,2025-01-01 15:00:00,6.844,3.469,1.339,293.4,,23.36,1.647,23.11,11.21
91,2025-01-01 15:10:00,6.575,3.261,1.283,281,,21.82,1.979,21.56,10.95
92,2025-01-01 15:20:00,6.096,2.878,0.93,249.8,,19.08,3.872,18.66,10.27
93,2025-01-01 15:30:00,5.804,2.777,0.889,244.7,,19.8,5.216,19.35,10.25
94,2025-01-01 15:40:00,5.663,2.72,0.814,218.2,,17.11,5.544,16.75,10.28
95,2025-01-01 15:50:00,5.572,2.663,0.813,246.4,,11.3,1.985,11.2,10.29
96,2025-01-01 16:00:00,5.689,2.74,0.897,266.2,,6.154,0.0,6.154,10.27
97,2025-01-01 16:10:00,5.553,2.695,0.947,266.3,,6.66,0.0,6.66,10.19
98,2025-01-01 16:20:00,5.29,2.689,0.468,272.8,,6.884,0.0,6.884,10.19
99,2025-01-01 16:30:00,5.069,2.652,0.437,261.5,,7.943,0.0,7.943,10.24
100,2025-01-01 16:40:00,4.931,2.524,0.711,311.6,,6.863,0.0,6.863,9.91
101,2025-01-01 16:50:00,4.768,2.432,0.773,255.9,,4.728,0.0,4.728,9.76
102,2025-01-01 17:00:00,4.765,2.429,0.717,319.3,,7.057,0.0,7.057,9.54
103,2025-01-01 17:10:00,4.3,2.245,0.232,17.76,,6.739,0.0,6.739,9.7
104,2025-01-01 17:20:00,4.01,2.245,0.303,195,,5.019,0.0,5.019,9.76
105,2025-01-01 17:30:00,4.006,2.235,0.454,105.6,,6.662,0.0,6.662,9.32
106,2025-01-01 17:40:00,4.197,2.337,0.479,113.2,,7.259,0.0,7.259,9.23
107,2025-01-01 17:50:00,4.117,2.184,0.668,101.6,,4.872,0.0,4.872,8.99
108,2025-01-01 18:00:00,4.015,2.039,0.531,101.5,,6.634,0.0,6.634,8.86
109,2025-01-01 18:10:00,3.982,2.022,0.642,116.6,,7.074,0.0,7.074,8.86
110,2025-01-01 18:20:00,3.843,1.902,0.459,101.3,,4.848,0.0,4.848,8.78
111,2025-01-01 18:30:00,3.571,1.679,0.632,105.8,,6.692,0.0,6.692,8.54
112,2025-01-01 18:40:00,3.652,1.643,0.591,125.7,,7.133,0.0,7.133,8.57
113,2025-01-01 18:50:00,3.449,1.069,0.611,140.2,,4.865,0.0,4.865,8.37
114,2025-01-01 19:00:00,3.38,1.221,0.436,109.1,,6.771,0.0,6.771,8.53
115,2025-01-01 19:10:00,3.456,1.618,0.459,101.2,,6.569,0.0,6.569,8.43
116,2025-01-01 19:20:00,3.245,1.593,0.546,122.5,,5.192,0.0,5.192,8.28
117,2025-01-01 19:30:00,3.062,1.214,0.582,156.7,,6.558,0.0,6.558,8.06
118,2025-01-01 19:40:00,2.867,0.744,0.447,134.1,,6.679,0.0,6.679,7.591
119,2025-01-01 19:50:00,2.679,0.598,0.455,144.1,,5.215,0.0,5.215,7.293
120,2025-01-01 20:00:00,2.529,0.577,0.442,135.9,,6.657,0.0,6.657,7.204
121,2025-01-01 20:10:00,2.454,0.844,0.643,133.8,,6.596,0.0,6.596,7.005
122,2025-01-01 20:20:00,2.486,0.839,0.587,121.7,,5.232,0.0,5.232,6.882
123,2025-01-01 20:30:00,2.522,0.838,0.536,120.6,,6.698,0.0,6.698,6.964
124,2025-01-01 20:40:00,2.145,0.602,0.44,27.89,,6.567,0.0,6.567,6.71
125,2025-01-01 20:50:00,1.588,0.411,0.369,328.1,,5.242,0.0,5.242,6.06
126,2025-01-01 21:00:00,1.304,0.217,0.33,38.87,,6.565,0.0,6.565,5.494
127,2025-01-01 21:10:00,1.337,0.345,0.513,110.3,,6.582,0.0,6.582,5.762
128,2025-01-01 21:20:00,1.534,0.267,0.621,125.8,,4.843,0.0,4.843,5.172
129,2025-01-01 21:30:00,1.271,0.078,0.502,149,,7.03,0.0,7.03,5.067
130,2025-01-01 21:40:00,1.299,0.209,0.382,150.6,,6.59,0.0,6.59,5.552
131,2025-01-01 21:50:00,1.198,0.078,0.609,103.2,,4.747,0.0,4.747,5.016
132,2025-01-01 22:00:00,1.072,0.048,0.539,82.9,,7.026,0.0,7.026,4.903
133,2025-01-01 22:10:00,1.006,0.062,0.574,103.4,,6.601,0.0,6.601,5.073
134,2025-01-01 22:20:00,0.926,-0.076,0.648,149.1,,4.735,0.0,4.735,4.565
135,2025-01-01 22:30:00,1.006,0.017,0.619,111.7,,7.019,0.0,7.019,4.917
136,2025-01-01 22:40:00,0.89,-0.11,0.579,128.7,,6.645,0.0,6.645,4.615
137,2025-01-01 22:50:00,0.748,-0.178,0.46,128.6,,4.775,0.0,4.775,4.711
138,2025-01-01 23:00:00,0.689,-0.231,0.463,100.1,,7.028,0.0,7.028,4.732
139,2025-01-01 23:10:00,0.703,-0.196,0.663,144.8,,6.588,0.0,6.588,4.642
140,2025-01-01 23:20:00,0.691,-0.21,0.546,123.3,,4.82,0.0,4.82,4.538
141,2025-01-01 23:30:00,0.694,-0.204,0.481,80.3,,6.669,0.0,6.669,4.749
142,2025-01-01 23:40:00,0.718,-0.194,0.825,141.4,,7.019,0.0,7.019,4.511
143,2025-01-01 23:50:00,0.696,-0.23,0.565,123.3,,4.786,0.0,4.786,4.308
144,2025-01-02 00:00:00,0.775,-0.095,0.817,128.9,,6.47,0.0,6.47,4.459
145,2025-01-02 00:10:00,0.86,-0.012,0.765,131.6,,6.975,0.0,6.975,4.467
146,2025-01-02 00:20:00,0.942,0.059,0.901,124.2,,4.726,0.0,4.726,4.523
147,2025-01-02 00:30:00,1.041,0.015,0.826,115.2,,6.556,0.0,6.556,4.533
148,2025-01-02 00:40:00,1.026,0.023,0.875,117.6,,6.957,0.0,6.957,4.582
149,2025-01-02 00:50:00,1.115,0.112,1.047,123.4,,4.685,0.0,4.685,4.865
150,2025-01-02 01:00:00,1.11,0.039,0.895,126.6,,6.527,0.0,6.527,4.528
151,2025-01-02 01:10:00,1.133,0.024,1.345,124.3,,6.866,0.0,6.866,4.42
152,2025-01-02 01:20:00,1.046,-0.046,0.866,123.8,,4.795,0.0,4.795,4.305
153,2025-01-02 01:30:00,0.989,-0.08,0.916,127.6,,6.53,0.0,6.53,4.292
154,2025-01-02 01:40:00,0.844,-0.206,0.452,64.97,,6.629,0.0,6.629,4.543
155,2025-01-02 01:50:00,0.583,-0.342,0.377,170.7,,5.203,0.0,5.203,4.591
156,2025-01-02 02:00:00,0.313,-0.528,0.237,189.1,,6.501,0.0,6.501,4.113
157,2025-01-02 02:10:00,0.121,-0.597,0.481,143.3,,6.547,0.0,6.547,3.924
158,2025-01-02 02:20:00,0.156,-0.535,0.669,150.1,,5.128,0.0,5.128,3.617
159,2025-01-02 02:30:00,0.21,-0.508,0.842,138.2,,6.485,0.0,6.485,3.636
160,2025-01-02 02:40:00,0.413,-0.431,0.719,130.1,,6.388,0.0,6.388,3.839
161,2025-01-02 02:50:00,0.403,-0.465,0.483,133.5,,5.211,0.0,5.211,3.982
162,2025-01-02 03:00:00,0.417,-0.396,0.677,89.4,,6.493,0.0,6.493,4.229
163,2025-01-02 03:10:00,0.551,-0.31,1.035,136.1,,6.527,0.0,6.527,4.009
164,2025-01-02 03:20:00,0.851,-0.131,1.03,125.8,,4.975,0.0,4.975,4.598
165,2025-01-02 03:30:00,0.733,-0.322,0.618,137.6,,6.801,0.0,6.801,4.028
166,2025-01-02 03:40:00,0.472,-0.475,0.474,125.9,,6.535,0.0,6.535,3.908
167,2025-01-02 03:50:00,0.283,-0.602,0.736,113.1,,4.787,0.0,4.787,3.78
168,2025-01-02 04:00:00,0.064,-0.769,0.675,17.46,,6.999,0.0,6.999,3.53
169,2025-01-02 04:10:00,-0.188,-0.856,0.661,288.7,,6.463,0.0,6.463,3.009
170,2025-01-02 04:20:00,-0.436,-1.049,0.52,135.6,,4.74,0.0,4.74,2.614
171,2025-01-02 04:30:00,-0.277,-0.811,0.674,119,,6.935,0.0,6.935,3.15
172,2025-01-02 04:40:00,0.007,-0.539,0.908,154.7,,6.443,0.0,6.443,3.732
173,2025-01-02 04:50:00,0.129,-0.629,1.034,148.4,,4.768,0.0,4.768,3.15
174,2025-01-02 05:00:00,0.163,-0.586,0.954,163.4,,6.937,0.0,6.937,3.308
175,2025-01-02 05:10:00,0.356,-0.361,1.088,193.2,,6.572,0.0,6.572,3.807
176,2025-01-02 05:20:00,0.411,-0.374,1.567,181.1,,4.799,0.0,4.799,3.425
177,2025-01-02 05:30:00,0.336,-0.386,1.129,151.8,,6.647,0.0,6.647,3.293
178,2025-01-02 05:40:00,0.229,-0.459,1.173,210.9,,6.775,0.0,6.775,3.197
179,2025-01-02 05:50:00,0.212,-0.444,1.104,134.6,,4.691,0.0,4.691,3.156
180,2025-01-02 06:00:00,0.023,-0.673,1.05,160,,6.527,0.0,6.527,2.796
181,2025-01-02 06:10:00,-0.099,-0.746,1.218,145.4,,7.078,0.0,7.078,2.699
182,2025-01-02 06:20:00,-0.213,-0.843,0.643,83.6,,4.663,0.0,4.663,2.807
183,2025-01-02 06:30:00,-0.388,-0.972,0.477,141.4,,6.497,0.0,6.497,2.762
184,2025-01-02 06:40:00,-0.408,-0.902,0.66,185.3,,6.95,0.0,6.95,2.79
185,2025-01-02 06:50:00,-0.327,-0.781,0.738,120.4,,4.755,0.0,4.755,2.761
186,2025-01-02 07:00:00,-0.182,-0.692,1.35,119.4,,7.186,0.0,7.186,2.738
187,2025-01-02 07:10:00,-0.084,-0.665,1.208,157.3,,10.83,0.0,10.83,2.885
188,2025-01-02 07:20:00,0.083,-0.472,0.711,143.1,,7.546,0.0,7.546,3.341
189,2025-01-02 07:30:00,0.24,-0.362,0.819,127.3,,6.201,0.0,6.201,3.555
190,2025-01-02 07:40:00,0.149,-0.559,0.551,53.63,,18.53,0.349,18.51,3.219
191,2025-01-02 07:50:00,0.076,-0.537,0.754,44.08,,31.73,4.254,31.45,3.352
192,2025-01-02 08:00:00,0.437,-0.189,0.507,120.8,,47.6,7.12,46.98,3.436
193,2025-01-02 08:10:00,0.707,-0.148,0.956,120.7,,60.09,5.592,59.48,3.109
194,2025-01-02 08:20:00,0.848,-0.119,0.984,149.5,,71.09,1.023,70.96,2.761
195,2025-01-02 08:30:00,1.279,0.095,0.825,168.6,,98.4,105.9,82.1,2.942
196,2025-01-02 08:40:00,1.647,0.122,1.03,147.8,,99.7,81.4,86.1,3.142
197,2025-01-02 08:50:00,1.653,0.138,0.897,138,,93.2,28.91,87.6,3.449
198,2025-01-02 09:00:00,1.898,0.279,1.013,185.4,,123.5,65.5,109.7,3.604
199,2025-01-02 09:10:00,2.29,0.506,0.772,152.8,,143.4,86.6,123.3,3.839
200,2025-01-02 09:20:00,2.875,0.84,0.64,343.7,,167.6,164.8,127.1,3.696
201,2025-01-02 09:30:00,3.237,1.012,0.544,301.8,,155.8,111.4,126.4,3.8
202,2025-01-02 09:40:00,3.544,1.147,0.621,152.4,,150.3,83.3,127.2,4.362
203,2025-01-02 09:50:00,3.737,1.322,0.852,154.9,,180.2,119.2,144.9,4.898
204,2025-01-02 10:00:00,4.578,1.56,0.753,119.9,,219.1,180.4,163.9,6.886
205,2025-01-02 10:10:00,6.192,1.897,0.726,12.79,,208.8,122.6,169.9,8.62
206,2025-01-02 10:20:00,5.838,2.303,0.627,355,,199.1,91.3,169.0,7.141
207,2025-01-02 10:30:00,5.661,2.385,0.511,222.5,,166.9,27.68,157.5,7.34
208,2025-01-02 10:40:00,5.62,2.427,0.54,1.185,,143.9,11.71,139.9,7.529
209,2025-01-02 10:50:00,5.532,2.485,0.753,341.4,,266.7,254.2,176.4,6.862
210,2025-01-02 11:00:00,5.814,2.688,1.196,341.5,,202.5,129.6,156.0,7.221
211,2025-01-02 11:10:00,5.591,2.605,0.705,323.3,,181.9,71.12,155.8,7.601
212,2025-01-02 11:20:00,5.969,2.803,0.636,343.3,,290.8,330.9,168.5,6.489
213,2025-01-02 11:30:00,6.714,2.864,0.473,286,,331.7,439.5,168.0,6.525
214,2025-01-02 11:40:00,7.688,3.093,0.633,94.9,,332.6,444.8,166.3,7.927
215,2025-01-02 11:50:00,9.84,2.773,1.32,123.5,,311.5,375.0,171.3,12.69
216,2025-01-02 12:00:00,11.45,2.419,1.381,123.9,,308.8,292.9,199.6,14.15
217,2025-01-02 12:10:00,12.46,1.886,1.611,118.5,,297.9,221.1,215.9,14.8
218,2025-01-02 12:20:00,12.71,1.828,1.656,111,,224.6,96.9,189.1,15.19
219,2025-01-02 12:30:00,12.78,1.761,1.402,109.1,,210.9,121.8,166.9,15.42
220,2025-01-02 12:40:00,13.07,1.89,1.651,124.2,,250.3,235.6,166.4,15.52
221,2025-01-02 12:50:00,13.42,1.957,1.046,126.6,,330.4,528.9,145.7,15.14
222,2025-01-02 13:00:00,13.93,2.084,1.7,141,,328.1,600.2,123.5,15.57
223,2025-01-02 13:10:00,14.31,2.223,1.344,132.5,,342.8,590.5,147.2,15.67
224,2025-01-02 13:20:00,14.68,2.35,1.572,155.8,,355.0,519.8,188.2,15.93
225,2025-01-02 13:30:00,14.82,2.361,1.521,157.7,,274.0,304.0,180.1,16.37
226,2025-01-02 13:40:00,14.56,2.228,2.037,164.8,,250.5,325.0,154.6,16.58
227,2025-01-02 13:50:00,14.66,2.206,1.313,150.8,,283.9,447.6,157.7,16.36
228,2025-01-02 14:00:00,14.84,2.23,1.544,149,,275.5,447.9,155.6,16.48
229,2025-01-02 14:10:00,14.67,2.241,1.521,181,,133.6,110.0,105.8,16.95
230,2025-01-02 14:20:00,14.23,2.194,1.6,169.3,,68.66,0.719,68.49,17.19
231,2025-01-02 14:30:00,13.89,2.166,1.936,156.5,,58.45,0.625,58.32,17.22
232,2025-01-02 14:40:00,13.69,2.169,1.528,151.4,,51.04,0.618,50.91,17.15
233,2025-01-02 14:50:00,13.56,2.193,1.286,141.2,,42.11,0.782,41.97,17.01
234,2025-01-02 15:00:00,13.42,2.258,1.071,153.8,,32.2,0.753,32.08,17.02
235,2025-01-02 15:10:00,13.38,2.188,0.638,196.6,,22.89,1.753,22.66,17.0
236,2025-01-02 15:20:00,13.32,2.195,0.723,172.7,,16.68,4.408,16.18,17.04
237,2025-01-02 15:30:00,13.28,2.05,0.905,188,,14.06,5.758,13.53,17.1
238,2025-01-02 15:40:00,13.19,2.118,0.751,130,,10.64,6.07,10.23,16.97
239,2025-01-02 15:50:00,12.83,2.313,0.672,65.84,,6.108,6.098,5.828,16.69
240,2025-01-02 16:00:00,11.7,3.684,1.345,7.223,,4.0,0.101,3.997,15.11
241,2025-01-02 16:10:00,10.6,4.248,1.357,344.8,,3.775,0.0,3.775,14.77
242,2025-01-02 16:20:00,10.42,4.118,0.861,351.9,,4.972,0.0,4.972,14.73
243,2025-01-02 16:30:00,10.08,4.405,1.594,316,,7.122,0.0,7.122,14.42
244,2025-01-02 16:40:00,9.8,4.98,2.015,356.5,,7.116,0.0,7.116,14.31
245,2025-01-02 16:50:00,9.96,4.754,1.166,213.9,,4.969,0.0,4.969,14.78
246,2025-01-02 17:00:00,10.18,4.726,1.249,188.9,,6.829,0.0,6.829,15.09
247,2025-01-02 17:10:00,10.38,4.446,1.787,278.4,,7.197,0.0,7.197,15.71
248,2025-01-02 17:20:00,10.36,4.38,1.276,333.3,,5.013,0.0,5.013,15.6
249,2025-01-02 17:30:00,9.71,5.038,1.471,9.6,,6.846,0.0,6.846,14.9
250,2025-01-02 17:40:00,9.3,5.392,1.009,17.28,,7.24,0.0,7.24,14.65
251,2025-01-02 17:50:00,9.06,5.458,1.541,20.95,,4.986,0.0,4.986,14.27
252,2025-01-02 18:00:00,8.69,5.707,1.159,25.34,,6.758,0.0,6.758,13.18
253,2025-01-02 18:10:00,8.49,5.583,1.893,39.28,,7.118,0.0,7.118,12.85
254,2025-01-02 18:20:00,8.57,5.518,1.282,76.04,,5.034,0.0,5.034,13.02
255,2025-01-02 18:30:00,8.42,5.646,1.258,94.2,,6.836,0.0,6.836,12.47
256,2025-01-02 18:40:00,8.04,5.762,1.193,83.6,,6.777,0.0,6.777,11.87
257,2025-01-02 18:50:00,7.839,5.712,1.872,92.3,,5.392,0.0,5.392,11.71
258,2025-01-02 19:00:00,7.627,5.714,1.157,81.3,,6.772,0.0,6.772,11.56
259,2025-01-02 19:10:00,7.717,5.698,1.199,96.9,,6.684,0.0,6.684,12.36
260,2025-01-02 19:20:00,7.92,5.632,1.281,76.84,,5.299,0.0,5.299,12.37
261,2025-01-02 19:30:00,7.715,5.61,1.616,50.7,,6.705,0.0,6.705,11.8
262,2025-01-02 19:40:00,7.796,5.492,1.685,82.8,,6.733,0.0,6.733,12.26
263,2025-01-02 19:50:00,7.828,5.513,1.187,99.7,,5.319,0.0,5.319,12.14
264,2025-01-02 20:00:00,7.712,5.413,1.123,100.4,,6.614,0.0,6.614,11.57
265,2025-01-02 20:10:00,7.656,5.428,1.075,101.4,,6.674,0.0,6.674,11.42
266,2025-01-02 20:20:00,7.557,5.387,1.035,91,,5.041,0.0,5.041,11.42
267,2025-01-02 20:30:00,7.6,5.4,1.053,88.5,,7.249,0.0,7.249,11.81
268,2025-01-02 20:40:00,7.329,5.521,0.697,90.1,,6.703,0.0,6.703,11.12
269,2025-01-02 20:50:00,7.363,5.455,1.23,119.1,,5.001,0.0,5.001,10.79
270,2025-01-02 21:00:00,7.196,5.464,1.235,103.6,,6.995,0.0,6.995,10.87
271,2025-01-02 21:10:00,7.254,5.384,1.284,106,,6.708,0.0,6.708,11.03
272,2025-01-02 21:20:00,7.297,5.375,0.949,104.3,,4.878,0.0,4.878,10.92
273,2025-01-02 21:30:00,7.369,5.329,1.18,83.6,,7.255,0.0,7.255,10.94
274,2025-01-02 21:40:00,7.325,5.291,1.253,81.5,,6.723,0.0,6.723,11.03
275,2025-01-02 21:50:00,7.178,5.319,0.977,103.1,,4.908,0.0,4.908,10.57
276,2025-01-02 22:00:00,7.008,5.349,0.986,108.4,,6.691,0.0,6.691,10.48
277,2025-01-02 22:10:00,7.025,5.345,0.651,65.9,,7.103,0.0,7.103,10.7
278,2025-01-02 22:20:00,6.825,5.421,0.56,95,,4.852,0.0,4.852,10.39
279,2025-01-02 22:30:00,6.738,5.44,0.585,81.5,,6.712,0.0,6.712,10.39
280,2025-01-02 22:40:00,6.702,5.519,0.756,8.86,,7.207,0.0,7.207,9.51
281,2025-01-02 22:50:00,6.553,5.675,0.592,304.6,,4.924,0.0,4.924,9.37
282,2025-01-02 23:00:00,6.485,5.737,0.868,329.8,,6.647,0.0,6.647,9.56
283,2025-01-02 23:10:00,6.426,5.697,1.179,343.3,,7.284,0.0,7.284,9.36
284,2025-01-02 23:20:00,6.308,5.678,1.292,344,,4.834,0.0,4.834,8.92
