#C1 Time in seconds. Beginning of a year is 0s.;#C2 Dry bulb temperature in Celsius at indicated time;#C3 Dew point temperature in Celsius at indicated time;#C9 Global horizontal radiation in Wh/m2;#C18 Total sky cover at indicated time
11876400;24;14;789;2
11880000;25;13;873;2
11883600;25.9;15;897;2
11887200;27;16;842;4
11890800;26;17;717;5
11894400;25.5;16.8;540;6
11898000;24;19;365;7
11901600;23;19;199;8
11905200;22.6;19;72;9
11908800;21;18;11;9
11912400;19;18;0;9
11916000;17.9;17.2;0;9
11919600;17.9;17.3;0;8
11923200;18;17;0;8
11926800;18;17.4;0;7
11930400;18;17;0;8
11934000;18;17;0;8
11937600;17.3;16.6;0;9
11941200;17;15;0;8
11944800;16;15;9;8
11948400;18.7;16.7;80;7
11952000;20;16;196;7
11955600;21.3;16.8;319;7
11959200;22.6;16.8;431;7
11962800;22;15;477;8
11966400;23;15.8;477;8
11970000;24;15.3;436;9
11973600;24;16;425;9
11977200;25;16;388;9
11980800;25;15.2;328;9
11984400;26;15;315;8
11988000;25;17;236;7
11991600;24.2;14.9;121;6
11995200;23;14;21;5
11998800;21;14;0;4
12002400;20.3;13.2;0;2
12006000;18;13;0;4
12009600;18;13;0;5
12013200;16.8;13.7;0;6
12016800;16;13;0;5
12020400;16;13;0;5
12024000;15.3;13.3;0;4
12027600;15;13;0;3
12031200;18;13;16;2
12034800;18.4;14;125;1
12038400;20;14;297;2
12042000;22;14;465;4
12045600;22.5;13.7;586;5
12049200;23;13;684;5
12052800;24;13;731;6
12056400;24.8;12.4;726;6
12060000;24.4;12.8;672;7
12063600;24;15;575;7
12067200;24;13.5;454;7
12070800;24;13;346;7
12074400;23;13;223;7
12078000;22.6;12.3;103;7
12081600;22;11;15;8
12085200;22;10;0;8
12088800;20.9;10.8;0;9
12092400;20;11;0;9
12096000;20;11;0;9
12099600;18.9;12.4;0;9
12103200;18;14;0;9
12106800;18;13;0;9
12110400;17.3;13.7;0;9
12114000;17;14;0;9
12117600;16;15;8;9
12121200;15.9;15.3;61;9
12124800;16;16;145;9
12128400;17;16;235;9
12132000;16.8;15.9;316;9
12135600;17;16;324;9
12139200;17;15;293;10
12142800;15.3;14.4;230;10
12146400;13.6;13.6;297;10
12150000;12;12;335;9
12153600;12.3;12.1;332;9
12157200;13;13;253;9
12160800;13;12;164;9
12164400;12.9;12.3;76;9
12168000;13;13;16;8
12171600;13;12;0;7
12175200;12.2;11.8;0;6
12178800;11.1;11.1;0;5
12182400;10;10;0;4
12186000;9.9;9.7;0;2
12189600;9;9;0;3
12193200;9;9;0;3
12196800;9.4;9.3;0;4
12200400;10;9;0;3
12204000;10;10;17;3
12207600;10.3;10.3;127;2
12211200;12;12;304;2
12214800;13;13;493;2
12218400;14.7;13.5;664;1
12222000;17;14;798;1
12225600;19;14;885;1
12229200;19.8;13.2;920;1
12232800;21;13;897;1
12236400;22;13;821;1
12240000;21.7;14;694;1
12243600;22;14;531;1
12247200;21;14;344;0
12250800;20.6;14.4;161;0
12254400;18.7;14;28;0
12258000;16.9;13.6;0;0
12261600;15;13.2;0;0
12265200;14;13;0;0
12268800;15;13;0;0
12272400;13.3;12.3;0;0
12276000;13;12;0;0
12279600;12;12;0;1
12283200;11.9;11.7;0;1
12286800;13;12;0;3
12290400;14;13;15;5
12294000;14.8;13.9;86;7
12297600;16;15;185;8
12301200;17;16;268;8
12304800;18.9;15.8;317;9
12308400;20;17;325;9
12312000;18;17;293;10
12315600;18;16.8;230;10
12319200;18;17;297;10
12322800;19;18;333;9
12326400;19.5;16.5;332;9
12330000;19;16;320;8
12333600;19;17;243;7
12337200;19.2;16.2;129;6
12340800;17;15;26;5
12344400;16;15;0;4
12348000;14.7;14.2;0;2
12351600;14;14;0;5
12355200;15;15;0;7
12358800;15.7;15.2;0;9
12362400;15;15;0;8
12366000;14;13;0;7
12369600;13.4;13.3;0;6
12373200;14;14;0;7
12376800;14;14;13;7
12380400;15.1;14.9;87;7
12384000;16;15;186;8
12387600;18;15;270;8
12391200;17.4;14.7;319;9
12394800;18;15;434;8
12398400;18;14;535;8
12402000;19.1;14;605;7
12405600;19;13;676;7
12409200;21;14;681;6
12412800;20;12.4;621;5
12416400;19.5;12.1;488;5
12420000;19;11;326;4
12423600;18;11.4;158;4
12427200;16;11;30;3
12430800;15;11;0;3
12434400;13.5;10.5;0;2
12438000;12;10;0;2
12441600;11;10;0;2
12445200;9.8;8.8;0;2
12448800;10;9;0;2
12452400;10;8;0;2
12456000;9;8;0;2
12459600;8;7;0;2
12463200;8;8;19;1
12466800;10.1;8.8;135;1
12470400;11;9;313;1
12474000;13;10;502;1
12477600;14.6;10.5;672;1
12481200;16;11;803;2
12484800;17;13;883;2
12488400;18.6;11.5;912;2
12492000;19.8;12.1;842;4
12495600;21;13;683;6
12499200;22.1;13.1;460;7
12502800;22;13;353;7
12506400;22;13;231;7
12510000;20.9;13.4;110;7
12513600;20;15;23;7
12517200;16;14;0;7
12520800;16.9;13.3;0;6
12524400;16;13;0;7
12528000;15;13;0;7
12531600;15;13.6;0;7
12535200;14.5;13.4;0;7
12538800;14;14;0;7
12542400;13.3;12.9;0;6
12546000;14;13;0;6
12549600;14;13;15;6
12553200;16;15;107;6
12556800;19;16;247;6
12560400;22;16;395;6
12564000;23.1;16;529;6
12567600;24;16;602;7
12571200;25;15;628;7
12574800;25.3;15.9;605;7
12578400;26;17;590;7
12582000;26;16;541;7
12585600;26.9;16;460;7
12589200;23;16;353;7
12592800;23;17;231;7
12596400;22;17;111;7
12600000;21;14;21;8
12603600;21;13;0;8
12607200;20;13.6;0;9
12610800;19;14;0;8
12614400;19;15;0;8
12618000;18;14.8;0;7
12621600;18;15;0;7
12625200;18;15;0;7
12628800;17.1;15;0;7
12632400;17;15;0;8
12636000;18;15;11;8
12639600;17.8;15.1;65;9
12643200;19;16;150;9
12646800;19.3;15.5;240;9
12650400;19.6;15.7;320;9
12654000;20;17;383;9
12657600;21;17;424;9
12661200;21.9;15.6;441;9
12664800;22;16;431;9
12668400;20;15;395;9
12672000;19.7;15.3;336;9
12675600;19;16;258;9
12679200;16;15;170;9
12682800;15.8;14.3;82;9
12686400;15.4;14.3;17;9
12690000;15;15;0;9
12693600;14.9;14.3;0;9
12697200;15;14;0;8
12700800;15;15;0;8
12704400;14.8;14.6;0;7
12708000;14;14;0;7
12711600;14;14;0;7
12715200;14.3;14.2;0;7
12718800;14;14;0;8
12722400;14;14;8;9
12726000;14.4;14.2;35;10
12729600;15;15;105;10
12733200;17;14;206;9
12736800;17;13.8;322;9
12740400;19;14;385;9
12744000;19;13;428;9
12747600;18.2;13.5;443;9
12751200;18;15;490;8
12754800;20;14;500;8
12758400;19.1;13.2;464;7
12762000;18;14;295;8
12765600;16;14;146;9
12769200;15.2;13.6;44;10
12772800;14;12;12;10
12776400;13;12;0;9
12780000;12.9;10.4;0;9
12783600;13;10;0;8
12787200;12;11;0;8
12790800;12.2;9.6;0;7
12794400;12;8;0;8
12798000;11;7;0;8
12801600;10.2;6.7;0;9
12805200;10;7;0;9
12808800;10;7;10;9
12812400;10.8;6.2;68;9
12816000;12;7;193;8
12819600;14;7;360;7
12823200;10.5;7.3;538;6
12826800;12;5;614;7
12830400;12;5;639;7
12834000;12.7;4.4;618;7
12837600;12;4;604;7
12841200;12;4;554;7
12844800;10.7;4.9;471;7
12848400;10;4;391;7
12852000;10;5;274;7
12855600;8.8;4.9;141;6
12859200;8;5;32;6
12862800;8;6;1;5
12866400;7;5.7;0;5
12870000;7;6;0;5
12873600;7;6;0;5
12877200;7.1;6;0;5
12880800;7;6;0;6
12884400;7.1;5.6;0;7
12888000;7.2;5.4;0;9
12891600;7;6;0;9
12895200;7;6;10;9
12898800;8.2;5.7;68;9
12902400;8;5;175;8
12906000;10;6;308;8
12909600;10.3;5.7;449;7
12913200;12;7;536;7
12916800;12;6;594;7
12920400;12.7;6;617;7
12924000;13;4;650;7
12927600;14;4;634;7
12931200;13.3;1.7;571;6
12934800;14;1;494;5
12938400;14;2;349;4
12942000;12.9;2.3;178;2
12945600;11;2;38;4
12949200;8;4;1;5
12952800;7.7;4.8;0;6
12956400;8;5;0;5
12960000;7;5;0;5
12963600;6;4.3;0;4
12967200;6;4;0;3
12970800;5;4;0;2
12974400;4.8;3.4;0;1
12978000;4;3;0;1
12981600;5;4;22;1
12985200;6.5;5.1;144;1
12988800;8;5;323;2
12992400;10;5;510;2
12996000;11.1;5.1;674;2
12999600;13;4;801;3
13003200;14;4;876;3
13006800;14.2;4.8;894;4
13010400;15;5;874;4
13014000;16;5;802;4
13017600;16.1;4.5;684;4
13021200;16;4;543;3
13024800;16;4;366;2
13028400;14.1;3.2;183;1
13032000;12.7;3.6;41;2
13035600;11.3;4.1;1;2
13039200;10.2;4.6;0;2
13042800;9.7;5.3;0;2
13046400;9.8;6.2;0;2
13050000;10.3;7.1;0;2
13053600;10.8;8;0;2
13057200;11;8.5;0;2
13060800;11;8.8;0;2
13064400;10.7;9;0;3
13068000;10.3;9.1;19;4
13071600;13.4;9.3;119;5
13075200;15;10;257;6
13078800;16;11;375;7
13082400;18;10.6;440;7
13086000;20;12;485;8
13089600;22;13;484;8
13093200;23.4;10.8;444;9
13096800;25;11;434;9
13100400;25.9;8.6;399;9
13104000;26.9;7.4;340;9
13107600;27;8;431;6
13111200;26;6;339;4
13114800;25.3;9.2;172;1
13118400;24;11;38;2
13122000;23;9;1;3
13125600;21.3;10.2;0;4
13129200;21;11;0;4
13132800;20;11;0;4
13136400;18.2;10.8;0;4
13140000;18;11;0;5
13143600;18;11;0;7
13147200;17.7;10.3;0;9
13150800;16;12;0;9
13154400;15;13;8;9
13158000;14.1;12.7;50;9
13161600;14;13;103;10
13165200;14;13;146;10
13168800;14.8;12.5;168;10
13172400;15.9;12.3;328;9
13176000;17;12;485;8
13179600;14.6;11.7;610;7
13183200;16;14;679;7
13186800;16;12;688;6
13190400;16.2;12;627;5
13194000;17;12;449;6
13197600;17;12;268;7
13201200;16.7;12.6;114;7
13204800;16.3;12.5;26;7
13208400;16;12;1;7
13212000;15.7;12.1;0;7
13215600;15;9;0;8
13219200;15;9;0;8
13222800;14.4;9.6;0;9
13226400;14;10;0;8
13230000;14;10;0;8
13233600;13.5;8.8;0;7
13237200;13;8;0;7
13240800;12;9;14;7
13244400;13.1;8.2;90;7
13248000;14;9;188;8
13251600;14;8;273;8
13255200;14.8;9;322;9
13258800;15;9;440;8
13262400;16;9;541;8
13266000;16.2;9.6;612;7
13269600;16;10;684;7
13273200;18;10;691;6
13276800;18.4;9.2;631;5
13280400;16;11;469;5
13284000;17;10;297;6
13287600;16;11.2;139;6
13291200;15;12;36;5
13294800;15;11;1;4
13298400;14.5;10.9;0;3
13302000;14;11;0;2
13305600;13;11;0;1
13309200;12.1;10.5;0;0
13312800;12;11;0;1
13316400;11;10;0;2
13320000;11.5;10.6;0;4
13323600;12;11;0;5
13327200;13;11;15;7
13330800;12.9;11.1;65;9
13334400;13;11;150;9
13338000;14;12;239;9
13341600;15.2;11.4;321;9
13345200;16;11;530;7
13348800;17;11;709;6
13352400;18.9;11.7;825;5
13356000;20;14;717;6
13359600;21;12;548;7
13363200;21;13.2;339;9
13366800;21;14;328;8
13370400;21;14;254;7
13374000;20.9;14.5;140;6
13377600;20;15;37;5
13381200;19;14;2;4
13384800;17.7;13.6;0;2
13388400;17;14;0;2
13392000;16;13;0;2
13395600;15;13.2;0;2
13399200;14.5;13;0;3
13402800;14;12.8;0;3
13406400;13.5;12.6;0;4
13410000;14;13;0;3
13413600;14;13;21;3
13417200;15.4;13.8;135;2
13420800;16;14;305;3
13424400;17;14;482;3
13428000;18.1;14.8;635;4
13431600;20;15;763;4
13435200;23;15;847;4
13438800;23.7;15.2;880;4
13442400;25;15;845;4
13446000;26;14;759;5
13449600;26.7;13.1;630;5
13453200;26;14;469;5
13456800;26;14;299;6
13460400;25.5;14.3;141;6
13464000;24;15;35;6
13467600;22;15;1;5
13471200;21.2;14.6;0;5
13474800;20;15;0;4
13478400;18;15;0;3
13482000;17.9;15;0;2
13485600;18;15;0;2
13489200;18;15;0;2
13492800;16.1;13;0;1
13496400;16;13;0;1
13500000;17;12.8;22;1
13503600;18;12.7;138;1
13507200;20;13;312;2
13510800;22;14;496;2
13514400;23.6;13.2;661;2
13518000;25.1;12.5;788;3
13521600;26.6;11.7;865;3
13525200;28.1;10.8;886;4
13528800;29;9;869;4
13532400;29;11;795;4
13536000;29.3;9.9;679;4
13539600;29;9;524;4
13543200;29;10;346;4
13546800;27.9;12.3;172;4
13550400;26;13;42;4
13554000;24;13;2;4
13557600;22.9;13.1;0;4
13561200;23;14;0;5
13564800;21;14;0;5
13568400;20.1;14;0;6
13572000;19;13;0;6
13575600;18.3;13.9;0;5
13579200;17.7;13.8;0;5
13582800;17;13;0;5
13586400;17;14;21;4
13590000;18.6;13.5;131;4
13593600;20;15;297;4
13597200;22;15;475;4
13600800;23.9;15.1;636;4
13604400;26;14;765;4
13608000;27;15;848;4
13611600;28.1;15.4;881;4
13615200;29;14;863;4
13618800;29;12;795;4
13622400;28.4;13.9;676;4
13626000;29;13;523;4
13629600;28;15;346;4
13633200;27.1;15.8;172;4
13636800;26;16;43;3
13640400;23;16;2;3
13644000;22;16.5;0;2
13647600;21;17;0;2
13651200;21;16;0;1
13654800;20;16.4;0;0
13658400;19;16;0;0
13662000;19;16;0;0
13665600;18;16;0;0
13669200;18;16;0;1
13672800;18.7;16.6;22;2
13676400;19.4;16.8;136;2
13680000;20;17;311;2
13683600;22;17;500;1
13687200;23.6;16.9;670;0
13690800;25;17;805;0
13694400;27;15;895;1
13698000;27.6;15.3;928;1
13701600;28.3;14.9;901;2
13705200;29;15;814;3
13708800;30.4;14.1;677;4
13712400;29;15;501;5
13716000;29;17;313;5
13719600;27.4;17.6;144;6
13723200;27;17;34;7
13726800;26;18;2;7
13730400;25.4;17.1;0;7
13734000;24;18;0;6
13737600;23;17;0;5
13741200;22.3;16.8;0;4
13744800;22;15;0;4
13748400;20;15;0;4
13752000;20.4;13.8;0;4
13755600;20;13;0;3
13759200;20;13;23;2
13762800;21.1;11.4;140;1
13766400;23;13;315;1
13770000;24;13;502;1
13773600;25.2;12.8;673;1
13777200;26;12;780;3
13780800;27;13;770;5
13784400;27.1;12.3;613;7
13788000;28;14;598;7
13791600;29;12;551;7
13795200;28.8;11.8;471;7
13798800;26;14;333;8
13802400;20;15;199;8
13806000;19.7;16;88;9
13809600;19;16;25;8
13813200;19;15;1;8
13816800;18.7;14.8;0;7
13820400;18;14;0;8
13824000;19;15;0;8
13827600;17.9;14.8;0;9
13831200;18;15;0;8
13834800;18;15;0;8
13838400;17.1;14.2;0;7
13842000;18;14;0;7
13845600;18;15;19;6
13849200;18.7;15;124;5
13852800;21;15;279;5
13856400;22;15;445;5
13860000;22.6;14.7;595;5
13863600;24;14;638;6
13867200;25;15;587;7
13870800;22.8;15.6;444;9
13874400;21;16;547;8
13878000;22.3;15.8;590;7
13881600;23.6;15.9;564;6
13885200;24;15;415;7
13888800;23;15;260;7
13892400;23;14.6;122;7
13896000;22;15;29;8
13899600;21.2;14.3;1;8
13903200;20.4;14.1;0;9
13906800;20;14;0;9
13910400;19;15;0;10
13914000;16.2;13.9;0;10
13917600;16;14;0;10
13921200;16;13;0;10
13924800;16.5;12.8;0;10
13928400;16;11;0;10
13932000;16;13;10;9
13935600;15.2;13.2;67;9
13939200;16;13;129;9
13942800;16;13;167;10
13946400;15.7;10.7;169;10
13950000;16;11;269;10
13953600;16;12;366;9
13957200;18.2;11.7;447;9
13960800;19;10;498;8
13964400;20;11;507;8
13968000;19.6;10;473;7
13971600;14;11;366;7
13975200;17;13;244;7
13978800;15.7;11.1;124;7
13982400;16;12;32;7
13986000;15;12;2;7
13989600;13.8;11.5;0;7
13993200;14;11;0;8
13996800;14;11;0;9
14000400;13.2;9.1;0;10
14004000;12;9;0;10
14007600;12;9;0;9
14011200;11.9;9.6;0;9
14014800;12;9;0;9
14018400;12;9;11;9
14022000;12.3;9.1;67;9
14025600;13;8;152;9
14029200;13;8;242;9
14032800;12.6;8.7;324;9
14036400;15;9;441;8
14040000;16;6;546;8
14043600;16.8;10;615;7
14047200;15;11;602;7
14050800;17;9;555;7
14054400;16.8;9.2;474;7
14058000;17;9;396;7
14061600;17;9;281;7
14065200;17.7;7.2;151;6
14068800;17;8;35;7
14072400;15;8;2;8
14076000;13.3;8.8;0;9
14079600;13;7;0;9
14083200;13;7;0;9
14086800;13;8.1;0;9
14090400;13;9;0;9
14094000;12;9;0;10
14097600;11.3;9.7;0;10
14101200;11;10;0;10
14104800;11;10;6;10
14108400;11.6;9.2;35;10
14112000;12;9;79;10
14115600;12;9;127;10
14119200;12.3;9.3;170;10
14122800;13;10;203;10
14126400;12;10;226;10
14130000;13.2;11.1;235;10
14133600;13;11;230;10
14137200;14;12;211;10
14140800;13.9;11.6;181;10
14144400;14;12;140;10
14148000;14;12;94;10
14151600;13.8;12.2;48;10
14155200;13;12;13;10
14158800;13;13;1;10
14162400;13.3;12.7;0;10
14166000;13;12;0;10
14169600;13;12;0;9
14173200;13;12.2;0;9
14176800;13;12;0;9
14180400;13;12;0;10
14184000;12.9;12.1;0;10
14187600;13;12;0;10
14191200;13;12;10;9
14194800;13.3;12;67;9
14198400;14;12;129;9
14202000;15;12;167;10
14205600;15;11.8;169;10
14209200;16;12;203;10
14212800;16;11;226;10
14216400;15.5;11.9;234;10
14220000;16;11;230;10
14223600;16;11;212;10
14227200;16.5;11;181;10
14230800;17;11;141;10
14234400;16;12;94;10
14238000;15.3;11.5;48;10
14241600;15;13;13;10
14245200;15;13;1;10
14248800;14.4;12.4;0;10
14252400;14;12;0;10
14256000;14;13;0;10
14259600;14;12.7;0;10
14263200;14;13;0;10
14266800;13.7;12.5;0;10
14270400;13.4;12.3;0;10
14274000;13;13;0;10
14277600;13;13;6;10
14281200;13.7;12.9;35;10
14284800;14;13;79;10
14288400;15;13;126;10
14292000;16.2;12.7;169;10
14295600;18;13;330;9
14299200;18;13;487;8
14302800;18.6;13.9;613;7
14306400;19;13;646;7
14310000;21;12;634;7
14313600;21.3;12.4;571;6
14317200;21;12;396;7
14320800;20;14;226;8
14324400;19.3;14.1;92;9
14328000;18;13;37;7
14331600;17;14;3;5
14335200;15.9;13.7;0;4
14338800;16;14;0;3
14342400;16;13;0;2
14346000;14.5;12.9;0;1
14349600;14;13;0;1
14353200;14;13;0;1
14356800;13.4;12.6;0;1
14360400;13;12;0;4
14364000;14;14;17;7
14367600;14.6;13.6;35;10
14371200;15;14;104;10
14374800;16;14;205;9
14378400;17.4;13.9;321;9
14382000;19;14;606;7
14385600;20;14;816;5
14389200;21.6;12.2;921;2
14392800;23;13;908;2
14396400;23;12;841;2
14400000;23.9;11.9;723;1
14403600;24;12;562;1
14407200;24;12;378;1
14410800;23.2;12.5;194;1
14414400;22;13;53;1
14418000;21;13;3;1
14421600;19.1;13.1;0;1
14425200;19;14;0;3
14428800;18;14;0;5
14432400;16.9;14.2;0;6
14436000;17;14;0;6
14439600;16.5;14;0;5
14443200;16.1;13.8;0;5
14446800;16;14;0;6
14450400;16;15;16;7
14454000;16.9;14.7;67;9
14457600;18;14;150;9
14461200;19;15;239;9
14464800;20.2;14.3;321;9
14468400;21;12;387;9
14472000;21;14;429;9
14475600;20.1;13.1;447;9
14479200;20;13;497;8
14482800;21;13;508;8
14486400;21.2;12.6;475;7
14490000;21;12;484;5
14493600;22;12;365;3
14497200;21.1;12.3;195;1
14500800;20;13;53;1
14504400;18;14;3;1
14508000;17;13.3;0;1
14511600;16;13;0;1
14515200;15;13;0;0
14518800;15.1;12.4;0;0
14522400;14;12;0;0
14526000;14;12;0;0
14529600;12.6;10.7;0;0
14533200;13;11;0;0
14536800;14;11;24;0
14540400;15.3;12.2;140;0
14544000;17;13;315;0
14547600;18;13;502;1
14551200;19.8;12.8;672;1
14554800;21;12;809;1
14558400;23;13;897;1
14562000;23.4;11.8;936;1
14565600;25;12;918;1
14569200;26;11;847;1
14572800;26.1;11.8;725;1
14576400;27;11;565;1
14580000;27;13;379;1
14583600;26.3;12.7;196;1
14587200;24.6;13.4;54;1
14590800;23;14;3;1
14594400;21.9;14.5;0;1
14598000;21;14;0;1
14601600;22;13;0;0
14605200;19.3;14.6;0;0
14608800;20;14;0;0
14612400;20;13;0;1
14616000;19;13.2;0;1
14619600;20;13;0;2
14623200;20;13;23;3
14626800;21.1;13;132;4
14630400;22;14;306;3
14634000;24;13;497;2
14637600;25;13.2;671;1
14641200;26;14;806;1
14644800;27;13;897;1
14648400;28.4;13.9;933;1
14652000;29;13;917;1
14655600;29;13;845;1
14659200;29.8;12.7;724;1
14662800;30;14;563;1
14666400;29;13;380;1
14670000;28.3;13.8;197;1
14673600;27;14;54;2
14677200;25;14;3;4
14680800;24.7;13.9;0;5
14684400;24;14;0;5
14688000;23;15;0;5
14691600;22;14.9;0;5
14695200;21;14;0;4
14698800;19.8;14.2;0;3
14702400;18.7;13.8;0;2
14706000;18;14;0;4
14709600;18;14;19;6
14713200;18.4;15.1;91;7
14716800;19;16;220;7
14720400;20;16;374;7
14724000;21.9;15.3;529;6
14727600;24;13;570;7
14731200;25;14;540;8
14734800;24.8;13.7;446;9
14738400;26;14;601;7
14742000;26.2;14.9;667;6
14745600;26.5;15.5;640;5
14749200;25.7;16;445;6
14752800;25;16;249;7
14756400;24.3;16.8;94;9
14760000;24;17;33;8
14763600;22;17;3;7
14767200;21.5;16.9;0;6
14770800;20;17;0;5
14774400;20;16;0;4
14778000;18.9;15.9;0;2
14781600;18;16;0;3
14785200;19;16;0;3
14788800;18;15.4;0;4
14792400;18;16;0;5
14796000;19;16;20;5
14799600;19.3;16.3;109;6
14803200;21;16;246;6
14806800;22;15;394;6
14810400;23.9;15.9;528;6
14814000;25;16;620;6
14817600;26;17;669;7
14821200;27;15.3;679;7
14824800;28;15;646;7
14828400;27;14;576;7
14832000;27.2;14.6;475;7
14835600;24;19;368;7
14839200;22;19;248;7
14842800;21.5;19.4;129;7
14846400;21.2;19;33;8
14850000;21;18;2;8
14853600;19.4;18.1;0;9
14857200;19.2;17.9;0;9
14860800;19;17.7;0;8
14864400;18.8;17.5;0;8
14868000;18.9;17.5;0;8
14871600;19;18;0;8
14875200;18.3;17.5;0;7
14878800;18;17;0;8
14882400;19;18;12;8
14886000;20;16.8;66;9
14889600;21;16;149;9
14893200;21;16;238;9
14896800;19.3;16.5;319;9
14900400;19;17;383;9
14904000;20;18;425;9
14907600;20.8;16.4;444;9
14911200;21;16;436;9
14914800;21;16;403;9
14918400;21.6;15.4;346;9
14922000;21;15;230;9
14925600;21;15;127;10
14929200;18;15.3;50;10
14932800;18;16;19;10
14936400;18;16;2;9
14940000;17.5;15.3;0;9
14943600;17;15;0;8
14947200;17;15;0;8
14950800;16.7;15.4;0;7
14954400;16.9;15.2;0;10
14958000;17;15;0;9
14961600;16.4;15.4;0;9
14965200;17;16;0;9
14968800;17;16;7;10
14972400;16.9;16.1;34;10
14976000;18;15;103;10
14979600;19;15;203;9
14983200;17.8;14.7;319;9
14986800;18;15;328;9
14990400;19;15;297;10
14994000;18.2;14.7;233;10
14997600;19;14;304;10
15001200;20;14;345;9
15004800;20.1;13.6;347;9
15008400;20;14;231;9
15012000;19;14;127;10
15015600;18.1;14.6;50;10
15019200;18;15;19;10
15022800;17;15;2;9
15026400;17.3;14.9;0;9
15030000;18;15;0;9
15033600;16;14;0;9
15037200;15.6;14;0;9
15040800;16;13;0;7
15044400;15;12;0;5
15048000;13.9;11.4;0;2
15051600;13;11;0;2
15055200;13;11;22;2
15058800;14.2;10.8;135;2
15062400;16;11;309;2
15066000;17;11;497;2
15069600;18.3;9.1;672;1
15073200;19;9;806;2
15076800;20;7;895;2
15080400;20.3;7.7;926;2
15084000;21;7;921;2
15087600;21;9;852;1
15091200;20.9;7.9;733;0
15094800;21;8;572;0
15098400;20;7;388;0
15102000;19.8;7.5;202;0
15105600;18;7;57;0
15109200;16;7;4;0
15112800;15;7.8;0;0
15116400;14;8;0;0
15120000;13;8;0;0
15123600;12.5;7.8;0;0
15127200;12;8;0;0
15130800;11;8;0;1
15134400;10.7;7.9;0;1
15138000;10;8;0;3
15141600;11;8;20;5
15145200;12.3;8.8;108;6
15148800;13;9;234;7
15152400;15;9;353;7
15156000;16.4;8.9;441;7
15159600;18;10;570;7
15163200;19;10;675;7
15166800;21.1;7.3;744;6
15170400;22;8;819;5
15174000;22;8;809;4
15177600;22.7;7.7;721;2
15181200;23;7;568;2
15184800;23;8;385;2
15188400;21.7;6.4;202;1
15192000;20;8;57;1
15195600;17;9;4;1
15199200;16;9.2;0;1
15202800;15;9;0;1
15206400;14;9;0;1
15210000;13.1;9;0;1
15213600;13;9;0;1
15217200;12;8;0;0
15220800;11.9;8;0;0
15224400;11;8;0;0
15228000;12;9;22;1
15231600;13.5;9.4;136;1
15235200;15;9;310;1
15238800;18;9;498;1
15242400;20.3;8.9;670;1
15246000;21;9;801;2
15249600;22;9;878;3
15253200;22.8;8.9;891;4
15256800;23;9;899;3
15260400;24;9;844;2
15264000;24.3;10.2;729;1
15267600;25;10;571;1
15271200;24;10;387;0
15274800;23.6;11;202;0
15278400;22;13;57;0
15282000;21;12;4;0
15285600;20;11.7;0;0
15289200;19;12;0;0
15292800;17;11;0;0
15296400;16.8;10.6;0;0
15300000;16;11;0;0
15303600;15;11;0;0
15307200;15.1;10.9;0;0
15310800;15;10;0;0
15314400;15;11;21;1
15318000;17.4;10.1;134;1
15321600;19;10;308;1
15325200;20;11;496;1
15328800;22.4;10.5;668;1
15332400;24;9;807;1
15336000;25;10;898;1
15339600;25.4;10.8;936;1
15343200;26;12;918;1
15346800;26;12;847;1
15350400;26.4;12.8;727;1
15354000;26;14;567;1
15357600;25;15;383;1
15361200;23.9;14.9;200;1
15364800;23;15;57;1
15368400;20;16;4;0
15372000;19;15.7;0;0
15375600;18;15;0;0
15379200;18;15;0;0
15382800;17.4;14.5;0;0
15386400;16;14;0;0
15390000;16;14;0;0
15393600;15;14;0;1
15397200;15;14;0;1
15400800;15;14;21;1
15404400;17.3;14.6;133;1
15408000;19;14;303;2
15411600;20.4;14.2;480;3
15415200;21.8;13.9;630;4
15418800;23;13;761;4
15422400;24;13;848;4
15426000;25.2;13.7;884;4
15429600;25.6;12.8;894;3
15433200;26;11;841;2
15436800;26.3;10.9;729;1
15440400;26;12;569;1
15444000;25;11;386;1
15447600;24.2;11.2;201;1
15451200;22;11;57;1
15454800;20;11;4;1
15458400;19;10.3;0;1
15462000;18;10;0;3
15465600;17;10;0;5
15469200;16.7;11;0;6
15472800;17;11;0;7
15476400;16;13;0;8
15480000;15.9;12.8;0;9
15483600;16;13;0;8
15487200;16.4;13.3;12;8
15490800;16.8;13.5;87;7
15494400;18;14;200;7
15498000;20.5;13.9;323;7
15501600;23;14;435;7
15505200;25;14;525;7
15508800;26;16;584;7
15512400;25.7;13.9;611;7
15516000;26;14;646;7
15519600;26;15;633;7
15523200;24.7;15.3;573;6
15526800;19;16;399;7
15530400;18;16;231;8
15534000;18.1;15.7;96;9
15537600;18;16;27;9
15541200;18;16;2;9
15544800;17.9;15.9;0;9
15548400;18;16;0;6
15552000;17;15;0;4
15555600;16.1;14.8;0;1
15559200;16;15;0;3
15562800;17;15;0;5
15566400;16.5;14.3;0;6
15570000;16;14;0;7
15573600;17;14;14;7
15577200;17.4;15;86;7
15580800;19;16;198;7
15584400;19;15;321;7
15588000;20.4;14.7;434;7
15591600;21;14;661;6
15595200;22;15;829;4
15598800;22.8;14.6;915;2
15602400;24;13;869;4
15606000;25;12;751;5
15609600;24.7;13.9;574;6
15613200;25;14;503;5
15616800;24.3;14.6;364;4
