;CI4;CI4;CI4;CE2;CE2;CE2;CK3;CK3;CK3;CJ1;CJ1;CJ1;CL1;CL1;CL1;CI2;CI2;CI2;CI3;CI3;CI3;CK2;CK2;CK2;CK4;CK4;CK4;CI1;CI1;CI1;CK11;CK11;CK11;CJ4;CJ4;CJ4;CJ3;CJ3;CJ3;CL3;CL3;CL3;CL21;CL21;CL21
;human_gains;light_gains;machine_gains;human_gains;light_gains;machine_gains;human_gains;light_gains;machine_gains;human_gains;light_gains;machine_gains;human_gains;light_gains;machine_gains;human_gains;light_gains;machine_gains;human_gains;light_gains;machine_gains;human_gains;light_gains;machine_gains;human_gains;light_gains;machine_gains;human_gains;light_gains;machine_gains;human_gains;light_gains;machine_gains;human_gains;light_gains;machine_gains;human_gains;light_gains;machine_gains;human_gains;light_gains;machine_gains;human_gains;light_gains;machine_gains
10/01/2025 20:00;7729.0;360.20399999999995;7389.4;8022.0;328.412;6271.499999999997;13081.0;533.268;9701.4;7549.0;335.368;10146.499999999998;9487.0;335.50800000000004;10938.299999999996;9836.0;475.216;14976.1;6929.0;319.5079999999999;7394.9;11898.0;539.4159999999999;15161.6;11233.0;560.6719999999998;12273.100000000004;10050.0;426.472;7914.4000000000015;12202.0;553.7280000000001;15505.599999999991;11571.0;566.3679999999999;14144.999999999998;15920.0;720.7839999999998;17787.899999999998;19638.0;1173.4679999999994;9218.800000000008;37541.0;2180.256;17878.799999999974
10/01/2025 20:10;7346.0;388.7360000000001;6846.499999999999;8022.0;346.388;11219.7;12878.0;564.9080000000001;8446.499999999998;7932.0;355.58400000000006;9411.499999999998;9374.0;348.44799999999987;6945.200000000001;10197.0;476.0559999999999;16879.399999999998;6715.0;334.17999999999995;8735.800000000003;12112.0;522.9119999999999;13181.000000000002;11312.0;562.072;10217.200000000004;10264.0;441.32400000000007;7729.600000000001;12033.0;559.9;13653.199999999995;11064.0;577.2199999999999;12057.9;16179.0;769.04;15605.7;19965.0;1165.204;10158.200000000006;37451.0;2243.06;21454.699999999968
10/01/2025 20:20;7425.0;358.928;6775.999999999999;7898.0;364.39200000000005;10012.4;12495.0;528.34;10560.300000000005;8394.0;345.78;8485.5;9070.0;308.112;6890.4000000000015;10456.0;464.028;14945.4;6715.0;316.59599999999995;8094.200000000001;12326.0;490.6800000000001;14900.8;11481.0;609.516;9555.500000000004;10512.0;476.6599999999999;8451.600000000002;12112.0;536.4919999999998;13103.5;10974.0;586.8439999999997;14391.3;15751.0;786.932;13313.800000000005;19931.0;1168.0079999999996;13222.699999999992;37778.0;2272.2639999999988;20006.19999999997
10/01/2025 20:30;7470.0;366.124;7054.0;7853.0;380.212;11706.2;12540.0;549.768;10379.500000000002;8360.0;359.9639999999999;10467.699999999995;9284.0;344.024;8726.7;11538.0;451.696;10073.599999999997;7008.0;306.236;9662.1;12529.0;520.976;15448.000000000004;11571.0;591.584;10492.500000000002;10647.0;482.0079999999999;10936.500000000002;12112.0;599.796;14313.899999999996;11019.0;607.4399999999997;11377.5;15413.0;742.5200000000002;12930.500000000004;20134.0;1266.239999999999;11592.699999999995;38206.0;2261.9040000000014;18315.799999999963
10/01/2025 20:40;7346.0;369.108;6833.100000000001;8270.0;364.7840000000001;8830.000000000002;12788.0;534.1160000000001;13057.499999999998;8349.0;389.248;10095.3;9194.0;370.968;8015.5;11346.0;488.476;9749.1;7346.0;317.688;9601.000000000002;12574.0;547.0360000000002;12309.900000000003;11650.0;589.3599999999999;11008.299999999996;10433.0;434.8839999999999;8397.600000000002;12360.0;552.1999999999998;15672.1;11515.0;553.916;10447.5;15492.0;715.6599999999996;13423.8;20044.0;1257.024000000001;7426.700000000008;38319.0;2304.5760000000005;17874.199999999957
10/01/2025 20:50;7673.0;389.324;6398.1;8518.0;366.7999999999999;8751.1;12867.0;540.388;11966.699999999995;8428.0;375.052;8370.4;9408.0;366.6559999999999;7394.4000000000015;11673.0;435.652;9601.000000000002;7639.0;311.30400000000003;8537.6;12619.0;549.8919999999999;9752.4;11864.0;556.244;10481.1;10343.0;447.708;9033.4;12529.0;605.16;12660.500000000002;12022.0;551.9;11189.2;15740.0;718.5039999999999;12864.600000000002;20247.0;1308.516;9828.4;37993.0;2301.3440000000005;15979.999999999996
10/01/2025 21:00;8225.0;389.352;6613.500000000001;8687.0;355.32;9485.9;12743.0;571.4960000000002;12514.3;8045.0;354.84400000000005;9046.999999999998;9487.0;359.768;7206.700000000002;11932.0;468.908;13233.4;7842.0;348.7799999999999;7888.599999999999;12484.0;578.2319999999999;10782.799999999996;11864.0;592.3799999999999;10071.0;10377.0;443.084;11847.4;12518.0;590.7120000000001;12144.900000000003;11819.0;576.848;10629.4;16236.0;723.7159999999999;13658.5;20416.0;1227.0560000000005;10319.599999999997;38748.0;2194.264;21683.39999999998
10/01/2025 21:10;8270.0;416.472;5442.700000000001;8856.0;376.292;9322.9;12484.0;551.684;12255.900000000003;8169.0;370.4440000000001;11923.199999999995;9566.0;361.608;11042.6;12180.0;463.4200000000001;13378.299999999996;7842.0;358.1039999999999;12054.7;12721.0;549.2679999999998;12454.599999999997;11808.0;635.5720000000002;10700.3;10546.0;427.8520000000001;11534.499999999996;12845.0;569.1800000000001;12607.9;11729.0;519.8320000000002;10580.3;16732.0;700.4959999999999;14541.7;20168.0;1234.7479999999998;10066.799999999996;39221.0;2276.976000000001;15224.199999999992
10/01/2025 21:20;8225.0;390.2840000000001;5774.3;8811.0;366.95200000000006;9489.7;12439.0;505.9759999999999;14996.300000000005;8124.0;369.5360000000001;10754.699999999995;9442.0;359.004;11029.9;12259.0;469.91600000000017;11316.2;8090.0;369.472;12374.8;13386.0;561.7119999999999;13965.6;12056.0;595.748;10013.5;10715.0;427.04;9314.399999999998;12676.0;578.728;12279.8;12022.0;542.3720000000001;10122.8;16957.0;742.424;15636.6;20112.0;1209.04;11602.799999999996;39334.0;2256.4879999999994;14873.799999999996
10/01/2025 21:30;8225.0;396.0800000000001;7221.4000000000015;8428.0;336.16800000000006;9731.8;12270.0;515.5359999999998;12587.100000000002;8079.0;359.956;10565.3;9397.0;344.052;13182.299999999996;12428.0;481.8039999999999;13103.399999999996;8124.0;335.0880000000001;11407.6;13600.0;569.916;13277.2;12180.0;672.132;12713.000000000004;11380.0;429.7;10269.6;12462.0;597.0239999999998;12680.2;12687.0;569.7079999999999;9769.100000000002;17194.0;718.004;13938.7;20270.0;1225.52;16512.199999999997;39402.0;2191.592000000001;22727.39999999996
10/01/2025 21:40;8259.0;425.2560000000001;8111.8;8135.0;332.89199999999994;7064.299999999999;12394.0;527.58;9298.800000000005;8406.0;355.692;9305.8;9476.0;352.508;8288.2;12462.0;465.77199999999993;9259.4;8203.0;325.14399999999995;7972.099999999999;13927.0;526.536;9359.0;12259.0;641.2360000000001;13182.600000000006;11560.0;410.984;10284.2;12496.0;587.336;12335.999999999998;12867.0;554.116;10990.7;17611.0;734.0320000000002;12743.3;20022.0;1221.6560000000002;19256.599999999977;39898.0;2200.0520000000006;20222.199999999968
10/01/2025 21:50;8383.0;413.9799999999999;9997.900000000003;8000.0;315.05600000000004;6829.9;12124.0;500.6599999999999;11205.3;8902.0;316.8159999999999;10194.999999999996;9600.0;348.84000000000003;8350.000000000002;12609.0;465.704;9615.100000000002;8034.0;311.768;7958.099999999999;13612.0;462.48;9618.2;11910.0;600.2479999999999;10070.3;11245.0;413.7000000000001;11235.1;12609.0;559.8840000000001;13218.5;12732.0;578.884;12340.4;17848.0;711.4000000000001;14965.499999999998;19989.0;1080.7400000000002;14337.999999999987;39268.0;2113.2519999999995;15191.399999999989
10/01/2025 22:00;8406.0;327.208;10036.9;7854.0;307.60800000000006;9052.1;12485.0;485.0760000000001;13483.3;8812.0;305.732;11036.699999999995;9747.0;348.8400000000001;10781.599999999997;12362.0;386.572;7210.300000000001;7933.0;281.98799999999994;9124.5;12993.0;447.544;13395.5;11899.0;557.9440000000002;10887.2;11347.0;387.224;9875.700000000004;12384.0;497.5840000000001;12460.000000000004;12541.0;541.3600000000002;13779.7;17612.0;651.5600000000001;14550.899999999998;19742.0;921.7320000000002;12942.800000000005;39359.0;1989.792;14731.499999999993
10/01/2025 22:10;8485.0;338.212;7880.3;8057.0;302.244;9008.4;12778.0;488.004;12024.8;8801.0;298.704;7555.199999999997;9702.0;343.156;11191.9;12227.0;332.5880000000001;6765.400000000002;7877.0;247.38;7890.2;12903.0;488.108;12607.499999999998;11809.0;500.4839999999998;10611.699999999995;11415.0;371.768;13452.200000000004;12497.0;461.7439999999999;13096.100000000002;12575.0;539.044;13373.799999999996;17601.0;631.9959999999999;14955.599999999997;20159.0;900.6999999999999;13153.199999999986;39427.0;1923.8079999999995;16232.39999999999
10/01/2025 22:20;8440.0;308.408;7726.499999999999;8091.0;268.504;5676.499999999998;12733.0;449.92800000000005;8659.000000000004;8711.0;282.75600000000003;7748.099999999998;9443.0;348.208;9881.2;12047.0;295.54400000000004;9473.4;7967.0;262.96399999999994;6819.400000000001;13140.0;409.08;10468.6;11674.0;459.5279999999999;10058.5;11449.0;385.796;12163.6;12542.0;435.104;9147.999999999996;12609.0;519.2040000000002;13745.899999999998;17455.0;606.0999999999998;12813.199999999995;20069.0;885.1680000000003;12537.599999999986;39315.0;1821.351999999999;14090.99999999999
10/01/2025 22:30;8215.0;272.54;6468.3;7990.0;251.424;5321.3;12497.0;409.6839999999999;8469.7;8452.0;261.636;7645.5;9229.0;292.2919999999999;7525.5;11912.0;313.492;9092.8;7742.0;254.17200000000005;5937.200000000001;12870.0;382.248;9686.8;11314.0;403.388;7795.199999999998;11134.0;342.78800000000007;7184.1;12283.0;431.7720000000001;8030.499999999998;12429.0;510.7680000000001;13291.800000000005;17309.0;600.232;10832.799999999996;19709.0;810.8759999999999;7478.200000000009;38967.0;1666.1680000000006;14576.399999999992
10/01/2025 22:40;8283.0;251.268;5036.5;7945.0;265.172;6047.599999999999;12362.0;369.388;9151.899999999998;8317.0;244.08;6107.4;9770.0;284.52399999999994;6822.999999999999;12014.0;274.068;8905.5;7686.0;224.896;6024.200000000001;12825.0;404.3;8474.0;11472.0;426.832;7990.499999999999;11033.0;306.868;6806.300000000001;12441.0;412.27199999999993;8440.8;12328.0;495.4279999999999;12435.8;17039.0;526.016;12139.4;19473.0;760.2360000000001;7429.40000000001;38686.0;1552.9320000000002;15115.599999999991
10/01/2025 22:50;8283.0;238.864;5134.400000000001;8148.0;247.868;6308.5;11788.0;341.22399999999993;11145.399999999998;8137.0;178.28000000000003;6690.299999999997;9714.0;244.428;6985.699999999999;12138.0;270.12;6484.900000000001;7675.0;187.96400000000003;5365.4;12814.0;325.936;8570.4;11168.0;394.68;8032.1;11067.0;278.23600000000005;6914.300000000002;12644.0;367.696;9105.099999999997;12193.0;486.7959999999998;9657.999999999998;16814.0;512.576;12462.9;19316.0;610.5559999999999;9366.000000000002;38642.0;1456.5759999999996;15497.199999999986
10/01/2025 23:00;7799.0;197.312;5238.400000000001;8092.0;209.94000000000003;6166.999999999999;11642.0;298.8999999999999;8725.699999999999;8126.0;142.848;6041.1;9568.0;191.45200000000003;6026.099999999997;11733.0;229.112;6376.900000000001;7630.0;164.808;5690.099999999999;12668.0;262.844;10349.699999999995;11405.0;293.7799999999999;8598.399999999998;10797.0;248.232;7093.400000000002;12588.0;370.268;8186.999999999999;12002.0;404.9;11602.9;16522.0;417.628;12438.599999999997;18776.0;456.116;8579.80000000001;37630.0;1234.1320000000003;14847.59999999999
10/01/2025 23:10;7833.0;168.576;5028.499999999999;8295.0;167.256;6187.7;11496.0;258.384;7062.8;8205.0;153.06799999999998;5884.8;9433.0;179.104;4074.2000000000007;11733.0;210.212;6198.9000000000015;7540.0;130.20000000000002;5340.199999999999;12398.0;244.096;6761.899999999998;11529.0;294.88;8836.199999999999;10493.0;229.108;7219.700000000001;12318.0;344.788;6967.400000000001;12036.0;395.788;10189.0;16297.0;334.9;10582.7;19182.0;444.8560000000001;9699.300000000008;37563.0;1048.6920000000002;15156.399999999994
10/01/2025 23:20;7833.0;161.756;4942.499999999999;8025.0;141.94399999999996;4305.3;11519.0;212.336;7454.800000000001;8374.0;162.608;6254.099999999999;9388.0;185.152;4884.8;11598.0;191.424;6232.500000000001;7529.0;122.192;5194.799999999999;12556.0;213.788;7578.999999999998;11687.0;293.66400000000004;9266.2;10651.0;192.948;6542.200000000001;12228.0;303.756;7549.0;11969.0;351.96;10110.299999999996;15937.0;266.624;10813.3;19261.0;437.8079999999998;9460.900000000009;37508.0;865.9400000000003;19499.599999999984
10/01/2025 23:30;7788.0;153.39200000000002;4581.099999999999;8093.0;109.032;4154.5;11429.0;193.8;7642.8;8194.0;143.82000000000002;8536.199999999999;9028.0;123.396;7044.900000000001;11418.0;146.176;6326.400000000001;7529.0;109.508;5325.6;12421.0;139.83200000000002;9926.1;11552.0;272.29999999999995;7477.999999999997;10516.0;163.62;6172.8;12048.0;261.66;8028.5;11924.0;313.92;8976.600000000002;15622.0;229.68399999999997;9590.0;19295.0;417.0760000000001;6935.500000000008;37351.0;832.9239999999996;13971.199999999995
10/01/2025 23:40;7822.0;155.35199999999998;4204.1;8138.0;117.37599999999998;4795.699999999999;11249.0;146.26799999999997;7309.7;8059.0;125.732;7760.5999999999985;8983.0;118.02;5171.000000000001;11373.0;143.18;6400.800000000001;7394.0;96.292;4721.499999999999;12331.0;136.18;7758.499999999998;11507.0;253.12;6596.899999999999;10381.0;121.184;6663.800000000001;11868.0;235.45200000000003;7778.299999999999;12003.0;304.724;8787.2;15566.0;186.408;10174.6;19070.0;388.656;7125.100000000007;37036.0;734.2159999999999;13695.999999999996
10/01/2025 23:50;8025.0;124.04;4079.8;8262.0;106.652;4330.999999999999;11159.0;117.772;5820.7;8014.0;100.66;5074.500000000001;8893.0;109.452;6099.1;11328.0;138.76800000000003;6149.500000000001;7349.0;91.588;4757.7;12275.0;115.984;4887.999999999999;11609.0;202.608;6387.5;10370.0;93.91199999999998;6518.4000000000015;11868.0;244.832;6998.6;11947.0;259.296;7919.799999999999;15555.0;140.01999999999998;9791.9;18969.0;304.196;7125.100000000006;36721.0;645.9280000000002;15352.999999999998
11/01/2025 00:00;7890.0;94.64;4240.099999999999;8172.0;65.016;3783.1;11227.0;68.99600000000001;6038.499999999998;7969.0;83.69200000000001;5239.9;8713.0;76.46000000000001;5202.1;11283.0;114.296;6267.200000000002;7383.0;75.852;6169.9;12050.0;57.96;4554.9;11688.0;212.932;6469.699999999999;10404.0;63.364;5147.5;11598.0;182.784;6976.399999999998;11587.0;205.856;6667.400000000001;15555.0;134.45999999999998;8566.6;18778.0;239.488;7061.900000000006;36587.0;535.028;17683.799999999992
11/01/2025 00:10;7845.0;86.1;4008.2;7992.0;29.568;4862.7;11317.0;73.532;7596.999999999999;7924.0;55.468;5830.699999999998;8668.0;80.12800000000001;5430.9;11193.0;109.228;6173.400000000002;7383.0;67.34;6563.899999999999;11915.0;33.599999999999994;7056.399999999999;11508.0;162.056;6540.4;10449.0;94.628;5533.500000000001;11418.0;126.56;11745.999999999998;11666.0;180.74;7678.500000000001;15510.0;145.79999999999998;9693.500000000004;19071.0;248.0;7377.900000000009;36655.0;374.7679999999999;14728.799999999988
11/01/2025 00:20;7845.0;87.78;4777.0;7902.0;17.052;5161.7;11182.0;78.824;7607.3;7834.0;45.92;5769.699999999998;8668.0;81.44400000000002;5190.099999999999;11058.0;72.884;5966.200000000002;7383.0;70.7;6657.499999999999;11960.0;34.636;7720.399999999999;11373.0;132.936;7620.400000000001;10449.0;84.184;6785.4000000000015;11238.0;103.29200000000002;7132.499999999998;11621.0;164.304;7749.7;15634.0;157.14;9840.600000000002;18936.0;237.42;7061.90000000001;37174.0;342.68;16163.99999999999
11/01/2025 00:30;7969.0;79.74400000000001;4483.2;7902.0;12.852;4500.099999999999;11137.0;75.044;6210.099999999999;7789.0;33.824;5118.7;8668.0;79.88;7448.899999999999;11058.0;62.272;5467.200000000002;7383.0;74.34;4426.2;11960.0;32.956;6669.599999999999;11700.0;146.488;8367.1;10449.0;83.28800000000001;7173.700000000001;11238.0;107.184;6416.3;11531.0;151.62;7837.700000000002;15454.0;100.828;9201.999999999998;18711.0;188.204;6366.700000000008;37174.0;325.992;14473.599999999991
11/01/2025 00:40;7969.0;99.692;3864.9;7902.0;15.428;3967.7;11137.0;63.872;6270.499999999999;7744.0;28.364;4434.599999999999;8668.0;85.284;6181.300000000001;11103.0;74.50800000000001;5105.100000000001;7383.0;80.47200000000001;4813.899999999999;11915.0;28.812;6185.500000000001;11700.0;132.37599999999998;6936.999999999998;10449.0;77.408;5854.800000000002;11193.0;89.43199999999999;5838.299999999998;11531.0;142.52;7474.700000000001;15454.0;82.79599999999999;8181.299999999999;18486.0;151.46799999999996;7188.300000000008;36960.0;347.27599999999995;13851.199999999992
11/01/2025 00:50;8059.0;102.304;3810.3;7902.0;16.576;4184.5;11137.0;53.092000000000006;6701.999999999998;7654.0;10.752;5398.999999999997;8668.0;93.6;3656.400000000001;11058.0;57.26;6161.800000000001;7338.0;66.33200000000001;4013.1;11915.0;29.932;6243.9;11745.0;140.552;6931.599999999998;10404.0;57.904;5385.600000000002;11317.0;88.19999999999997;6503.599999999999;11824.0;126.952;7195.000000000001;15668.0;94.276;9115.8;18306.0;119.632;7076.300000000005;37028.0;298.27599999999995;15976.6
11/01/2025 01:00;7879.0;71.11200000000001;4587.2;7902.0;15.176;4711.999999999999;11002.0;17.64;7129.0;7609.0;7.391999999999999;5432.400000000001;8578.0;77.804;6668.499999999997;11013.0;36.568;6414.600000000001;7158.0;22.96;3572.7;12163.0;35.672;6628.299999999999;11475.0;94.296;7153.499999999997;10359.0;60.508;6385.2;11351.0;63.784;6535.999999999998;11824.0;101.74;7841.799999999999;15533.0;77.42;9875.7;18081.0;53.06;6697.100000000004;36623.0;228.892;13661.599999999997
11/01/2025 01:10;8127.0;57.216;4867.9;7857.0;7.840000000000001;5106.4;11002.0;9.24;8250.600000000002;7609.0;9.912;5316.6;8578.0;64.25999999999999;6028.500000000001;10923.0;26.992;6327.4000000000015;7113.0;16.688;3939.9;12208.0;45.508;6679.099999999999;11475.0;87.968;6165.2;10314.0;64.94800000000001;5518.500000000001;11351.0;56.84;6854.699999999998;11779.0;82.86800000000001;8273.0;15488.0;68.88000000000001;9563.8;18081.0;56.112;7076.300000000008;36657.0;205.06;14658.89999999999
11/01/2025 01:20;8082.0;66.656;4617.499999999999;7857.0;6.411999999999999;4886.8;11047.0;23.8;6132.0;7609.0;9.912;5105.800000000001;8533.0;51.156;4619.5;10923.0;25.396;5216.800000000001;7113.0;15.008;4242.3;12118.0;24.92;5566.399999999999;11464.0;48.188;5271.299999999999;10179.0;27.876;5568.300000000001;11351.0;63.392;6638.499999999998;11903.0;99.14;7483.599999999998;15736.0;64.82000000000001;8574.0;18070.0;20.916;7265.900000000011;36556.0;173.16;15326.899999999992
11/01/2025 01:30;8082.0;80.656;4227.5;7857.0;8.12;4064.8;11216.0;27.72;6126.6;7654.0;17.416;4703.0;8533.0;47.93599999999999;4097.500000000001;10878.0;15.456;5803.500000000002;7113.0;13.188;2886.9;12118.0;8.707999999999998;6235.399999999999;11464.0;40.04;5871.8;10179.0;31.236;5171.000000000001;11306.0;60.648;6360.099999999999;11858.0;115.48;6772.2;15736.0;54.79600000000001;7590.3;18194.0;25.816000000000003;6507.500000000009;36635.0;158.972;14446.899999999998
11/01/2025 01:40;8082.0;79.732;4421.9000000000015;7857.0;6.411999999999999;4305.2;11216.0;40.096;6946.000000000001;7699.0;20.216;4860.2;8488.0;42.14;4786.199999999999;10833.0;14.336000000000002;5141.700000000002;7113.0;8.148;4129.7;12073.0;3.668;7535.999999999999;11464.0;33.208;7032.2;10179.0;24.836;6233.100000000001;11351.0;62.972;6910.3;11858.0;106.24;6902.9;15691.0;65.34;8604.900000000001;18194.0;22.036;6633.900000000007;36500.0;156.732;14403.699999999992
11/01/2025 01:50;8082.0;72.01599999999999;4017.000000000001;7857.0;6.216;4735.0;11261.0;55.776;5956.599999999999;7654.0;12.376;5251.999999999998;8488.0;32.34;4349.3;10833.0;14.195999999999998;6313.900000000002;7113.0;4.199999999999999;4358.5;12073.0;3.3599999999999994;7165.399999999998;11464.0;38.024;7987.0;10134.0;20.832;6748.100000000003;11351.0;63.168000000000006;6287.399999999999;11768.0;82.972;7055.800000000001;15939.0;75.812;9076.6;18284.0;20.776;6633.900000000007;36410.0;140.224;13901.899999999992
11/01/2025 02:00;8082.0;85.212;3791.6;7902.0;10.136;4491.8;11385.0;51.94;6085.799999999999;7609.0;9.576;5823.799999999998;8398.0;10.5;4711.700000000001;10833.0;17.36;6343.599999999999;7158.0;9.884;4619.3;12073.0;5.039999999999999;5712.099999999999;11464.0;36.876;6816.599999999997;10258.0;20.272;6480.300000000001;11261.0;49.476;7610.0;11847.0;69.11999999999999;7260.9;15984.0;86.22800000000002;9094.7;18284.0;18.396;6760.300000000007;36365.0;116.004;13649.1
11/01/2025 02:10;8037.0;68.74000000000001;4253.2;7902.0;11.48;4032.2;11340.0;40.04;6184.599999999999;7609.0;9.576;4421.799999999999;8353.0;4.48;3909.3000000000006;10833.0;6.720000000000001;4447.800000000001;7113.0;6.803999999999999;3818.9;12073.0;16.8;5172.699999999999;11464.0;41.552;6615.399999999999;10303.0;27.692;6882.100000000002;11261.0;54.07999999999999;7857.5;12016.0;77.35199999999999;6641.300000000001;15984.0;83.31599999999999;8327.7;18284.0;33.796;7076.300000000007;36500.0;108.976;14161.899999999998
11/01/2025 02:20;8161.0;63.56;3861.7;7857.0;8.484;5027.399999999999;11295.0;31.08;6982.4000000000015;7654.0;16.072000000000003;4409.6;8353.0;5.376;4437.099999999999;10833.0;9.94;4839.4000000000015;7113.0;9.604;3211.2;12073.0;12.32;6070.699999999999;11464.0;40.152;6724.199999999998;10303.0;25.676;6431.100000000001;11216.0;35.98;7624.7;11971.0;70.8;6905.7;15939.0;64.416;8363.300000000001;18239.0;29.82;7202.700000000008;36534.0;105.056;14028.299999999996
11/01/2025 02:30;8161.0;61.46;3782.1;7857.0;7.644;5570.199999999999;11250.0;12.88;7068.599999999999;7654.0;19.292;5003.0;8353.0;4.816;4976.500000000001;10788.0;0.0;5785.800000000002;7203.0;18.564;3952.500000000001;12028.0;0.0;6131.1;11464.0;27.3;5396.399999999998;10348.0;24.332;6622.5;11216.0;29.26;7943.999999999999;12095.0;74.58000000000001;7113.099999999997;15894.0;73.656;9474.9;18194.0;20.72000000000001;7076.300000000008;36444.0;75.684;14470.7
11/01/2025 02:40;8161.0;62.260000000000005;4506.9;7857.0;7.419999999999999;4657.4;11205.0;14.56;7275.8;7654.0;11.172;5594.100000000001;8398.0;9.408;5073.6;10788.0;0.0;5962.600000000001;7158.0;24.584;4076.2;12028.0;0.0;6799.9;11419.0;29.204000000000004;6037.099999999999;10472.0;31.948;5497.800000000001;11216.0;32.536;8347.499999999998;12174.0;76.652;7262.299999999997;15894.0;78.112;9151.2;18194.0;26.6;6886.700000000008;36444.0;78.212;14035.499999999993
11/01/2025 02:50;8161.0;74.72000000000001;4658.099999999999;7857.0;7.98;4211.400000000001;11250.0;17.92;6296.599999999999;7654.0;15.988;5214.400000000001;8398.0;11.088;4576.1;10788.0;0.0;5365.4000000000015;7113.0;10.836;3778.399999999999;12028.0;0.0;5907.299999999999;11374.0;13.104;5833.2;10427.0;29.036;5767.4000000000015;11216.0;28.588;7817.999999999998;12332.0;57.668;7098.2;15894.0;80.912;7991.7;18239.0;18.62;7013.100000000009;36309.0;56.456;14500.29999999999
11/01/2025 03:00;8206.0;80.48;3767.899999999999;7857.0;5.404;3619.7000000000007;11250.0;17.36;6406.2;7609.0;7.896;5075.4;8353.0;5.936;3366.900000000001;10788.0;0.0;5036.4000000000015;7113.0;14.195999999999998;3339.0000000000005;12028.0;0.0;5908.1;11329.0;10.584;5999.399999999999;10427.0;34.636;5560.800000000002;11216.0;36.148;6303.6;12332.0;40.712;5824.1;15849.0;71.084;7817.699999999997;18284.0;11.676;6949.900000000008;36309.0;55.916;14531.499999999993
11/01/2025 03:10;8206.0;67.08;4256.700000000001;7857.0;6.803999999999999;4130.0;11250.0;23.2;6958.9;7609.0;12.376;5190.399999999998;8353.0;7.952000000000002;4587.700000000001;10833.0;7.672000000000001;5982.6;7113.0;14.924;4907.4;12028.0;0.0;6522.299999999998;11329.0;8.904;6664.799999999998;10427.0;39.116;5531.000000000003;11216.0;36.792;6490.199999999999;12287.0;39.032;7786.100000000001;15849.0;60.668;9090.5;18239.0;7.56;6886.700000000008;36399.0;61.012;14531.499999999996
11/01/2025 03:20;8206.0;73.15999999999998;4247.900000000001;7857.0;7.896000000000001;3889.000000000001;11205.0;15.96;6612.599999999999;7609.0;12.04;5087.799999999999;8353.0;7.952;4830.9;10833.0;10.192;6417.8;7113.0;14.924;5012.0;12028.0;0.0;6375.899999999999;11284.0;0.0;6640.799999999998;10427.0;35.980000000000004;5577.600000000001;11385.0;39.956;6280.299999999998;12242.0;31.64;7815.000000000001;15894.0;65.664;9031.7;18239.0;11.48;6570.700000000006;36354.0;50.596;13646.699999999992
11/01/2025 03:30;8251.0;73.3;3914.1;7857.0;9.296;4456.799999999999;11205.0;13.16;6441.0;7609.0;16.52;4795.799999999999;8353.0;8.512;5100.499999999999;10878.0;10.892;5372.4000000000015;7158.0;18.872;4682.3;12028.0;0.0;6491.499999999999;11329.0;7.0;6415.199999999998;10382.0;25.76;5086.4000000000015;11385.0;43.876;6429.699999999998;12332.0;47.93600000000001;7385.500000000001;15849.0;60.176;9256.900000000003;18149.0;9.296;6886.700000000006;36309.0;47.096;12961.099999999991
11/01/2025 03:40;8127.0;65.376;3863.9;7857.0;8.232;4345.2;11205.0;13.16;5349.399999999999;7733.0;19.32;4386.000000000001;8398.0;11.032;3906.900000000001;10878.0;14.308000000000002;4815.800000000001;7158.0;14.364;3609.9;12028.0;0.0;5528.9;11329.0;7.588;5495.599999999999;10427.0;41.58;5402.100000000001;11385.0;51.66;5562.999999999999;12411.0;46.2;6123.699999999999;15973.0;69.416;7899.999999999999;18149.0;5.936;6823.500000000007;36309.0;59.068000000000005;13997.100000000002
11/01/2025 03:50;7913.0;70.152;4129.7;7902.0;13.86;4581.999999999999;11205.0;13.439999999999998;6558.399999999999;7688.0;0.0;4916.200000000001;8308.0;0.0;4096.300000000001;10788.0;0.0;5962.600000000001;7158.0;27.244;3006.9;12028.0;0.0;6586.7;11329.0;11.368;5808.799999999998;10562.0;42.14;5351.3;11295.0;35.924;6046.799999999998;12366.0;42.056;4839.099999999999;15928.0;56.984;8157.899999999998;18149.0;6.496;6760.300000000008;36264.0;47.868;14025.9
11/01/2025 04:00;7868.0;60.14;4413.7;7902.0;13.02;5196.099999999999;11205.0;13.439999999999998;7315.800000000002;7688.0;0.0;5553.599999999999;8308.0;0.0;4655.699999999999;10788.0;0.0;6024.200000000001;7113.0;14.364;3940.1;12028.0;0.0;6699.9;11329.0;12.768;6160.799999999998;10517.0;28.392;5654.800000000001;11295.0;31.108;6659.400000000001;12411.0;47.04;6510.399999999999;15928.0;58.664;8592.800000000001;18194.0;14.616;6697.1000000000095;36354.0;43.260000000000005;15441.099999999986
11/01/2025 04:10;7868.0;59.85999999999999;4799.099999999999;7902.0;14.420000000000002;5135.000000000001;11205.0;10.64;7571.8;7688.0;0.0;5422.399999999998;8308.0;0.0;4431.699999999999;10788.0;0.0;5211.400000000002;7068.0;0.0;4210.499999999999;12028.0;0.0;6430.299999999999;11284.0;0.0;6871.200000000001;10472.0;44.296;6627.600000000001;11295.0;31.164;6473.199999999999;12411.0;47.6;7117.600000000001;15928.0;63.704;9109.8;18194.0;17.080000000000002;6381.100000000007;36523.0;46.956;14913.099999999988
