;CE2;CE2;CE2;CI1;CI1;CI1;CI2;CI2;CI2;CI3;CI3;CI3;CI4;CI4;CI4;CJ1;CJ1;CJ1;CJ3;CJ3;CJ3;CJ4;CJ4;CJ4;CK11;CK11;CK11;CK12;CK12;CK12;CK2;CK2;CK2;CK3;CK3;CK3;CK4;CK4;CK4;CL1;CL1;CL1;CL21;CL21;CL21;CL22;CL22;CL22;CL3;CL3;CL3
;human_gains;light_gains;machine_gains;human_gains;light_gains;machine_gains;human_gains;light_gains;machine_gains;human_gains;light_gains;machine_gains;human_gains;light_gains;machine_gains;human_gains;light_gains;machine_gains;human_gains;light_gains;machine_gains;human_gains;light_gains;machine_gains;human_gains;light_gains;machine_gains;human_gains;light_gains;machine_gains;human_gains;light_gains;machine_gains;human_gains;light_gains;machine_gains;human_gains;light_gains;machine_gains;human_gains;light_gains;machine_gains;human_gains;light_gains;machine_gains;human_gains;light_gains;machine_gains;human_gains;light_gains;machine_gains
31/01/2025 02:40;3649.804688;0;442.3999863;4155.96875;0;542.800003;4067.256104;0;493;2864.335938;0;360;2925.982666;0;388.3999863;3857.705322;0;467.6000137;5255.259766;0;637;4450.057128;0;539.3999939;4208.290528;0;524;371.250061;0;45;4105.797852;0;530.800003;4631.557618;0;561.3999939;5801.41211;0;703.2000275;3601.954346;0;436.6000137;4054.05542;0;491.3999863;653.678894;0;83.60000038;13881.5166;0;1682.599945
31/01/2025 02:50;3649.804444;0;442.3999863;4158.379394;0;542.800003;4067.255616;0;493;2866.17334;0;360;2927.552978;0;388.3999863;3857.704834;0;467.6000137;5255.25879;0;637;4450.05664;0;539.3999939;4210.52002;0;524;371.250061;0;45;4108.231446;0;530.800003;4631.55664;0;561.3999939;5801.411132;0;703.2000275;3601.953858;0;436.6000137;4054.054688;0;491.3999863;654.0981446;0;83.60000038;13881.51074;0;1682.599945
31/01/2025 03:00;3649.802246;0;442.3999863;4160.384766;0;542.800003;4067.25293;0;493;2867.717042;0;360;2928.8042;0;388.3999863;3857.702636;0;467.6000137;5255.253906;0;637;4450.052734;0;539.3999939;4212.502442;0;524;371.25;0;45;4110.278808;0;530.800003;4631.553222;0;561.3999939;5801.404786;0;703.2000275;3601.952392;0;436.6000137;4054.052002;0;491.3999863;654.4707642;0;83.60000038;13881.49023;0;1682.599945
31/01/2025 03:10;3649.800048;0;442.3999863;4161.334472;0;542.800003;4067.25;0;493;2868.494874;0;360;2929.227294;0;388.3999863;3857.699952;0;467.6000137;5255.25;0;637;4450.050292;0;539.3999939;4213.847168;0;524;371.2499694;0;45;4111.310058;0;530.800003;4631.550292;0;561.3999939;5801.399902;0;703.2000275;3601.949952;0;436.6000137;4054.049316;0;491.3999863;654.7175292;0;83.60000038;13881.45117;0;1682.599945
31/01/2025 03:20;3649.796386;0;442.3999863;4160.856934;0;542.800003;4067.245362;0;493;2868.234376;0;360;2928.546142;0;388.3999863;3857.6958;0;467.6000137;5255.242188;0;637;4450.044434;0;539.3999939;4214.329102;0;524;371.2499084;0;45;4110.973632;0;530.800003;4631.543946;0;561.3999939;5801.390626;0;703.2000275;3601.946534;0;436.6000137;4054.044434;0;491.3999863;654.7971192;0;83.60000038;13881.39746;0;1682.599945
31/01/2025 03:30;3649.790284;0;442.3999863;4158.112304;0;542.800003;4067.237792;0;493;2866.3208;0;360;2926.093506;0;388.3999863;3857.689208;0;467.6000137;5255.22998;0;637;4450.035644;0;539.3999939;4213.44873;0;524;371.2497864;0;45;4108.448242;0;530.800003;4631.534668;0;561.3999939;5801.375488;0;703.2000275;3601.941162;0;436.6000137;4054.036866;0;491.3999863;654.6096802;0;83.60000038;13881.3125;0;1682.599945
31/01/2025 03:40;3649.76294;0;442.3999863;4149.443848;0;542.800003;4067.204346;0;493;2860.116456;0;360;2918.97876;0;388.3999863;3857.658204;0;467.6000137;5255.172852;0;637;4449.994628;0;539.3999939;4209.02246;0;524;371.2493896;0;45;4100.223632;0;530.800003;4631.490234;0;561.3999939;5801.3042;0;703.2000275;3601.91626;0;436.6000137;4054.002442;0;491.3999863;653.7358398;0;83.60000038;13880.91602;0;1682.599945
31/01/2025 03:50;3649.774902;0;442.3999863;4133.922364;0;542.800003;4067.206788;0;493;2848.858154;0;360;2906.653808;0;388.3999863;3857.669678;0;467.6000137;5255.187012;0;637;4449.999024;0;539.3999939;4200.465332;0;524;371.2495422;0;45;4085.428466;0;530.800003;4631.4917;0;561.3999939;5801.339356;0;703.2000275;3601.927002;0;436.6000137;4054.0083;0;491.3999863;652.0350952;0;83.60000038;13881.02832;0;1682.599945
31/01/2025 04:00;3649.767334;0;442.3999863;4116.96045;0;542.800003;4067.205322;0;493;2836.515626;0;360;2893.270752;0;388.3999863;3857.659668;0;467.6000137;5255.172852;0;637;4449.998536;0;539.3999939;4191.012696;0;524;371.249298;0;45;4069.258056;0;530.800003;4631.496094;0;561.3999939;5801.314942;0;703.2000275;3601.920654;0;436.6000137;4054.004882;0;491.3999863;650.142456;0;83.60000038;13880.93457;0;1682.599945
31/01/2025 04:10;3649.763916;0;442.3999863;4097.549316;0;542.800003;4067.204346;0;493;2822.37622;0;360;2878.030518;0;388.3999863;3857.6604;0;467.6000137;5255.175292;0;637;4449.996582;0;539.3999939;4180.063476;0;524;371.2493592;0;45;4050.729492;0;530.800003;4631.492188;0;561.3999939;5801.309082;0;703.2000275;3601.91748;0;436.6000137;4054.005126;0;491.3999863;647.9488526;0;83.60000038;13880.92578;0;1682.599945
31/01/2025 04:20;3649.766846;0;442.3999863;4077.76587;0;542.800003;4067.208252;0;493;2807.937744;0;360;2862.573486;0;388.3999863;3857.665284;0;467.6000137;5255.183106;0;637;4450.000976;0;539.3999939;4168.868164;0;524;371.2494202;0;45;4031.856934;0;530.800003;4631.497558;0;561.3999939;5801.31543;0;703.2000275;3601.919922;0;436.6000137;4054.009522;0;491.3999863;645.6915284;0;83.60000038;13880.97559;0;1682.599945
31/01/2025 04:30;3649.774658;0;442.3999863;4060.067872;0;542.800003;4067.218018;0;493;2795.021484;0;360;2848.824218;0;388.3999863;3857.672364;0;467.6000137;5255.19873;0;637;4450.012696;0;539.3999939;4158.89746;0;524;371.2495728;0;45;4015.018798;0;530.800003;4631.509766;0;561.3999939;5801.33545;0;703.2000275;3601.927246;0;436.6000137;4054.019776;0;491.3999863;643.663208;0;83.60000038;13881.08594;0;1682.599945
31/01/2025 04:40;3649.775146;0;442.3999863;4045.51538;0;542.800003;4067.218506;0;493;2784.37793;0;360;2837.51294;0;388.3999863;3857.67212;0;467.6000137;5255.19873;0;637;4450.012696;0;539.3999939;4150.793946;0;524;371.2495728;0;45;4001.16748;0;530.800003;4631.510254;0;561.3999939;5801.336426;0;703.2000275;3601.928466;0;436.6000137;4054.020996;0;491.3999863;641.9926148;0;83.60000038;13881.09082;0;1682.599945
31/01/2025 04:50;3649.776124;0;442.3999863;4031.70581;0;542.800003;4067.219482;0;493;2774.325684;0;360;2826.769288;0;388.3999863;3857.672852;0;467.6000137;5255.197266;0;637;4450.01416;0;539.3999939;4143.134766;0;524;371.2496032;0;45;3988.048828;0;530.800003;4631.511718;0;561.3999939;5801.338378;0;703.2000275;3601.9292;0;436.6000137;4054.021728;0;491.3999863;640.4124756;0;83.60000038;13881.10547;0;1682.599945
31/01/2025 05:00;3649.777344;0;442.3999863;4018.314698;0;542.800003;4067.220948;0;493;2764.595948;0;360;2816.361328;0;388.3999863;3857.674804;0;467.6000137;5255.20166;0;637;4450.016114;0;539.3999939;4135.716796;0;524;371.2496338;0;45;3975.34082;0;530.800003;4631.514648;0;561.3999939;5801.341308;0;703.2000275;3601.929932;0;436.6000137;4054.023194;0;491.3999863;638.8753052;0;83.60000038;13881.12012;0;1682.599945
31/01/2025 05:10;3649.77832;0;442.3999863;4005.478272;0;542.800003;4067.222656;0;493;2755.272706;0;360;2806.40039;0;388.3999863;3857.675782;0;467.6000137;5255.205078;0;637;4450.018066;0;539.3999939;4128.604492;0;524;371.1485596;0;45;3963.154296;0;530.800003;4631.515136;0;561.3999939;5801.344726;0;703.2000275;3601.931152;0;436.6000137;4054.025146;0;491.3999863;637.3970948;0;83.60000038;13881.13867;0;1682.599945
31/01/2025 05:20;3649.78003;0;442.3999863;3993.354248;0;542.800003;4067.22461;0;493;2746.475342;0;360;2797.009034;0;388.3999863;3857.677734;0;467.6000137;5255.208496;0;637;4450.02002;0;539.3999939;4121.907714;0;524;370.4884644;0;45;3951.657958;0;530.800003;4631.51709;0;561.3999939;5801.348632;0;703.2000275;3601.932618;0;436.6000137;4054.027344;0;491.3999863;635.9960938;0;83.60000038;13881.16211;0;1682.599945
31/01/2025 05:30;3649.781738;0;442.3999863;3982.101318;0;542.800003;4067.22705;0;493;2738.319092;0;360;2789.421876;0;388.3999863;3857.679688;0;467.6000137;5255.211914;0;637;4450.02295;0;539.3999939;4115.719238;0;524;369.8016662;0;45;3941;0;530.800003;4631.521484;0;561.3999939;5801.353516;0;703.2000275;3601.934326;0;436.6000137;4054.029786;0;491.3999863;634.6890258;0;83.60000038;13881.18848;0;1682.599945
31/01/2025 05:40;3649.763428;0;442.3999863;3971.201416;0;542.800003;4067.205322;0;493;2730.44165;0;360;2787.497314;0;388.3999863;3857.660156;0;467.6000137;5255.174804;0;637;4449.997558;0;539.3999939;4109.746582;0;524;369.1314698;0;45;3930.679444;0;530.800003;4631.493164;0;561.3999939;5801.304688;0;703.2000275;3601.918212;0;436.6000137;4054.007324;0;491.3999863;633.4255982;0;83.60000038;13880.87305;0;1682.599945
31/01/2025 05:50;3649.764648;0;442.3999863;3952.86084;0;542.800003;4067.20166;0;493;2717.211182;0;360;2783.864258;0;388.3999863;3857.660888;0;467.6000137;5255.170898;0;637;4449.99121;0;539.3999939;4099.324218;0;524;367.936737;0;45;3913.211182;0;530.800003;4631.489258;0;561.3999939;5801.30957;0;703.2000275;3601.918458;0;436.6000137;4054.006104;0;491.3999863;631.309143;0;83.60000038;13880.8877;0;1682.599945
31/01/2025 06:00;3649.762696;0;442.3999863;3931.903076;0;542.800003;4067.20166;0;493;2701.972168;0;360;2780.173096;0;388.3999863;3857.65918;0;467.6000137;5255.17041;0;637;4449.996094;0;539.3999939;4087.291748;0;524;366.5675964;0;45;3893.23413;0;530.800003;4631.48877;0;561.3999939;5801.305664;0;703.2000275;3601.916992;0;436.6000137;4054.005126;0;491.3999863;628.8495484;0;83.60000038;13880.90039;0;1682.599945
31/01/2025 06:10;3528.0542;2580.666748;737.3333282;3769.38208;3166.333252;904.6666718;3931.542724;2875.833252;821.6666718;2589.951172;2100;600;2681.010742;2265.666748;647.3333282;3729.009522;2727.666748;779.3333282;5079.868652;3715.833252;1061.666657;4301.559082;3146.5;899;3927.649658;3056.666748;873.3333282;352.0727234;262.5;75;3732.152588;3096.333252;884.6666718;4476.999512;3274.833252;935.6666718;5607.797852;4102;1172;3481.804688;2546.833252;727.6666718;3918.791748;2866.5;819;603.5508422;487.6666564;139.3333321;13417.54199;9815.166992;2804.333313
31/01/2025 06:20;3406.369628;5161.333496;1032.266693;3628.368164;6332.666504;1266.533356;3795.956298;5751.666504;1150.333344;2472.073486;4200;840;2578.33789;4531.333496;906.2666778;3600.394776;5455.333496;1091.06665;4904.666992;7431.666504;1486.333344;4153.21289;6293;1258.600006;3760.66626;6113.333496;1222.666657;336.9275512;525;105;3562.491944;6192.666504;1238.533356;4322.600586;6549.666504;1309.93335;5414.354004;8204;1640.799988;3361.716796;5093.666504;1018.733322;3777.114502;5733;1146.600006;576.9225464;975.333313;195.0666695;12954.43457;19630.33398;3926.066712
31/01/2025 06:30;3284.740234;7742;1327.200012;3489.891114;9499;1628.400055;3660.422364;8627.5;1479;2354.5896;6300;1080;2472.35254;6797;1165.200012;3471.839356;8183;1402.799988;4729.555664;11147.5;1911;4004.924072;9439.5;1618.200012;3594.317626;9170;1572;321.8692932;787.5;135;3422.812012;9289;1592.400055;4168.26709;9824.5;1684.200012;5221.050782;12306;2109.599975;3241.678956;7640.5;1309.799988;3620.727294;8599.5;1474.200012;550.3510132;1463;250.8000069;12492.13867;29445.5;5047.800049
31/01/2025 06:40;3163.106202;10322.66699;1622.133301;3355.44458;12665.33301;1990.266632;3524.87915;11503.33301;1807.666657;2248.114502;8400;1320;2372.848876;9062.666992;1424.133301;3343.278076;10910.66699;1714.533355;4554.435546;14863.33301;2335.666687;3856.627442;12586;1977.799988;3437.49121;12226.66699;1921.333344;307.9127808;1050;165;3290.843994;12385.33301;1946.266632;4013.921386;13099.33301;2058.466614;5027.73877;16408;2578.400025;3119.152588;10187.33301;1600.866699;3469.703858;11466;1801.799988;525.5939942;1950.666626;306.5333252;12029.80176;39260.66796;6169.533203
31/01/2025 06:50;3041.453126;12903.33301;1917.066712;3223.822754;15831.66699;2352.133301;3389.314208;14379.16699;2136.333313;2155.682374;10500;1560;2277.864746;11328.33301;1683.066712;3214.696778;13638.33301;2026.266632;4379.27539;18579.16602;2760.333313;3708.303956;15732.5;2337.400025;3289.259766;15283.33301;2270.666687;294.913208;1312.5;195;3161.628174;15481.66699;2300.133301;3859.549804;16374.16699;2432.733399;4834.378418;20510;3047.19989;2988.794434;12734.16699;1891.933288;3324.608154;14332.5;2129.400025;502.5159606;2438.333252;362.2666779;11567.20605;49075.83204;7291.266845
31/01/2025 07:00;2919.787598;15484;2212;3089.090576;18998;2714;3253.733154;17255;2465;2067.341552;12600;1800;2181.723876;13594;1942;3086.101562;16366;2338;4204.089844;22295;3185;3559.961914;18879;2697;3142.130126;18340;2620;281.9641724;1575;225;3031.76001;18578;2654;3705.156006;19649;2807;4640.982422;24612;3516;2857.42627;15281;2183;3180.05127;17199;2457;480.5574036;2926;418;11104.40527;58891;8413
31/01/2025 07:10;2798.151124;15484;2580.666687;2957.328126;18998;3166.333313;3118.197022;17255;2875.833313;1980.176147;12600;2100;2088.712402;13594;2265.666687;2957.539062;16366;2727.666687;4028.97876;22295;3715.833313;3411.675048;18879;3146.5;3000.7583;18340;3056.666687;269.4719848;1575;262.5;2903.9104;18578;3096.333313;3550.823242;19649;3274.833313;4447.666992;24612;4102;2730.630372;15281;2546.833313;3040.299072;17199;2866.5;460.2645264;2926;487.6666641;10642.02637;58891;9815.166748
31/01/2025 07:20;2676.492676;15484;2949.333313;2825.704834;18998;3618.666687;2982.615722;17255;3286.666687;1893.144043;12600;2400;1995.730957;13594;2589.333313;2828.950196;16366;3117.333313;3853.796142;22295;4246.666626;3263.331054;18879;3596;2862.567872;18340;3493.333313;257.243164;1575;300;2776.180176;18578;3538.666687;3396.428956;19649;3742.666687;4254.292968;24612;4688;2606.152344;15281;2910.666687;2902.662842;17199;3276;440.0017396;2926;557.3333282;10179.35742;58891;11217.33325
31/01/2025 07:30;2554.83081;15484;3318;2693.584472;18998;4071;2847.03711;17255;3697.5;1806.008301;12600;2700;1902.300537;13594;2913;2700.357666;16366;3507;3678.615478;22295;4777.5;3114.9917;18879;4045.5;2724.548828;18340;3930;245.0193328;1575;337.5;2648.24121;18578;3981;3242.039794;19649;4210.5;4060.906494;24612;5274;2481.682374;15281;3274.5;2764.94336;17199;3685.5;419.720459;2926;627;9716.618164;58891;12619.5
31/01/2025 07:40;2433.182862;15484;3686.666687;2562.279542;18998;4523.333374;2711.476562;17255;4108.333374;1719.196045;12600;3000;1809.467896;13594;3236.666687;2571.78003;16366;3896.666687;3503.463378;22295;5308.333374;2966.67456;18879;4495;2587.453858;18340;4366.666626;232.8875732;1575;375;2520.114746;18578;4423.333374;3087.672852;19649;4678.333374;3867.553956;24612;5860;2357.77246;15281;3638.333313;2627.841796;17199;4095;399.491333;2926;696.6666718;9254.057618;58891;14021.66675
31/01/2025 07:50;2311.530762;15484;4055.333313;2433.29712;18998;4975.666626;2575.911132;17255;4519.166626;1633.229248;12600;3300;1718.497681;13594;3560.333313;2443.199462;16366;4286.333374;3328.305176;22295;5839.166626;2818.350586;18879;4944.5;2453.625244;18340;4803.333374;221.1116334;1575;412.5;2393.387452;18578;4865.666626;2933.301026;19649;5146.166626;3674.195068;24612;6446;2236.025146;15281;4002.166687;2493.047852;17199;4504.5;379.3997498;2926;766.3333282;8791.458984;58891;15423.83325
31/01/2025 08:00;2189.875488;15484;4424;2305.816894;18998;5428;2440.343018;17255;4930;1547.78418;12600;3600;1628.69043;13594;3884;2314.615234;16366;4676;3153.14087;22295;6370;2670.02295;18879;5394;2322.451904;18340;5240;209.5971832;1575;450;2268.105712;18578;5308;2778.923828;19649;5614;3480.82788;24612;7032;2116.110352;15281;4366;2360.094482;17199;4914;359.3991088;2926;836;8328.814454;58891;16826
31/01/2025 08:10;2068.222656;15484;4055.333313;2179.871826;18998;4975.666626;2304.780762;17255;4519.166626;1462.772339;12600;3300;1540.128296;13594;3560.333313;2186.033936;16366;4286.333374;2977.98584;22295;5839.166626;2521.704102;18879;4944.5;2194.288574;18340;4803.333374;198.3233948;1575;412.5;2143.723876;18578;4865.666626;2624.554688;19649;5146.166626;3287.467286;24612;6446;1998.55896;15281;4002.166687;2229.48584;17199;4504.5;339.5187988;2926;766.3333282;7866.206054;58891;15423.83325
31/01/2025 08:20;1946.560669;15484;3686.666687;2053.30371;18998;4523.333374;2169.199952;17255;4108.333374;1377.517944;12600;3000;1451.010254;13594;3236.666687;2057.440918;16366;3896.666687;2802.802002;22295;5308.333374;2373.361328;18879;4495;2066.706054;18340;4366.666626;187.0375061;1575;375;2018.502564;18578;4423.333374;2470.162354;19649;4678.333374;3094.081788;24612;5860;1881.616089;15281;3638.333313;2099.247558;17199;4095;319.6117248;2926;696.6666718;7403.460938;58891;14021.66675
31/01/2025 08:30;1824.908813;15484;3318;1929.25293;18998;4071;2033.624268;17255;3697.5;1293.151733;12600;2700;1363.928711;13594;2913;1928.854492;16366;3507;2627.65039;22295;4777.5;2225.026612;18879;4045.5;1940.599121;18340;3930;175.8989563;1575;337.5;1894.500244;18578;3981;2315.777832;19649;4210.5;2900.760498;24612;5274;1765.706787;15281;3274.5;1970.156494;17199;3685.5;299.8491516;2926;627;6940.8042;58891;12619.5
31/01/2025 08:40;1703.231079;15484;2949.333313;1802.479858;18998;3618.666687;1898.041992;17255;3286.666687;1207.798828;12600;2400;1274.586548;13594;2589.333313;1800.249146;16366;3117.333313;2452.430176;22295;4246.666626;2076.682128;18879;3596;1814.640625;18340;3493.333313;164.7227783;1575;300;1769.176025;18578;3538.666687;2161.382324;19649;3742.666687;2707.297608;24612;4688;1649.964355;15281;2910.666687;1840.987915;17199;3276;279.942566;2926;557.3333282;6477.90332;58891;11217.33325
31/01/2025 08:50;1581.571899;15484;2580.666687;1671.924072;18998;3166.333313;1762.463257;17255;2875.833313;1121.059082;12600;2100;1182.182251;13594;2265.666687;1671.660522;16366;2727.666687;2277.257568;22295;3715.833313;1928.341675;18879;3146.5;1683.446045;18340;3056.666687;152.9003296;1575;262.5;1642.002075;18578;3096.333313;2006.99121;19649;3274.833313;2513.915772;24612;4102;1530.902222;15281;2546.833313;1708.154419;17199;2866.5;259.8251954;2926;487.6666641;6015.169922;58891;9815.166748
31/01/2025 09:00;1459.909668;15484;2212;1540.672485;18998;2714;1626.885986;17255;2465;1034.037842;12600;1800;1089.216064;13594;1942;1543.068604;16366;2338;2102.078614;22295;3185;1780.00415;18879;2697;1551.237549;18340;2620;140.939209;1575;225;1514.483154;18578;2654;1852.60376;19649;2807;2320.533448;24612;3516;1411.228027;15281;2183;1574.732544;17199;2457;239.6734466;2926;418;5552.4375;58891;8413
31/01/2025 09:10;1459.911987;15484;2212;1538.050293;18998;2714;1626.890869;17255;2465;1033.281738;12600;1800;1087.103516;13594;1942;1543.071411;16366;2338;2102.084228;22295;3185;1780.009521;18879;2697;1548.332397;18340;2620;140.694931;1575;225;1513.273071;18578;2654;1852.608643;19649;2807;2320.54004;24612;3516;1409.206299;15281;2183;1572.633057;17199;2457;239.5159302;2926;418;5552.469238;58891;8413
31/01/2025 09:20;1459.916016;15484;2212;1536.033569;18998;2714;1626.894653;17255;2465;1032.751221;12600;1800;1085.478149;13594;1942;1543.075562;16366;2338;2102.091796;22295;3185;1780.013916;18879;2697;1546.141113;18340;2620;140.5225677;1575;225;1511.938232;18578;2654;1852.613525;19649;2807;2320.54956;24612;3516;1407.637207;15281;2183;1571.048706;17199;2457;239.3921508;2926;418;5552.521972;58891;8413
31/01/2025 09:30;1459.920532;15484;2212;1535.194702;18998;2714;1626.900024;17255;2465;1032.651001;12600;1800;1084.804443;13594;1942;1543.080566;16366;2338;2102.10083;22295;3185;1780.02063;18879;2697;1545.17395;18340;2620;140.4945068;1575;225;1511.251831;18578;2654;1852.620728;19649;2807;2320.56128;24612;3516;1406.857178;15281;2183;1570.329956;17199;2457;239.333191;2926;418;5552.588868;58891;8413
31/01/2025 09:40;1459.918701;15484;2212;1534.932983;18998;2714;1626.898315;17255;2465;1032.768799;12600;1800;1084.596924;13594;1942;1543.078369;16366;2338;2102.097412;22295;3185;1780.017944;18879;2697;1545.192993;18340;2620;140.5781708;1575;225;1511.136353;18578;2654;1852.61792;19649;2807;2320.556884;24612;3516;1406.717773;15281;2183;1570.275757;17199;2457;239.3065186;2926;418;5552.564942;58891;8413
31/01/2025 09:50;1459.912109;15484;2212;1533.734131;18998;2714;1626.88916;17255;2465;1032.55835;12600;1800;1083.62854;13594;1942;1543.070801;16366;2338;2102.083008;22295;3185;1780.007813;18879;2697;1544.714355;18340;2620;140.5968323;1575;225;1510.114014;18578;2654;1852.607056;19649;2807;2320.54004;24612;3516;1406.250366;15281;2183;1569.816772;17199;2457;239.2273406;2926;418;5552.470704;58891;8413
31/01/2025 10:00;1459.917725;15484;2212;1532.048828;18998;2714;1626.896973;17255;2465;1032.177979;12600;1800;1082.27832;13594;1942;1543.077393;16366;2338;2102.093994;22295;3185;1780.016479;18879;2697;1543.404663;18340;2620;140.5186615;1575;225;1508.623779;18578;2654;1852.616333;19649;2807;2320.552002;24612;3516;1405.241211;15281;2183;1568.789063;17199;2457;239.1190338;2926;418;5552.556152;58891;8413
31/01/2025 10:10;1459.916992;15484;2212;1530.81897;18998;2714;1626.895752;17255;2465;1031.971802;12600;1800;1081.292847;13594;1942;1543.076538;16366;2338;2102.094238;22295;3185;1780.015625;18879;2697;1542.66394;18340;2620;140.5089111;1575;225;1507.579956;18578;2654;1852.615234;19649;2807;2320.552246;24612;3516;1404.599976;15281;2183;1568.176392;17199;2457;239.0354156;2926;418;5552.544434;58891;8413
31/01/2025 10:20;1459.917114;15484;2212;1529.476563;18998;2714;1626.89624;17255;2465;1031.732422;12600;1800;1080.218872;13594;1942;1543.07666;16366;2338;2102.094238;22295;3185;1780.015625;18879;2697;1541.92688;18340;2620;140.4971466;1575;225;1506.431763;18578;2654;1852.615723;19649;2807;2320.55249;24612;3516;1403.959717;15281;2183;1567.551636;17199;2457;238.9451904;2926;418;5552.54248;58891;8413
31/01/2025 10:30;1459.917358;15484;2212;1528.108643;18998;2714;1626.896484;17255;2465;1031.491089;12600;1800;1079.128296;13594;1942;1543.076904;16366;2338;2102.094238;22295;3185;1780.015869;18879;2697;1541.207153;18340;2620;140.4863129;1575;225;1505.263428;18578;2654;1852.615845;19649;2807;2320.553222;24612;3516;1403.329956;15281;2183;1566.936523;17199;2457;238.8528594;2926;418;5552.544922;58891;8413
31/01/2025 10:40;1459.918335;15484;2212;1526.885132;18998;2714;1626.897339;17255;2465;1031.310791;12600;1800;1078.150757;13594;1942;1543.078125;16366;2338;2102.096436;22295;3185;1780.017334;18879;2697;1540.634277;18340;2620;140.4922638;1575;225;1504.240234;18578;2654;1852.61731;19649;2807;2320.555908;24612;3516;1402.791748;15281;2183;1566.422607;17199;2457;238.768097;2926;418;5552.558594;58891;8413
31/01/2025 10:50;1459.918823;15484;2212;1525.921753;18998;2714;1626.898438;17255;2465;1031.234131;12600;1800;1077.387085;13594;1942;1543.078735;16366;2338;2102.0979;22295;3185;1780.018311;18879;2697;1540.337891;18340;2620;140.5298004;1575;225;1503.475342;18578;2654;1852.618286;19649;2807;2320.557374;24612;3516;1402.432739;15281;2183;1566.100586;17199;2457;238.6972352;2926;418;5552.566894;58891;8413
31/01/2025 11:00;1459.919067;15484;2212;1525.100586;18998;2714;1626.89856;17255;2465;1031.213501;12600;1800;1076.723511;13594;1942;1543.078979;16366;2338;2102.0979;22295;3185;1780.018555;18879;2697;1540.231567;18340;2620;140.5880432;1575;225;1502.845947;18578;2654;1852.618652;19649;2807;2320.557618;24612;3516;1402.19751;15281;2183;1565.903564;17199;2457;238.6347352;2926;418;5552.569336;58891;8413
31/01/2025 11:10;1581.579956;15484;2580.666687;1651.587769;18998;3166.333313;1762.47583;17255;2875.833313;1117.282837;12600;2100;1165.911621;13594;2265.666687;1671.670166;16366;2727.666687;2277.2771;22295;3715.833313;1928.355835;18879;3146.5;1668.757324;18340;3056.666687;152.3821259;1575;262.5;1627.698242;18578;3096.333313;2007.00586;19649;3274.833313;2513.94336;24612;4102;1518.89917;15281;2546.833313;1696.317749;17199;2866.5;258.4732056;2926;487.6666641;6015.323242;58891;9815.166748
31/01/2025 11:20;1703.238892;15484;2949.333313;1778.063232;18998;3618.666687;1898.048462;17255;3286.666687;1203.357666;12600;2400;1254.999146;13594;2589.333313;1800.258667;16366;3117.333313;2452.446044;22295;4246.666626;2076.687744;18879;3596;1797.419678;18340;3493.333313;164.1881104;1575;300;1752.465332;18578;3538.666687;2161.387452;19649;3742.666687;2707.316894;24612;4688;1635.618408;15281;2910.666687;1826.759766;17199;3276;278.3056946;2926;557.3333282;6477.998536;58891;11217.33325
31/01/2025 11:30;1824.897705;15484;3318;1904.107544;18998;4071;2033.622192;17255;3697.5;1289.316528;12600;2700;1343.771362;13594;2913;1928.847534;16366;3507;2627.619628;22295;4777.5;2225.02124;18879;4045.5;1925.827759;18340;3930;175.9654999;1575;337.5;1876.852295;18578;3981;2315.770996;19649;4210.5;2900.694092;24612;5274;1752.137695;15281;3274.5;1956.983154;17199;3685.5;298.111084;2926;627;6940.691894;58891;12619.5
31/01/2025 11:40;1946.557129;15484;3686.666687;2029.744628;18998;4523.333374;2169.197754;17255;4108.333374;1375.140503;12600;3000;1432.224609;13594;3236.666687;2057.437256;16366;3896.666687;2802.79712;22295;5308.333374;2373.356934;18879;4495;2053.94629;18340;4366.666626;187.7095947;1575;375;2000.83728;18578;4423.333374;2470.156982;19649;4678.333374;3094.076904;24612;5860;1868.443726;15281;3638.333313;2086.981202;17199;4095;317.889679;2926;696.6666718;7403.406738;58891;14021.66675
31/01/2025 11:50;2068.220704;15484;4055.333313;2155.17041;18998;4975.666626;2304.775634;17255;4519.166626;1460.904541;12600;3300;1520.493164;13594;3560.333313;2186.031006;16366;4286.333374;2977.972412;22295;5839.166626;2521.695312;18879;4944.5;2181.904296;18340;4803.333374;199.4376221;1575;412.5;2124.594482;18578;4865.666626;2624.544678;19649;5146.166626;3287.456298;24612;6446;1984.61853;15281;4002.166687;2216.842774;17199;4504.5;337.6511536;2926;766.3333282;7866.097168;58891;15423.83325
31/01/2025 12:00;2189.87622;15484;4424;2280.47998;18998;5428;2440.344482;17255;4930;1546.632446;12600;3600;1608.642212;13594;3884;2314.615966;16366;4676;3153.144776;22295;6370;2670.023682;18879;5394;2309.795654;18340;5240;211.1571044;1575;450;2248.240966;18578;5308;2778.923096;19649;5614;3480.83545;24612;7032;2100.733642;15281;4366;2346.648438;17199;4914;357.4012452;2926;836;8327.629882;58891;16826
